"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AI-Based convolute Neural Approach Management To Predict The RNA Structure","S. Rishi; S. Debnath; S. Dewani; D. S. David; R. A. Jaleel; M. M. A. Zahra","Department of Microbiology, Government Medical College Srinagar, Kashmir, India; Department of Genetics and Plant Breeding, Genetics & Plant Breeding, Palli Siksha Bhavana (Institute of Agriculture), Visva-Bharati University, Sriniketan, Birbhum, West Bengal, India; Department of Physiology, Government Medical College, Srinagar, Kashmir, India; Department of Information Technology, Vel Tech Multi Tech Dr. Rangarajan Dr.Sakunthala Engineering College; Department of Information and Communication Engineering, Al-Nahrain University, Iraq; Computer Techniques Engineering Department, Al-Mustaqbal University College, Hillah, Iraq",2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),"18 Jul 2022","2022","","","2224","2228","Let us begin with Machine learning (ML), which is a type of neural network (AI) that empowers software programmers to start increasing prediction without being done with full to do so. Because data is so valuable, improving strategies for intelligently having to manage the now-Ubiquitous content infrastructures is a necessary part of the process toward completely autonomous agents. In a nutshell, deep learning is a subset of machine learning that solves problems that machine learning alone cannot. Acquiring RNA secondary spatial relationships has been more significant in RNA and functional genomics studies in recent years. Although some RNA secondary sequences may be discovering approaches, most of the time, quick and accurate computational approaches are utilized to predict the structure of DNA strands. Current methods for determining RNA structure of proteins are generally based on the lowest power storage strategy, which seeks the optimal RNA folded form in vivo and employs an incremental process to satisfy the lowest source of critical energy and related aspects.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823922","Deep learning;automatic assistance;Data Acquisition;Data processing;Algorithm;Data Management;Interpretation;statistics;probabilities;data wrangling;imputation;supervised learning;classification;regression;clustering;Healthcare;Data protection;Security;RNA structure;AI;convolute neural network","Deep learning;Proteins;Sequential analysis;In vivo;RNA;Neural networks;Hydrogen","","1","","17","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"Practice and Prompts","J. Blount; A. Iannarino",Sales Gravy; thesalesblog.com,"The AI Edge: Sales Strategies for Unleashing the Power of AI to Save Time, Sell More, and Crush the Competition","","2024","","","87","99","Summary <p>Prompt engineering is the process of structuring text into a format that can be interpreted and understood by generative AI. AI tools are trained on massive datasets of text and code. They can generate text, translate languages, write different kinds of creative sales content, and answer our questions in an informative way. A prompt is a natural language text that describes the task that an AI should perform. The goal of prompt engineering is to write prompts that are clear, concise, and produce the information we seek on the first try. The prompt should be specific enough to tell the AI tool what to do, but it should not be so specific that it limits creativity. The prompt should also be grammatically correct and free of errors. Accordingly, the path to mastering AI prompts to make the readers faster, better, and stronger is the decision to jump in and get started.</p>","","9781394244492","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10950738.pdf&bkn=10950183&pdfType=chapter","","Artificial intelligence;Prompt engineering;Robots;Translation;Psychology;Codes;Buildings;Tires;Stars;Sports","","","","","","8 Apr 2025","","","Wiley","Wiley AI eBook Chapters"
"Empirical Analysis of Deep learning Techniques for Enhancing Patient Treatment Facilities in Healthcare Sector","C. J. Shelke; K. S. Kumar; G. R. Karetla; M. N. S. Sulthana; R. Beohar; K. Pant","Department of IT, Alliance University, Bengaluru, India; MBA Department, Panimalar Engineering College, Varadarajapuram, Poonamallee, Chennai, India; School of Computers Data and Mathematical Sciences, Western Sydney University, Sydney, Australia; Department of CSE, JNTUH, HYDERABAD; Faculty of Peace Studies, Dr Vishwanath D Karad MIT World Peace University, Pune, India; Department of Biotechnology, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India",2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),"18 Jul 2022","2022","","","1314","1318","The study investigates with Machine learning (ML), which is a type of neural network (AI) that empowers software programmers to start increasing prediction without being done with full to do so. Because data is so valuable, improving strategies for intelligently having to manage the now-ubiquitous content infrastructures is a necessary part of the process toward completely autonomous agents. In a nutshell, deep learning is a subset of machine learning that solves problems that machine learning alone cannot. Deep learning use neural networks to boost computing labour while delivering accurate results. NLP, speech recognition, and facial recognition are just a few of the fantastic uses of deep learning. For example, when you submit a photo of yourself and a buddy to Facebook, Facebook dynamically tags your colleague and proposes a name for you to use. To recognise a face, Facebook employs deep learning algorithms. Deep learning techniques comprehend spoken human languages and transform them to text. Deep learning, in tandem with IoT, might lead to a slew of game-changing advancements in the future. Monitoring cardiac rhythms, as well as glucose levels, may be challenging, and even those who are represented at medical institutions. Intermittent heart rate assessments cannot protect against sudden changes in vital signs, and standard techniques of heart rhythm surveillance used in hospitals require patients to be permanently attached to wired apparatus, limiting their mobility.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823489","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823489","Deep learning;automatic assistance;Data Acquisition;Data processing;Algorithm;Data Management;Interpretation;statistics;probabilities;data wrangling;imputation;supervised learning;classification;regression;clustering;Healthcare;Data protection;Security","Deep learning;Social networking (online);Heart beat;Face recognition;Surveillance;Neural networks;Transforms","","","","18","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"A review of Using Deep learning Applications in detecting Cancers at earlier stage","H. Khan; N. C. Sattaru; R. Ramachandran; G. R. Dhcekshana; S. Jeyalakshmi; K. Yadav","CSE, RCET, Bhilai; Aurora & PG College (Affiliated to OU), Hyderabad, Telangana; Anna University, Chennai, Tamilnadu, India; Department of Corporate Secretaryship, Psg College of Arts and Science Affiliated to Bharathiyar University; Department of Corporate Secretaryship, Psg College of Arts and Science Affiliated to Bharathiyar University; Department of Zoology, Dr. Ghanshyam Singh College of education, Varanasi, U.P., India",2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),"18 Jul 2022","2022","","","2239","2243","Let us begin with Machine learning (ML), which is a type of neural network (AI) that empowers software programmers to start increasing prediction without being done with full to do so. With today's data availability, machine learning techniques are being developed to improve performance and maintenance prediction. Increasing our knowledge of the relationship between humans and algorithms, because data is so valuable, improving strategies for intelligently having to manage the now-ubiquitous content infrastructures is a necessary part of the process toward completely autonomous agents. In a nutshell, deep learning is a subset of machine learning that solves problems that machine learning alone cannot. As numerous academics have proved, automation (ML) in Healthcare is becoming increasingly significant. ML is being used in applications like Electroencephalogram and tumor detection/analysis. Monitoring cardiac rhythms, as well as glucose levels, may be challenging, and even those who are represented at medical institutions. Intermittent heart rate assessments cannot protect against sudden changes in vital signs, and standard techniques of heart rhythm surveillance used in hospitals require patients to be permanently attached to wired apparatus, limiting their mobility.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823441","Deep learning;automatic assistance;Data Acquisition;Data processing;Algorithm;Data Management;Interpretation;statistics;probabilities;data wrangling;imputation;supervised learning;classification;regression;clustering;Internet of things;Health care;Data protection;Security","Deep learning;Machine learning algorithms;Hospitals;Heart beat;Surveillance;Software algorithms;Software","","","","20","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"’Ignore All and Accept My Resume’: The Impact of Prompt Injection in Automatic Resume Screening","L. Aminou; A. Daaif; M. Soulami; M. Youssfi","IIACS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; IIACS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; IIACS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; IIACS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco","2025 5th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","26 May 2025","2025","","","1","5","Users of generative AI models—such as ChatGPT, Claude, or any other model—are becoming familiar with prompt manipulation, contributing to the Prompt Engineering as an emerging technical field. Indeed, every new technology possesses a dual nature and can be able of being exploited for both beneficial and harmful purposes. The harmful aspect in the field of prompt engineering is known as Prompt Injection. The latter, which is a harmful practice used in different situations, involves manipulating AI systems by injecting malicious instructions. In the context of resume screening, job candidates often exploit this technique to manipulate the applicant tracking system (ATS) by inserting a harmful prompt into the resume to be approved. By examining recent studies, this review seeks to understand this new area of concern by examining the influence of prompt injection on resume screening. The topic is still general and not tailored to a specific use case, such as resume screening, owing to its novelty. Therefore, we provide an overview to shed light on how this could affect the quality of the hiring decisions.","","979-8-3315-3297-0","10.1109/IRASET64571.2025.11008146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11008146","Prompt Injection;Large Language Model;Prompt;ATS;resume;job candidate;resume screening","Sensitivity;Reviews;Large language models;Resumes;Organizations;Prompt engineering;Security;Protection;Recruitment;Investment","","","","24","IEEE","26 May 2025","","","IEEE","IEEE Conferences"
"Domain Knowledge Distillation from Large Language Model: An Empirical Study in the Autonomous Driving Domain","Y. Tang; A. A. B. Da Costa; X. Zhang; I. Patrick; S. Khastgir; P. Jennings","WMG, University of Warwick, Coventry, United Kingdom; WMG, University of Warwick, Coventry, United Kingdom; WMG, University of Warwick, Coventry, United Kingdom; WMG, University of Warwick, Coventry, United Kingdom; WMG, University of Warwick, Coventry, United Kingdom; WMG, University of Warwick, Coventry, United Kingdom",2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),"13 Feb 2024","2023","","","3893","3900","Engineering knowledge-based (or expert) systems require extensive manual effort and domain knowledge. As Large Language Models (LLMs) are trained using an enormous amount of cross-domain knowledge, it becomes possible to automate such engineering processes. This paper presents an empirical automation and semi-automation framework for domain knowledge distillation using prompt engineering and the LLM ChatGPT. We assess the framework empirically in the autonomous driving domain and present our key observations. In our implementation, we construct the domain knowledge ontology by “chatting” with ChatGPT. The key finding is that while fully automated domain ontology construction is possible, human supervision and early intervention typically improve efficiency and output quality as they lessen the effects of response randomness and the butterfly effect. We, therefore, also develop a web-based distillation assistant enabling supervision and flexible intervention at runtime. We hope our findings and tools could inspire future research toward revolutionizing the engineering of knowledge-based systems across application domains.","2153-0017","979-8-3503-9946-2","10.1109/ITSC57777.2023.10422308","UKRI(grant numbers:MR/S035176/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10422308","large language model;domain ontology distillation;autonomous driving","Knowledge engineering;Runtime;Manuals;Ontologies;Chatbots;Autonomous vehicles;Intelligent transportation systems","","13","","28","IEEE","13 Feb 2024","","","IEEE","IEEE Conferences"
"Large Language Model Based Multi-Objective Optimization for Integrated Sensing and Communications in UAV Networks","H. Li; M. Xiao; K. Wang; D. I. Kim; M. Debbah","Division of Information Science and Engineering, KTH Royal Institute of Technology, Stockholm, Sweden; Division of Information Science and Engineering, KTH Royal Institute of Technology, Stockholm, Sweden; Department of Computer Science, Brunel University of London, Uxbridge, U.K.; Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea; Department of Computer and Information Engineering, KU 6G Research Center, Khalifa University, Abu Dhabi, UAE",IEEE Wireless Communications Letters,"10 Apr 2025","2025","14","4","979","983","This letter investigates an un-crewed aerial vehicle (UAV) network with integrated sensing and communication (ISAC) systems, where multiple UAVs simultaneously sense the locations of ground users with radars and provide communication services. To find the trade-off between communication and sensing (C&S) in the system, we formulate a multi-objective optimization problem (MOP) to maximize the total network utility and the localization Cramér-Rao bounds (CRB) of ground users, which jointly optimizes the deployment and power control of UAVs. Inspired by the huge potential of large language models (LLM) for prediction and inference, we propose an LLM-enabled decomposition-based multi-objective evolutionary algorithm (LEDMA) for solving the highly non-convex MOP. We first adopt a decomposition-based scheme to decompose the MOP into a series of optimization sub-problems. We second integrate LLMs as black-box search operators with MOP-specifically designed prompt engineering into the framework of MOEA to solve optimization sub-problems simultaneously. Numerical results demonstrate that the proposed LEDMA can find the clear trade-off between C&S and outperforms baseline MOEAs in terms of obtained Pareto fronts and convergence.","2162-2345","","10.1109/LWC.2025.3529082","Horizon Europe MSCA Project “Secured and Intelligent Massive Machine-to-Machine Communication for 6G (SCION);”; “Autonomous Vehicular Edge Computing and Networking for Intelligent Transportation (ASCENT);” in part by the Horizon Europe COVER Project(grant numbers:101086228); UK Research and Innovation(grant numbers:EP/Y028031/1); Royal Society Industry Fellow Scheme(grant numbers:IF-R2-23200104); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10839306","Integrated sensing and communications;multi-objective optimization;large language model","Autonomous aerial vehicles;Optimization;Integrated sensing and communication;Vectors;Radar cross-sections;Power control;Evolutionary computation;Air to ground communication;Sorting;Signal to noise ratio","","4","","13","IEEE","13 Jan 2025","","","IEEE","IEEE Journals"
"PromptCoT: Align Prompt Distribution via Adapted Chain-of-Thought","J. Yao; Y. Liu; Z. Dong; M. Guo; H. Hu; K. Keutzer; L. Du; D. Zhou; S. Zhang","Peking University; Nanjing University; University of California, Berkeley; Stanford University; Peking University; University of California, Berkeley; Nanjing University; Bytedance; Peking University",2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"16 Sep 2024","2024","","","7027","7037","Diffusion-based generative models have exhibited remarkable capability in the production of high-fidelity visual content such as images and videos. However, their performance is significantly contingent upon the quality of textual inputs, commonly referred to as ‘'prompts'. The process of traditional prompt engineering necessitates empirical exper-tise and poses challenges for inexperienced users. In this paper, we introduce PromptCoT, an innovative enhancer that autonomously refines prompts for users. PromptCoT is designed based on the observation that prompts, which re-semble the textual information of high-quality images during training, lead to superior generation performance. Therefore, we fine-tune the Large Language Models (LLM) using a curated text dataset that comprises descriptions of high-quality visual content. Consequently, the LLM can capture the distribution of high-quality texts, enabling it to boost the original texts. Nonetheless, one drawback of LLMs is their tendency to generate irrelevant information. We employ a tailored Chain-of-Thought (CoT) mechanism to address the problem. Our CoT can extract and amalgamate crucial information from the prompt candidates, enabling a reasonable process based on the contextual cues to produce a more comprehensive and nuanced output. Considering computational efficiency, instead of allocating a dedicated LLM to each individual model or dataset, we integrate adapters that facil-itate task-specific adaptation, leveraging a shared LLM as the foundation for this process. With independent fine-tuning of adapters, we can adapt PromptCoT to new datasets while minimally increasing training costs and memory usage. We evaluate the effectiveness of PromptCoT by assessing on widely-used latent diffusion models for visual generation. The results demonstrate significant improvements in key performance metrics.","2575-7075","979-8-3503-5300-6","10.1109/CVPR52733.2024.00671","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10656469","","Training;Adaptation models;Visualization;Computational modeling;Large language models;Semantics;Text to image","","2","","58","IEEE","16 Sep 2024","","","IEEE","IEEE Conferences"
"A Foundation Model Approach to Detect Machine Generated Text","J. Pan","Home Team Science and Technology Agency, Singapore",TENCON 2023 - 2023 IEEE Region 10 Conference (TENCON),"22 Nov 2023","2023","","","405","408","Large Language Models with autoregression generative capabilities like ChatGPT have garnered lots of attention from its launch. However, the cyber security community is also wary of the threats that it poses with cybercriminal and cyber security threat related activities. It could generate highly deceptive phishing and social engineering attacks that could evade human detection and render existing phishing or social engineering detection tools useless. Inspired by the approach used to develop Foundation Model that resulted with amazing capabilities from the contemporary model constructs like ChatGPT, our research endeavour demonstrates a model construct developed using Foundation model approach could yield potential as defensive tool to detect GPT generated text. Preliminary evaluation results show promising results.","2159-3450","979-8-3503-0219-6","10.1109/TENCON58879.2023.10322333","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10322333","Foundation Model;Machine Generated Text Detector;Transformer","Phishing;Chatbots;Computer crime;IEEE Regions","","","","10","IEEE","22 Nov 2023","","","IEEE","IEEE Conferences"
"BERT-PhishFinder: A Robust Model for Accurate Phishing URL Detection With Optimized DistilBERT","A. Aljofey; S. A. Bello; J. Lu; C. Xu","Shenzhen Key Laboratory of Advanced Machine Learning and Applications, College of Mathematics and Statistics, Shenzhen University, Shenzhen, China; Shenzhen Key Laboratory of Advanced Machine Learning and Applications, College of Mathematics and Statistics, Shenzhen University, Shenzhen, China; Shenzhen Key Laboratory of Advanced Machine Learning and Applications, College of Mathematics and Statistics, Shenzhen University, Shenzhen, China; Shenzhen Key Laboratory of Advanced Machine Learning and Applications, College of Mathematics and Statistics, Shenzhen University, Shenzhen, China",IEEE Transactions on Dependable and Secure Computing,"10 Jul 2025","2025","22","4","4315","4329","Phishing URL detection has become a critical challenge in cybersecurity, with existing methods often struggling to maintain high accuracy while generalizing across diverse datasets. In this article, we introduce BERT-PhishFinder, a novel and efficient transformer-based model designed to tackle this problem. While most traditional approaches rely heavily on lexical features or complex convolutional architectures, BERT-PhishFinder leverages the power of DistilBERT, a lightweight yet highly effective transformer, to capture rich contextual representations of URL sequences. To enhance the model’s robustness and reduce overfitting, we strategically incorporate SpatialDropout1D in the embedding layers, along with global average pooling and global max pooling techniques to extract both comprehensive and key discriminative features. The pooled representations are thoughtfully concatenated to form a comprehensive feature representation. Through this carefully crafted design, our model adopts ensemble learning, as it undergoes multiple parallel dense layers, each with distinct parameters and dropout regularization. This facilitates learning diverse patterns and features from the input URL sequence, culminating in exceptional phishing URL detection performance. Extensive evaluations against conventional deep learning algorithms, transformer models (XLNet, RoBERTa, ALBERT), and other existing methods on five benchmark datasets show that BERT-PhishFinder not only achieves the state of-the-art real phishing URL detection but also accomplishes this with reduced label dependency.","1941-0018","","10.1109/TDSC.2025.3545771","National Natural Science Foundation of China(grant numbers:62372302,U21A20455,12326619); Natural Science Foundation of Guangdong Province of China(grant numbers:2024A1515011913,2023A1515011691); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10904020","Cyber security;phishing URL detection;deep learning;transformers;DistilBERT","Phishing;Uniform resource locators;Feature extraction;Transformers;Accuracy;Convolutional neural networks;Machine learning;Encoding;Deep learning;Computational modeling","","","","42","IEEE","25 Feb 2025","","","IEEE","IEEE Journals"
