"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Smart grid critical information infrasructure protection through multi-agency","S. Menete; A. Mavee; E. M. Ehlers; W. S. Leung","Academy of Computer Science and Software Engineering, University of Johannesburg, Johannesburg, South Africa; Academy of Computer Science and Software Engineering, University of Johannesburg, Johannesburg, South Africa; Academy of Computer Science and Software Engineering, University of Johannesburg, Johannesburg, South Africa; Academy of Computer Science and Software Engineering, University of Johannesburg, Johannesburg, South Africa",2017 Computing Conference,"11 Jan 2018","2017","","","461","468","Information systems are increasingly being used to help manage critical information infrastructures as they evolve in complexity. The Smart grid is such an example that highly depends on a networked critical information infrastructure that is able to continue to operate resiliently despite coming under attack from security events. The research paper proposes the development of a multi-agent based security model aimed at maintaining the operational stability of the different nodes found in a Smart grid network. The approach leverages the nature of software agents in order to closely monitor the security states of each main network node. A prototype of the model was implemented and deployed in a Smart grid simulation environment, demonstrating the effectiveness of using multi-agents in an active monitoring role to protect critical information infrastructure.","","978-1-5090-5443-5","10.1109/SAI.2017.8252138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8252138","smart grid;multi-agent systems;critical information infrastructure;agent-based simulation","Smart grids;Security;Power generation;Monitoring;Information systems;Power system stability;Software agents","","1","","17","IEEE","11 Jan 2018","","","IEEE","IEEE Conferences"
"Chinese Generation and Security Index Evaluation Based on Large Language Model","Y. Zhang; Y. Gao; W. Li; Z. Su; L. Yang","School of Numerical Industry, Inner Mongolia University of Science and Technology, Baotou, China; School of Numerical Industry, Inner Mongolia University of Science and Technology, Baotou, China; School of Numerical Industry, Inner Mongolia University of Science and Technology, Baotou, China; School of Numerical Industry, Inner Mongolia University of Science and Technology, Baotou, China; School of Numerical Industry, Inner Mongolia University of Science and Technology, Baotou, China",2024 International Conference on Asian Language Processing (IALP),"10 Sep 2024","2024","","","151","161","This study investigates the performance and security indicators of mainstream large language models in Chinese generation tasks. It explores potential security risks associated with these models and offers suggestions for improvement. The study utilizes publicly available datasets to assess Chinese language generation tasks, develops datasets and multidimensional security rating standards for security task evaluations, compares the performance of three models across 5 Chinese tasks and 6 security tasks, and conducts Pearson correlation analysis using GPT-4 and questionnaire surveys. Furthermore, the study implements automatic scoring based on GPT-3.5-Turbe. The experimental findings indicate that the models excel in Chinese language generation tasks. ERNIE Bot outperforms in the evaluation of ideology and ethics, ChatGPT excels in rumor and falsehood and privacy security assessments, and Claude performs well in assessing factual fallacy and social prejudice. The fine-tuned model demonstrates high accuracy in security tasks, yet all models exhibit security vulnerabilities. Integration into the prompt project proves to be effective in mitigating security risks. It is recommended that both domestic and foreign models adhere to the legal frameworks of each country, reduce AI hallucinations, continuously expand corpora, and update iterations accordingly.","2159-1970","979-8-3315-4085-2","10.1109/IALP63756.2024.10661189","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10661189","Safety Assessment;Chinese Generation;AI Hallucination;Automatic Scoring;Large Language Model","Surveys;Privacy;Ethics;Law;Large language models;Chatbots;Safety","","2","","36","IEEE","10 Sep 2024","","","IEEE","IEEE Conferences"
"Character-level Adversarial Attacks Evaluation for AraBERT’s","S. Nakhleh; M. Qasaimeh; A. Qasaimeh","Faculty of Computer and Information Technology, Jordan University of Science and Technology; Faculty of Computer and Information Technology, Jordan University of Science and Technology; King Talal School of Business Technology, Princess Sumaya University for Technology",2024 15th International Conference on Information and Communication Systems (ICICS),"22 Aug 2024","2024","","","1","6","Research has demonstrated the continuous growth of Large Language Models (LLMs) to adversarial attacks, which involve the crafted input samples that can deceive even well-performing models. Minor perturbations to the inputs can lead these models to make incorrect predictions. This vulnerability has been identified in various domains, including computer vision, speech recognition, and natural language processing (NLP). This study investigates the robustness of AraBERT LLMs against char-level Black-Box attacks induced by spelling errors. Employing the Chain-of-Thought prompting technique, we generate adversarial samples to assess the resilience of a fine-tuned AraBERT model and AraBERT v2.0 LLM. Results indicate greater robustness for the fine-tuned model, with a 12% accuracy decrease under the replacement attack. Moreover, longer adversarial samples exhibit increased resilience, with only a 2% accuracy decrease observed in such instances. Conversely, AraBERT v2.0 LLM displays the lowest robustness, experiencing a significant 46% accuracy decrease when subjected to the replacement attack.","2573-3346","979-8-3315-4076-0","10.1109/ICICS63486.2024.10638315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10638315","Adversarial attack;Black-Box attack;AraBERT;CoT prompt;Arabic LLM security","Accuracy;Computational modeling;Perturbation methods;Large language models;Speech recognition;Predictive models;Robustness","","2","","20","IEEE","22 Aug 2024","","","IEEE","IEEE Conferences"
"Integrating IoT, Blockchain, and Vision Transformers for Enhanced Security and Efficiency in Smart Home and Healthcare Systems","S. Jan; T. A. Syed; S. S. Alqahtany; S. Iqbal; I. Khan; S. Musa","Faculty of Computer Studies, Arab Open University, A'Ali, Kingdom of Bahrain; Faculty of Computer and Information System, Islamic University Madinah, Madinah, Saudi Arabia; Faculty of Computer and Information System, Islamic University Madinah, Madinah, Saudi Arabia; Department of Information Technology, Alburaimi University College, Alburaimi, Oman; Department of Information Technology, Alburaimi University College, Alburaimi, Oman; Malaysian Institute of Information Technology, Universiti Kuala Lumpur, Kuala Lumpur, Malaysia",2025 4th International Conference on Computing and Information Technology (ICCIT),"21 May 2025","2025","","","145","159","Internet of Things (IoT) and cloud computing have revolutionized various realms including healthcare, education, industries and businesses. Wearable health monitors, smart medical equipment continuously collect patients data that are sent to cloud computing that possess powerful analytical tools facilitating individuals and healthcare units in terms of personalized treatment, proactive real-time health management, remote patient monitoring. For an efficient processing, edge computing satiated in terms of analysis however this decentralized nature, edge computing is significantly targeted and exposed to security threats and cyber attacks due to inhibition of vulnerabilities and breaches in the IoT devices. This research study focuses on enhancing strengths of edge computing to insure the reliability and integrity of data by utilizing the Blockchain infrastructure. This research also utilizes the transformer models to identify the real and fake data that fosters trust in edge computing technologies.","","979-8-3503-5383-9","10.1109/ICCIT63348.2025.10989395","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10989395","Edge computing;IoT;Security;Blockchain;Transformers Model;Attention Mechanism","Computer vision;Computational modeling;Data security;Medical services;Smart homes;Transformers;Threat assessment;Blockchains;Internet of Things;Edge computing","","","","66","IEEE","21 May 2025","","","IEEE","IEEE Conferences"
"Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction","Z. Bao; Y. Ji; W. Wu; X. Chen; L. He","School of Computer Science and Technology, East China Normal University, Shanghai, China; School of Electronic and Electrical Engineering, Shanghai University of Engineering Science, Shanghai, China; School of Computer Science and Technology, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Mental Health and Psychological Crisis Intervention, Shanghai, China; School of Computer Science and Technology, East China Normal University, Shanghai, China","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","7 Mar 2025","2025","","","1","5","The increasing focus on value alignment in Large Language Models (LLMs) underscores the need to ensure alignment with human morals and avoid biased or harmful outputs. However, LLMs aligned using existing methods are still easily affected by adversarial prompt attacks. Inspired by psychology, this paper introduces a Supervisor Alignment framework, which innovatively incorporates a query-ignoring strategy. This strategy ensures that the supervisor does not receive user queries, preventing it from being influenced by potential adversarial prompts. Meanwhile, the study compares the efficacy of a single supervisor versus a team of supervisors in value alignment tasks. While our designed single-agent supervisor approach utilizes a standalone agent or integrates with Retrieval-Augmented Generation (RAG) techniques, the team approach we proposed emphasizes multi-agent collaboration through voting, cooperation, and debate strategies. Extensive experiments demonstrate that the Supervisor Alignment framework we designed, incorporating the query-ignoring strategy and multi-agent collaboration, effectively defends against adversarial prompts and enhances its performance in value alignment tasks.","2379-190X","979-8-3503-6874-1","10.1109/ICASSP49660.2025.10890479","National Natural Science Foundation of China; Natural Science Foundation of Shanghai; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10890479","Large Language Model;AI Alignment;Adversarial prompts;Security","Ethics;Large language models;Retrieval augmented generation;Collaboration;Psychology;Signal processing;Acoustics;Speech processing;Protection","","","","23","IEEE","7 Mar 2025","","","IEEE","IEEE Conferences"
"DMPC-Based Coordinated Voltage Control for Integrated Hybrid Energy System","Z. Zhang; D. Yue; C. -X. Dou","Institute of Advanced Technology, Nanjing University of Posts and Telecommunications, Nanjing, China; Institute of Advanced Technology, Nanjing University of Posts and Telecommunications, Nanjing, China; Institute of Advanced Technology, Nanjing University of Posts and Telecommunications, Nanjing, China",IEEE Transactions on Industrial Informatics,"12 Jul 2021","2021","17","10","6786","6797","High penetration and fluctuation of renewable energy resources are threatening the voltage security of the integrated hybrid energy system (IHES). This article focuses on providing a fully distributed method to ensure the voltage security and information privacy of the IHES. First, a multiagent system based control scheme is presented, in which the upper level agent is responsible for the voltage security of the whole system, and the local dynamic performance of each distributed energy resource (DER) unit is formulated in the lower level unit agent. Second, a distributed model predictive control (DMPC) based coordinated voltage control method is proposed, by which only partial information exchange is needed in the interaction. Furthermore, the diverse requirements on voltage quality of each microgrid in the IHES are considered in this article and it provides a novel paradigm in this field compared with the traditional methods. To study the stability of the resultant DMPC, the Nash equilibrium is achieved and theoretically proved to ensure the convergence of the proposed method. Finally, the validity of the proposed method is verified by virtue of the simulation and experimental test results.","1941-0050","","10.1109/TII.2020.3046633","National Key Research and Development Program Project on Key Scientific Issues of Transformative Technology(grant numbers:2018YFA0702202,2018YFA0702201); Jiangsu Province Leading Technology Foundation Research Project(grant numbers:BK20202011); National Natural Science Foundation of China(grant numbers:61833008); Jiangsu Provincial Key Research and Development Program(grant numbers:BE2020001-4); Postgraduate Research and Practice Innovation Program of Jiangsu Province(grant numbers:KYCX20_0756); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302871","Distributed model predictive control (DMPC);integrated hybrid energy system (IHES);multiagent system (MAS);Nash equilibrium;voltage security and information privacy","Voltage control;Monitoring;Microgrids;Sensitivity;Security;Reactive power;Privacy","","24","","29","IEEE","22 Dec 2020","","","IEEE","IEEE Journals"
"PGrid-Align: An Efficient Fine-tuning Method for Large-scale Language Models via Sparse Power Grid Operations Data","H. Wu; F. Mei; Z. Fang; J. Zhang; W. Zhang; S. Pan","Dispatching And Monitoring Center, State Grid Zhejiang Electric Power Corporation Information & Telecommunication Branch, Hangzhou, China; Dispatching And Monitoring Center, State Grid Zhejiang Electric Power Corporation Information & Telecommunication Branch, Hangzhou, China; Dispatching And Monitoring Center, State Grid Zhejiang Electric Power Corporation Information & Telecommunication Branch, Hangzhou, China; Dispatching And Monitoring Center, State Grid Zhejiang Electric Power Corporation Information & Telecommunication Branch, Hangzhou, China; Dispatching And Monitoring Center, State Grid Zhejiang Electric Power Corporation Information & Telecommunication Branch, Hangzhou, China; New Technology Research Center, State Grid Zhejiang Electric Power Corporation Information & Telecommunication Branch, Hangzhou, China",2025 IEEE 11th Conference on Big Data Security on Cloud (BigDataSecurity),"21 May 2025","2025","","","133","138","With the development of power grid operations, the need for advanced natural language processing (NLP) techniques to analyze and manage vast amounts of data has become increasingly critical. However, the sparsity and complexity of power grid operations data pose challenges for general large- scale language models (LLMs) to effectively perform analysis tasks. Additionally, the general LLMs, which lack of professional knowledge in the power grid operations domain, produce highly irregular and ineffective solutions. To address these challenges, this paper proposes an efficient fine-tuning method PGrid-Align, which contains two stages. In stage one, the pre-processing method based on prompt engineering is introduced to handle sparse professional data. This method uses prompts with classification identifiers to summarize and organize sparse power grid operations data, helping general LLMs understand the special data structure and complete analysis tasks. In stage two, an efficient fine-tuning method for power grid data is introduced. This method references the classification identifiers from stage one and performs knowledge-level QLoRA fine-tuning on the LLM, improving its logical alignment. To demonstrate the effectiveness of PGrid-Align, this paper designs analysis tasks using sparse power grid operations data. The experiment results show that LLMs fine-tuned with PGrid-Align can complete the analysis tasks in a standardized manner and high accuracy, reflecting its effectiveness and potential for real-world power grid applications.","","979-8-3315-9510-4","10.1109/BigDataSecurity66063.2025.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11006774","Alignment;Large-scale Language Model;Fine- tuning;Power Grid Operations;Prompt Engineering","Training;Accuracy;Semantics;Power grids;Data models;Natural language processing;Safety;Prompt engineering;Security;Tuning","","","","23","IEEE","21 May 2025","","","IEEE","IEEE Conferences"
"Weapon Detection Using Genai and Yolo","S. S; S. S; R. R; B. G","Computer Science and Engineering St. Joseph's college of Engineering, Chennai, India; Computer Science and Engineering St. Joseph's college of Engineering, Chennai, India; Computer Science and Engineering St. Joseph's college of Engineering, Chennai, India; Computer Science and Engineering St. Joseph's college of Engineering, Chennai, India","2024 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","12 Mar 2025","2024","","","1","7","In order to improve real-time weapon identification, we recommend integrating the You Only Look Once (YOLO) series algorithms with Generative AI (GenAl). It uses the capabilities of GenAl to generate and improve image datasets, which are necessary for training comparable, precise models. Because of these progressive principles, YOLO can quickly and accurately identify weapons in these environments. Since the method combines the global generation features of GenAl with the regional detection efficacy in YOLO, it improves detection rates and reduces false discoveries. Also, enhancing the dependability of monitoring systems in the most susceptible areas (e.g., airports, schools, public areas), this collaboration facilitates the faster assessment and management of the threat level. The integration of both technologies would be a significant and forward-thinking step in public safety and security.","","979-8-3315-4362-4","10.1109/ICSES63760.2024.10910535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10910535","Generative AI;YOLO;weapon detection;real-time surveillance;security systems;image datasets;object detection;threat management","YOLO;Training;Generative AI;Weapons;Surveillance;Real-time systems;Threat assessment;Public security;Security;Time factors","","","","19","IEEE","12 Mar 2025","","","IEEE","IEEE Conferences"
"Enhancing Iot Intrusion Detection With Transformer-Based Network Traffic Classification","S. AboulEla; R. Kashef","Electrical, Computer and Biomedical Engineering, Toronto Metropolitan University, Toronto, Canada; Electrical, Computer and Biomedical Engineering, Toronto Metropolitan University, Toronto, Canada",2025 IEEE International systems Conference (SysCon),"30 May 2025","2025","","","1","8","The fast rise of cyber threats has exposed flaws in traditional intrusion detection systems (IDS), particularly in the Internet of Things (IoT) context. Large language models (LLMs) and other deep learning techniques provide sophisticated skills for recognizing intricate attack patterns, which can enhance IDS capabilities. Using two benchmark datasets, we conducted a comparative analysis of IoT network intrusion detection using encoder-based Transformer models and two baseline deep learning models. Experiments on the NF-BoT-IoT and NF-ToN-IoT datasets showed that the evaluated transformer models (BERT-tiny, Electrasmall, and DistilBERT) performed well in binary and multi-class classification tasks. By utilizing self-attention mechanisms, these models surpass the baseline models in capturing crucial context. According to our experiments, the best binary classification accuracies were 99.38 % and 99.98 % for the NF-BoT-IoT and NF-ToN-IoT datasets, respectively. In multi-class classification, DistilBERT achieved the highest accuracy (84.35 %) on the NF-BoT-IoT dataset, whereas BERT-tiny achieved the highest accuracy ($\mathbf{7 2. 7 \%}$) on the NF-ToN-IoT dataset. For the Baseline models, multi-layer perceptron (MLP) demonstrated competitive binary classification performance with low processing costs, whereas long short term memory (LSTM) struggled with multiclass classification, highlighting Transformer models' superiority for high-dimensional, multi-class data. Our findings validate Transformer models' suitability for sophisticated intrusion detection systems, providing significant improvements in detection accuracy and overall efficiency across complicated attack scenarios in IoT networks.","2472-9647","979-8-3315-0818-0","10.1109/SysCon64521.2025.11014861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014861","Network Security;Intrusion Detection;Deep Learning;Language Models","Deep learning;Analytical models;Accuracy;Telecommunication traffic;Network security;Transformers;Pattern recognition;Internet of Things;Long short term memory;Context modeling","","1","","28","IEEE","30 May 2025","","","IEEE","IEEE Conferences"
"LLM-Powered AI Agent Systems and Their Applications in Industry","G. Liang; Q. Tong","NA; Computer Science Department, UNC Greensboro, NC",2025 IEEE World AI IoT Congress (AIIoT),"12 Aug 2025","2025","","","0463","0471","The emergence of Large Language Models (LLMs) has reshaped agent systems. Unlike traditional rule-based agents with limited task scope, LLM-powered agents offer greater flexibility, cross-domain reasoning, and natural language interaction. Moreover, with the integration of multi-modal LLMs, current agent systems are highly capable of processing diverse data modalities, including text, images, audio, and structured tabular data, enabling richer and more adaptive real-world behavior. This paper comprehensively examines the evolution of agent systems from the pre-LLM era to current LLM-powered architectures. We categorize agent systems into software-based, physical, and adaptive hybrid systems, highlighting applications across customer service, software development, manufacturing automation, personalized education, financial trading, and healthcare. We further discuss the primary challenges posed by LLM-powered agents, including high inference latency, output uncertainty, lack of evaluation metrics, and security vulnerabilities, and propose potential solutions to mitigate these concerns.","","979-8-3315-2508-8","10.1109/AIIoT65859.2025.11105299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105299","AI Agent;LLMs","Measurement;Industries;Uncertainty;Adaptive systems;Computer architecture;Security;Reliability;Intelligent agents;Next generation networking;Software development management","","","","122","IEEE","12 Aug 2025","","","IEEE","IEEE Conferences"
