"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reimagining Enterprise Data Management using Generative Artificial Intelligence","S. Varma; S. Shivam; B. Ray; S. Biswas","ZS Associates, Pune, India; IEEE Computer Society; ZS Associates, Pune, India; ZS Associates, Pune, India",2024 11th IEEE Swiss Conference on Data Science (SDS),"18 Sep 2024","2024","","","107","114","Enterprise Data Management (EDM) is a comprehensive approach encompassing data acquisition, profiling, standardization, quality assurance, and transformation, along with governance, to optimize the lifecycle of an organization’s data assets and facilitate meaningful analysis. The recent rise of Large Language Models (LLMs) and Generative Artificial Intelligence has fundamentally transformed data-related tasks. In this study, we delve into the integration of LLMs and Generative AI within EDM, proposing a collaborative approach that incorporates human input for computationally intensive processes. Our proposed pipeline strategically utilizes advanced Large Language Models to tackle challenges at each stage of the Enterprise Data Management process, significantly enhancing overall efficiency. Through the implementation of a case study in the pharmaceutical domain, we replicate conventional steps taken before creating business reports to enhance sales strategies, demonstrating that the proposed pipeline significantly reduces the time needed for the entire EDM process. Additionally, a comparison between various Open Source LLM models and OpenAI GPT-3.5 reveals GPT-3.5’s superior performance in code generation tasks, especially in scenarios requiring complex query generation. The proposed pipeline demonstrated satisfactory performance across various stages, including tasks such as source-totarget identification and primary key identification, as well as in other phases. The study concludes that the proposed pipeline, utilizing LLMs and Generative AI models, holds promising potential for optimizing and transforming data management workflows, providing efficient and effective solutions for organizations.","2835-3420","979-8-3503-0929-4","10.1109/SDS60720.2024.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10675953","Generative Artificial Intelligence;Enterprise Data Management;Large Language Models;Pharmaceutical Data","Quality assurance;Generative AI;Large language models;Pipelines;Standards organizations;Standardization;Organizations","","","","13","IEEE","18 Sep 2024","","","IEEE","IEEE Conferences"
"Large Language Models in Wearable Devices: Applications, Challenges, and Future Directions","P. Arava; A. Singh; A. Ehtesham; S. Kumar","Department of Computer Science, Cleveland State University, USA; Department of Computer Science, Cleveland State University, USA; Kent State University, USA; Northeastern University, USA",2025 IEEE World AI IoT Congress (AIIoT),"12 Aug 2025","2025","","","1003","1009","The intersection of wearable technology and Large Language Models (LLMs) is enabling new possibilities in health monitoring, fitness coaching, gesture control, and personalized care. This survey presents a comprehensive overview of current research efforts that integrate LLMs with wearable systems to analyze wearable data—including motion sensors, biosignals, and vital signs—to generate personalized insights within wearable platforms such as smartwatches, neural interfaces, and fitness ecosystems. We examine state-of-the-art methods that reflect these trends, focusing on system design, data modalities, and human–AI interaction mechanisms. Key use cases, model architectures, sensor integrations, and application scenarios are reviewed. We also discuss challenges related to privacy, real-time processing, personalization, and the feasibility of on-device inference.","","979-8-3315-2508-8","10.1109/AIIoT65859.2025.11105286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105286","","Surveys;Privacy;Large language models;Natural languages;Transforms;Real-time systems;Biomedical monitoring;Wearable devices;Monitoring;System analysis and design","","","","26","IEEE","12 Aug 2025","","","IEEE","IEEE Conferences"
"Prompt-Based Generation Strategy for Imbalanced Information Security Rating Dataset Augmentation","Y. Han; S. Shim; D. K. Gajulamandyam; H. Chang","Dept. of Security Convergence, Graduate School, Chung-Ang University, Seoul, South Korea; Dept. of Applied Data Science, San Jose State University, San Jose, CA, United States; Dept. of Applied Data Science, San Jose State University, San Jose, CA, United States; Dept. of Industrial Security, Chung-Ang University, Seoul, South Korea",2024 International Conference on AI x Data and Knowledge Engineering (AIxDKE),"16 May 2025","2024","","","117","122","As information leakage due to internal and external threats continues to escalate in the era of technological dominance, safeguarding confidential information managed by companies and organizations has become a critical issue across industries. Information security rating involves evaluating the sensitivity of information by identifying key details within it, typically following decision-making processes to classify data as either confidential or public. While existing research on security rating has primarily focused on advancing training models, there has been limited attention to addressing the issue of imbalanced secret data, which can lead to overfitting. To mitigate this issue, this paper proposes a prompt-based technique to augment the minority “Secret” class, specifically for the WikiLeaks dataset. The proposed methodology consists of three phases: first, enhancing state-of-the-art augmentation prompts with additional constraints; second, tuning few-shot generation prompts using a sliding-window approach centered on the frequency-weighted median to generate augmented data that aligns with the distribution of the training dataset; and third, training a fine-tuned large language model using Llama 3.1 8B with LoRA to perform security rating on the augmented data. Experimental results demonstrate that the proposed methodology yields incremental improvements, achieving 98% accuracy with one-shot generation and 99% accuracy with few-shot generation. To the best of our knowledge, this paper contributes by being the first study to generate highquality “Secret” data for the domain-specific task of information security rating and enhances security rating performance by introducing our proposed augmentation method. In future work, we aim to further optimize the fine-tuning of large language models to apply security rating data for real-world scenarios.","2831-7203","979-8-3315-1704-5","10.1109/AIxDKE63520.2024.00029","Ministry of Science, ICT, Korea(grant numbers:2024-00425650); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10990101","information security rating;few-shot generation;imbalanced data augmentation;data classification using LLMs","Training;Knowledge engineering;Accuracy;Sensitivity;Large language models;Information security;Information leakage;Data models;Tuning;Overfitting","","","","11","IEEE","16 May 2025","","","IEEE","IEEE Conferences"
"Detection and Defense Against Prominent Attacks on Preconditioned LLM-Integrated Virtual Assistants","C. F. Chan; D. W. Yip; A. Esmradi","Logistic and Supply Chain MultiTech R&D Centre (LSCM), Hong Kong; Logistic and Supply Chain MultiTech R&D Centre (LSCM), Hong Kong; Logistic and Supply Chain MultiTech R&D Centre (LSCM), Hong Kong",2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),"5 Apr 2024","2023","","","1","5","The emergence of LLM (Large Language Model)-integrated virtual assistants has brought about a rapid transformation in communication dynamics. During virtual assistant development, some developers prefer to leverage the system message, also known as an initial prompt or custom prompt, for preconditioning purposes. However, it is important to recognize that an excessive reliance on this functionality raises the risk of manipulation by malicious actors who can exploit it with carefully crafted prompts. Such malicious manipulation poses a significant threat, potentially compromising the accuracy and reliability of the virtual assistant's responses. Consequently, safeguarding the virtual assistants with detection and defense mechanisms becomes of paramount importance to ensure their safety and integrity. In this study, we explored three detection and defense mechanisms aimed at countering attacks that target the system message. These mechanisms include inserting a reference key, utilizing an LLM evaluator, and implementing a Self-Reminder. To showcase the efficacy of these mechanisms, they were tested against prominent attack techniques. Our findings demonstrate that the investigated mechanisms are capable of accurately identifying and counteracting the attacks. The effectiveness of these mechanisms underscores their potential in safeguarding the integrity and reliability of virtual assistants, reinforcing the importance of their implementation in real-world scenarios. By prioritizing the security of virtual assistants, organizations can maintain user trust, preserve the integrity of the application, and uphold the high standards expected in this era of transformative technologies.","","979-8-3503-4107-2","10.1109/CSDE59766.2023.10487759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10487759","Large Language Models;Preconditioning;Cyber Security","Virtual assistants;Standards organizations;Finance;Organizations;Medical services;Data engineering;Data models","","3","","20","IEEE","5 Apr 2024","","","IEEE","IEEE Conferences"
"NetBench: A Large-Scale and Comprehensive Network Traffic Benchmark Dataset for Foundation Models","C. Qian; X. Li; Q. Wang; G. Zhou; H. Shao","Department of Computer Science, William & Mary; Department of Computer Science, William & Mary; NA; Department of Computer Science, William & Mary; Department of Computer Science, William & Mary",2024 IEEE International Workshop on Foundation Models for Cyber-Physical Systems & Internet of Things (FMSys),"15 Jul 2024","2024","","","20","25","In computer networking, network traffic refers to the amount of data transmitted in the form of packets between internetworked computers or Cyber- Physical Systems. Monitoring and analyzing network traffic is crucial for ensuring the performance, security, and reliability of a network. However, a significant challenge in network traffic analysis is to process diverse data packets including both ciphertext and plaintext. While many methods have been adopted to analyze network traffic, they often rely on different datasets for performance evaluation. This inconsistency results in substantial manual data processing efforts and unfair comparisons. Moreover, some data processing methods may cause data leakage due to improper separation of training and testing data. To address these issues, we introduce the NetBench, a large-scale and comprehensive bench-mark dataset for assessing machine learning models, especially foundation models, in both network traffic classification and generation tasks. NetBench is built upon seven publicly available datasets and encompasses a broad spectrum of 20 tasks, including 15 classification tasks and 5 generation tasks. Furthermore, we evaluate eight State-Of-The-Art (SOTA) classification models (including two foundation models) and two generative models using our benchmark. The results show that foundation models significantly outperform the traditional deep learning methods in traffic classification. We believe NetBench will facilitate fair comparisons among various approaches and advance the development of foundation models for network traffic. Our benchmark is available at https://github.com/WM-JayLab/NetBench.","","979-8-3503-6345-6","10.1109/FMSys62467.2024.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10590213","Benchmark Dataset;Network Traffic;Foundation Models","Training;Performance evaluation;Telecommunication traffic;Manuals;Benchmark testing;Data processing;Reliability","","2","","22","IEEE","15 Jul 2024","","","IEEE","IEEE Conferences"
"A Retrospective on Whole Test Suite Generation: On the Role of SBST in the Age of LLMs","G. Fraser; A. Arcuri","University of Passau, Passau, Germany; Kristiania University College, Oslo, Norway",IEEE Transactions on Software Engineering,"17 Mar 2025","2025","51","3","874","878","This paper presents a retrospective of the article “Whole Test Suite Generation”, published in the IEEE Transactions on Software Engineering, in 2012. We summarize its main contributions, and discuss how this work impacted the research field of Search-Based Software Testing (SBST) in the last 12 years. The novel techniques presented in the paper were implemented in the tool EvoSuite, which has been so far the state-of-the-art in unit test generation for Java programs using SBST. SBST has shown practical and impactful applications, creating the foundations to open the doors to tackle several other software testing problems besides unit testing, like for example system testing of Web APIs with EvoMaster. We conclude our retrospective with our reflections on what lies ahead, especially considering the important role that SBST still plays even in the age of Large Language Models (LLMs).","1939-3520","","10.1109/TSE.2025.3539458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10876166","EvoSuite;SBST;LLM;Pynguin;EvoMaster","Test pattern generators;Java;Software engineering;Search problems;Software algorithms;Software testing;Optimization;System testing;Python;Software","","","","44","IEEE","5 Feb 2025","","","IEEE","IEEE Journals"
"RTLCoder: Fully Open-Source and Efficient LLM-Assisted RTL Code Generation Technique","S. Liu; W. Fang; Y. Lu; J. Wang; Q. Zhang; H. Zhang; Z. Xie","Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,"20 Mar 2025","2025","44","4","1448","1461","The automatic generation of RTL code (e.g., Verilog) using natural language instructions and large language models (LLMs) has attracted significant research interest recently. However, most existing approaches heavily rely on commercial LLMs, such as ChatGPT, while open-source LLMs tailored for this specific design generation task exhibit notably inferior performance. The absence of high-quality open-source solutions restricts the flexibility and data privacy of this emerging technique. In this study, we present a new customized LLM solution with a modest parameter count of only 7B, achieving better performance than GPT-3.5 on all representative benchmarks for RTL code generation. Especially, it outperforms GPT-4 in VerilogEval Machine benchmark. This remarkable balance between accuracy and efficiency is made possible by leveraging our new RTL code dataset and a customized LLM algorithm, both of which have been made fully open-source. Furthermore, we have successfully quantized our LLM to 4-bit with a total size of 4 GB, enabling it to function on a single laptop with only slight performance degradation. This efficiency allows the RTL generator to serve as a local assistant for engineers, ensuring all design privacy concerns are addressed.","1937-4151","","10.1109/TCAD.2024.3483089","Hong Kong Research Grants Council (RGC) ECS(grant numbers:26208723); National Natural Science Foundation of China(grant numbers:62304192,92364102); ACCESS—AI Chip Center for Emerging Smart Systems, sponsored by InnoHK funding, Hong Kong, SAR; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10720939","Dataset generation;hardware code generation;Verilog;large language model;preference finetuning","Codes;Hardware design languages;Training;Integrated circuit modeling;Data models;Natural languages;Hardware;Data collection;Benchmark testing;Privacy","","4","","41","IEEE","17 Oct 2024","","","IEEE","IEEE Journals"
"Automated Generation of Accessibility Test Reports from Recorded User Transcripts","S. F. Huq; M. Tafreshipour; K. Kalcevich; S. Malek","University of California, Irvine, Irvine, California, USA; University of California, Irvine, Irvine, California, USA; Fable Tech Labs Inc., Toronto, Ontario, Canada; University of California, Irvine, Irvine, California, USA",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","204","216","Testing for accessibility is a significant step when developing software, as it ensures that all users, including those with disabilities, can effectively engage with web and mobile applications. While automated tools exist to detect accessibility issues in software, none are as comprehensive and effective as the process of user testing, where testers with various disabilities evaluate the application for accessibility and usability issues. However, user testing is not popular with software developers as it requires conducting lengthy interviews with users and later parsing through large recordings to derive the issues to fix. In this paper, we explore how large language models (LLMs) like GPT 4.0, which have shown promising results in context comprehension and semantic text generation, can mitigate this issue and streamline the user testing process. Our solution, called Reca11, takes in auto-generated transcripts from user testing video recordings and extracts the accessibility and usability issues mentioned by the tester. Our systematic prompt engineering determines the optimal configuration of input, instruction, context and demonstrations for best results. We evaluate Reca11's effectiveness on 36 user testing sessions across three applications. Based on the findings, we investigate the strengths and weaknesses of using LLMs in this space.","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00043","National Science Foundation(grant numbers:2211790,1823262,2106306); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029798","software accessibility;large language models;crowd-sourced software testing","Software testing;Systematics;Large language models;Semantics;Software;Reproducibility of results;Usability;Video recording;Testing;Software engineering","","","","67","IEEE","23 Jun 2025","","","IEEE","IEEE Conferences"
"Explainable Anomaly Detection in Network Traffic Using LLM","K. Jerabek; J. Koumar; J. Setinský; J. Pesek","Brno University of Technology, Czech Republic; Czech Technical University in Prague, Prague, Czech Republic; Brno University of Technology, Czech Republic; Czech Technical University in Prague, Prague, Czech Republic",NOMS 2025-2025 IEEE Network Operations and Management Symposium,"15 Jul 2025","2025","","","1","6","Network anomaly detection is essential for modern cybersecurity, yet existing systems often generate numerous alerts without clear explanations, leading to inefficiencies and high false-positive rates. This paper proposes a novel approach that integrates Large Language Models (LLMs) with an anomaly detection framework to enhance explainability in network traffic analysis. Instead of directly detecting anomalies, the LLM only interprets already flagged anomaly events, providing insights into their potential root causes. Our method reduces LLM over-usage while improving decision-making for security analysts. We evaluated our approach using real-world network traffic data, demonstrating its ability to enhance situational awareness, reduce false positives, and support more effective cybersecurity practices.","2374-9709","979-8-3315-3163-8","10.1109/NOMS57970.2025.11073574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11073574","anomaly detection;network security;network traffic monitoring;time series;large language models;explainable security","Large language models;Decision making;Time series analysis;Telecommunication traffic;Network security;Fatigue;Computer security;Anomaly detection;Monitoring","","","","16","IEEE","15 Jul 2025","","","IEEE","IEEE Conferences"
"Intelligent Conversational AI for Microsoft Teams with Actionable Insights","D. D; C. Prasad; G. J","Department of Computer Science and Engineering, Ramaiah Institute of Technology, Bangalore, India; Department of Computer Science and Engineering, Ramaiah Institute of Technology, Bangalore, India; Department of Computer Science and Engineering, Ramaiah Institute of Technology, Bangalore, India",2024 8th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),"1 Jan 2025","2024","","","1","5","The proposed work presents the development process of a personalized AI assistant, leveraging advanced technologies like Azure OpenAI Services. The project entails significant development effort, adaptable from large to XL scales based on data intricacies and project scope. It offers versatile integration options, deploying seamlessly within or outside the Microsoft tenant ecosystem, catering to diverse environments and workflows. Utilizing natural language command interpretation, the AI assistant provides intuitive interfaces across various domains. Emphasis is placed on ethical considerations, including user privacy, algorithmic transparency, and bias mitigation. Additionally, the project incorporates prompt engineering in AI to optimize prompt selection for more effective generative AI outcomes. This holistic approach aims to revolutionize user experiences and operational efficiency across industries, marking a significant advancement in AI-driven technologies. Incorporating prompt engineering into AI involves designing and optimizing prompts to guide the model towards generating desired outputs effectively. This approach aims to enhance user experiences and operational efficiency by tailoring AI responses to specific objectives and contexts. By fine-tuning prompts, developers can improve the relevance and quality of generated outputs, leading to significant advancements in AI-driven technologies across industries.","2767-1097","979-8-3315-0546-2","10.1109/CSITSS64042.2024.10817069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10817069","CHATBOTS;AI;ML;NLP;Deep Learning;Prompt Engineering;QA Systems","Industries;Privacy;Conversational artificial intelligence;Prevention and mitigation;Refining;Natural languages;Real-time systems;Prompt engineering;Iterative methods;Artificial intelligence","","","","20","IEEE","1 Jan 2025","","","IEEE","IEEE Conferences"
