"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Fingerprint Networked Reinforcement Learning via Multiagent Modeling for Improving Decision Making in an Urban Food–Energy–Water Nexus","W. Zhang; A. Valencia; N. -B. Chang","R&D Division, Operation Technology (ETAP), Irvine, CA, USA; Department of Civil, Environmental, Construction Engineering, University of Central Florida, Orlando, FL, USA; Department of Civil, Environmental, Construction Engineering, University of Central Florida, Orlando, FL, USA","IEEE Transactions on Systems, Man, and Cybernetics: Systems","15 Jun 2023","2023","53","7","4324","4338","Food–energy–water (FEW) nexus analyses are critical to sustainable development. Nexus analyses form a unique multiagent decision-making arena that requires using a system engineering approach to simultaneously improve food and water security as well as energy efficiency. To tackle the complexity in decision making within a FEW nexus with respect to dynamic behaviors and interactive logics, we model the FEW nexus as a multiagent system (MAS) under a mixed competitive and cooperative environment from the perspective of a Markov game. Then, we propose a fingerprint networked reinforcement learning (FNRL) framework for the collective learning of a MAS by following the logic flows of human decision making. FNRL can alleviate the problems caused by stationary issues in a MAS environment by integrating a long short-term-memory-driven neural network model into the context of multiagent reinforcement learning (RL) to extract fingerprint information via historical data. Numerical simulations for an urban FEW nexus analysis in Florida (USA) demonstrate that applying the FNRL framework can drive agents in the MAS toward achieving optimality via RL in a dynamic environment.","2168-2232","","10.1109/TSMC.2023.3250620","National Science Function(grant numbers:1830036); Florida Department of Environmental Protection(grant numbers:INV008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10070569","Decision making;fingerprint networked reinforcement learning (FNRL);food–energy–water (FEW) nexus;long short-term memory (LSTM) network;multiagent system (MAS)","Decision making;Games;Training;Sustainable development;Analytical models;Optimization;Numerical models","","2","","36","IEEE","14 Mar 2023","","","IEEE","IEEE Journals"
"FhGenie: A Custom, Confidentiality-Preserving Chat AI for Corporate and Scientific Use","I. Weber; H. Linka; D. Mertens; T. Muryshkin; H. Opgenoorth; S. Langer","Fraunhofer Society. Headquarters, Munich, Germany; Fraunhofer Society. Headquarters, Munich, Germany; Fraunhofer Society. Headquarters, Munich, Germany; Fraunhofer Society. Headquarters, Munich, Germany; Fraunhofer Society. Headquarters, Munich, Germany; Fraunhofer Society. Headquarters, Munich, Germany",2024 IEEE 21st International Conference on Software Architecture Companion (ICSA-C),"21 Aug 2024","2024","","","26","31","Since OpenAI's release of ChatGPT, generative AI has received significant attention across various domains. These AI-based chat systems have the potential to enhance the productivity of knowledge workers in diverse tasks. However, the use of free public services poses a risk of data leakage, as service providers may exploit user input for additional training and optimization without clear boundaries. Even subscription-based alternatives sometimes lack transparency in handling user data. To address these concerns and enable Fraunhofer staff to leverage this technology while ensuring confidentiality, we have designed and developed a customized chat AI called FhGenie (genie being a reference to a helpful spirit). Within few days of its release, thousands of Fraunhofer employees started using this service. As pioneers in implementing such a system, many other organizations have followed suit. Our solution builds upon commercial large language models (LLMs), which we have carefully integrated into our system to meet our specific requirements and compliance constraints, including confidentiality and GDPR. In this paper, we share detailed insights into the architectural considerations, design, implementation, and subsequent updates of FhGenie. Additionally, we discuss challenges, observations, and the core lessons learned from its productive usage.","2768-4288","979-8-3503-6625-9","10.1109/ICSA-C63560.2024.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10628294","software architecture;practical experience;artificial intelligence;chatbot;LLM;enterprise;production system;GPT;ChatGPT;Azure;OpenAI","Training;Productivity;Software architecture;Generative AI;Large language models;Organizations;Chatbots","","2","","13","IEEE","21 Aug 2024","","","IEEE","IEEE Conferences"
"Working Alongside Non-Human Agents","A. H. Duin; I. Pedersen","Writing Studies Department, College of Liberal Arts, University of Minnesota, Minneapolis, USA; Writing Studies Department, College of Liberal Arts, University of Minnesota, Minneapolis, USA",2021 IEEE International Professional Communication Conference (ProComm),"13 Jun 2022","2021","","","1","5","We coexist with non-human AI agents, and we now must plan for human and non-human-agent teaming, for cooperation and collaboration, as a means to expand collaborative intelligence in our ongoing quest for user advocacy. For practice and experimentation, we provide links to current non-human agents. We then distinguish automation and autonomy, and discuss humanness design, teaming. A deeper understanding of usability and ethical considerations for working alongside these systems, deploying robots and building bonds and trust with nonhuman agents, begins with differentiation of automation and autonomy, human-autonomy teaming, and a humanness design approach as a means to prevent undesirable autonomy. While TPC scholarship attends to privacy, accountability, safety and security, and transparency and explainability, we need additional vigilance regarding fairness and non-discrimination, human control of technology, TPC professional responsibility, and continued promotion of human values as we work alongside non-human agents.","2158-1002","978-1-6654-4327-2","10.1109/ProComm52174.2021.00005","Canada Research Chairs; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793412","artificial intelligence;autonomous agents;collaboration;non-human agents","Automation;Scholarships;Collaboration;Safety;Security;Artificial intelligence;Usability","","","","28","IEEE","13 Jun 2022","","","IEEE","IEEE Conferences"
"Language Models in Software Development Tasks: An Experimental Analysis of Energy and Accuracy","N. Alizadeh; B. Belchev; N. Saurabh; P. Kelbert; F. Castor","Utrecht University, Utrecht, The Netherlands; University of Twente, Enschede, The Netherlands; Utrecht University, Utrecht, The Netherlands; Fraunhofer IESE, Kaiserslautern, Germany; University of Twente, Enschede, The Netherlands",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","725","736","The use of generative AI-based coding assistants like ChatGPT and Github Copilot is a reality in contemporary software development. Many of these tools are provided as remote APIs. Using third-party APIs raises data privacy and security concerns for client companies, which motivates the use of locallydeployed language models. In this study, we explore the tradeoff between model accuracy and energy consumption, aiming to provide valuable insights to help developers make informed decisions when selecting a language model. We investigate the performance of 18 families of LLMs in typical software development tasks on two real-world infrastructures, a commodity GPU and a powerful AI-specific GPU. Given that deploying LLMs locally requires powerful infrastructure which might not be affordable for everyone, we consider both full-precision and quantized models. Our findings reveal that employing a big LLM with a higher energy budget does not always translate to significantly improved accuracy. Additionally, quantized versions of large models generally offer better efficiency and accuracy compared to full-precision versions of medium-sized ones. Apart from that, not a single model is suitable for all types of software development tasks.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025589","LLMs;Energy Efficiency;Trade-Offs;Software Development;Coding Assistant;Model Quantization","Energy consumption;Analytical models;Accuracy;Translation;Graphics processing units;Predictive models;Energy efficiency;Encoding;Software reliability;Software development management","","","","56","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"A Cross-Layer Approach to Energy-Efficient and Secure EdgeAI: Architectures, Systems and Applications","M. Shafique","NYU Abu Dhabi, United Arab Emirates",2024 5th CPSSI International Symposium on Cyber-Physical Systems (Applications and Theory) (CPSAT),"11 Nov 2024","2024","","","1","1","Modern Machine Learning (ML) and Artificial Intelligence (AI) approaches, such as, the Deep Neural Networks (DNNs) and Large Language Models (LLMs), have shown tremendous improvement over the past years to achieve a significantly high accuracy for a certain set of tasks, like image classification, object detection, natural language processing, medical data analytics, and generative AI. However, these DNNs/LLMs require huge processing, memory, and energy costs, thereby posing gigantic challenges on building energy-efficient tinyML and EdgeAI solutions for a wide range of applications from Smart Cyber Physical Systems (CPS) and Internet of Thing (IoT) domains on resource/energy-constrained devices subjected to unpredictable and harsh scenarios. Moreover, in the era of growing cyber-security threats and nano-scale devices, the intelligent features of a smart CPS and IoT system face new type of attacks and reliability threats, requiring novel design principles for robust ML.In my eBRAIN lab at New York University (AD, US), I have been extensively investigating the foundations for the next-generation energy efficient, dependable and secure AI/ML computing systems, while addressing the above-mentioned challenges across different layers of the hardware and software stacks. This talk will present design challenges, advanced techniques and cross-layer frameworks for building highly energy-efficient and robust cognitive systems for the tinyML and EdgeAI applications, which jointly leverage optimizations at different layers of the software and hardware stacks, and at different design stages (e.g., design-time vs. run-time approaches). These techniques provide crucial steps towards enabling the wide-scale deployment of energy-efficient and secure embedded AI in autonomous systems like UAVs, UGVs, autonomous vehicles, Robotics, IoT-Healthcare / Wearables, Industrial-IoT, smart transportation, smart homes and cities, etc. Towards the end, I will show some glimpses of our recent advanced projects on Quantum Machine Learning, Continual Learning, and Multimodal LLMs.","2833-7514","979-8-3315-2928-4","10.1109/CPSAT64082.2024.10745418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10745418","","Cross layer design;Tiny machine learning;Urban areas;Energy efficiency;Hardware;Software;Software reliability;Smart transportation;Internet of Things;Wearable devices","","3","","0","IEEE","11 Nov 2024","","","IEEE","IEEE Conferences"
"Securing Rag: A Risk Assessment and Mitigation Framework","L. Ammann; S. Ott; C. R. Landolt; M. P. Lehmann","Eastern Switzerland University of Applied Sciences (OST), Rapperswil, Switzerland; Eastern Switzerland University of Applied Sciences (OST), Rapperswil, Switzerland; Eastern Switzerland University of Applied Sciences (OST), Rapperswil, Switzerland; Eastern Switzerland University of Applied Sciences (OST), Rapperswil, Switzerland",2025 IEEE Swiss Conference on Data Science (SDS),"18 Jul 2025","2025","","","127","134","Retrieval Augmented Generation (RAG) has emerged as the de facto industry standard for user-facing NLP applications, offering the ability to integrate data without retraining or fine-tuning Large Language Models (LLMs). This capability enhances the quality and accuracy of responses but also introduces novel security and privacy challenges, particularly when sensitive data is integrated. With the rapid adoption of RAG, securing data and services has become a critical priority. This paper first reviews the vulnerabilities of RAG pipelines, and outlines the attack surface from data pre-processing and data storage management to integration with LLMs. The identified risks are then paired with corresponding mitigations in a structured overview. In a second step, the paper develops a framework that combines RAG-specific security considerations, with existing general security guidelines, industry standards, and best practices. The proposed framework aims to guide the implementation of robust, compliant, secure, and trustworthy RAG systems.","2835-3420","979-8-3315-9467-1","10.1109/SDS66131.2025.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11081501","Large Language Model (LLM);RetrievalAugmented Generation (RAG);RAG Systems Security;Secure Data Retrieval;AI System Vulnerabilities","Industries;Accuracy;Prevention and mitigation;Large language models;System performance;Retrieval augmented generation;Vectors;Security;Standards;Guidelines","","","","65","IEEE","18 Jul 2025","","","IEEE","IEEE Conferences"
"AI-driven Natural Language Processing: ChatGPT's Potential and Future Advancements in Generative AI","H. Kumar; M. Damle; N. A. Natraj; A. A. Afzal; M. Lapina","Symbiosis Institute of Digital and Telecom Management Symbiosis International (Deemed University), Pune, India; Symbiosis Institute of Digital and Telecom Management Symbiosis International (Deemed University), Pune, India; Symbiosis Institute of Digital & Telecom Management, Symbiosis International (Deemed University), Pune, India; College of Engineering, Prince Mohammad Bin Fahd University, Al-Khobar, Saudi Arabia; Institute of Digital Development North-Caucasus Federal University, Stavropol, Russia",2024 6th International Symposium on Advanced Electrical and Communication Technologies (ISAECT),"19 Dec 2024","2024","","","1","6","This research paper delves into the operational mechanisms, strengths, and future potential of ChatGPT, an intelligent chatbot developed by OpenAI. ChatGPT's architecture, rooted in the transformer model, enables it to generate contextually relevant text using attention mechanisms and tokenisation. While excelling in generative capability and versatility, the paper highlights challenges, including context understanding and sensitivity to phrasing, sparking discussions on refinement strategies. The study explores opportunities for efficient, prompt engineering, emphasising tokenization strategies to optimise interactions within ChatGPT's token limits. Future advancements envision enhanced context understanding, reduced sensitivity to phrasing, and ethical considerations, addressing verbosity and response diversity concerns. A comparative analysis with competing models like Google's Bard and Meta's LLaMA provides insights into their architectures, parameters, strengths, weaknesses, and target use cases. The paper concludes by emphasising ChatGPT's transformative impact on AI, shaping a future marked by interdisciplinary applications, ethical considerations, and user-centric design.","","979-8-3315-2998-7","10.1109/ISAECT64333.2024.10799591","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10799591","ChatGPT;natural language processing (NLP);language models;transformative AI;open AI;AI chatbot","Ethics;Sensitivity;Chatbots;Transformers;Tokenization;Communications technology;Trajectory;Internet;Prompt engineering;Context modeling","","","","23","IEEE","19 Dec 2024","","","IEEE","IEEE Conferences"
"Mari: Automating Responses to Thai Legal Debt Queries Using Generative AI and Retrieval-Augmented Generation","T. Nethassanai; N. Seehabong; S. Roteaim; P. Mongkolnam; B. Watanapa","School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand","2025 22nd International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)","8 Aug 2025","2025","","","1","6","Over the years, there have been lots of reports that point out the problems of Thailand’s high personal debt levels. With limited public knowledge of legal debt rights, these problems result in right violation between the creditors and debtors. Mari is designed to address such issues. It is an AI-powered system that offers automated legal consultations pertaining to the Thai Debt Collection Act of 2015. Main focus is on aiding creditors, debtors, or any individual, to understand their rights which contribute a boon of addressing information gaps, and enhancing accessibility to legal knowledge without requiring costly consultations. Mari is a website that uses a large language model (LLM) with integrated Retrieval-Augmented Generation (RAG) to ensure the precise responses for the required scope and semantics of the concerned legal statute. In order to achieve the effectiveness of these responses, we considered several LLM models, namely OpenThaiGPT, Typhoon, and SambaNova under the evaluation based on a set of human-generated multiple-choice and open-end questions. The comparison score showed that SambaNova’s LLM, with English prompt engineering, was the best for this case. Lastly the semantic difference, representing the level of hallucination effect, of the final model is measured by the BERT score with satisfaction of 0.726.","2837-6471","979-8-3315-2223-0","10.1109/ECTI-CON64996.2025.11101123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101123","legal;chatbot;LLM;RAG;Thai Debt Collection Act","Law;Tropical cyclones;Large language models;Computational modeling;Semantics;Retrieval augmented generation;Chatbots;Telecommunications;Prompt engineering;Information technology","","","","17","IEEE","8 Aug 2025","","","IEEE","IEEE Conferences"
"Examining the Accuracy of AI Detection Software Tools in Education","M. Halaweh; G. E. Refae","College of Business, Al Ain University, Al Ain, UAE; College of Business, Al Ain University, Al Ain, UAE",2024 Fifth International Conference on Intelligent Data Science Technologies and Applications (IDSTA),"12 Nov 2024","2024","","","186","190","Educators have raised concerns about the utilization of ChatGPT in generating unoriginal text and the possibility of plagiarism. To address these concerns, various AI text detection software tools have been developed to evaluate whether a text is AI generated or human generated. The aim of this research is to empirically examine the accuracy of AI detection tools in identifying AI-generated texts. An experiment was conducted using textual data generated by ChatGPT, which was assessed using Turnitin and four other AI detection tools. Through multiple iterations and interventions, the text was paraphrased by ChatGPT until it appeared original and could not be detected as AI-generated by Turnitin’s AI detection tool. The findings revealed that all the AI detection software tools that were examined failed to detect the AI-generated text by ChatGPT in the final iteration. The findings provide valuable insights that have implications for various stakeholders, including educators, researchers, and AI text detection software developers. Based on the tools examined, educators and researchers do not need to set a specific threshold or percentage, including 0%, to determine what qualifies as acceptable AI-generated text. This is because establishing such a threshold can be misleading, considering the current limitations in the algorithms of these tools. Furthermore, the data generated in this paper can provide a solid basis for replicated research or software testing and assessment. It can be utilized to evaluate the accuracy of alternative AI detection tools and any future advancements in the tools mentioned in this investigation.","","979-8-3503-5475-1","10.1109/IDSTA62194.2024.10747004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10747004","Artificial Intelligence;Education;Generative AI;AI Detection Tools;Turnitin;ChatGPT","Software testing;Accuracy;Plagiarism;Software algorithms;Text detection;Chatbots;Solids;Stakeholders;Artificial intelligence;Software tools","","2","","21","IEEE","12 Nov 2024","","","IEEE","IEEE Conferences"
"Few-Shot Evaluation of Vision Language Models for Detecting Visual Defects in Autonomous Vehicle Software Requirement Specifications","N. Bukhary; M. Ahmad; K. Rashad; S. Rai; S. Shapsough; Y. Kaddoura; D. Dghaym; I. Zualkernan","Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates",IEEE Access,"11 Jul 2025","2025","13","","117914","117942","Software Requirements Specifications (SRS) are crucial for defining system functionality, constraints, and objectives, particularly in safety-critical applications like autonomous vehicles (AV). Ensuring these requirements are precise, unambiguous, and complete is important for developing reliable self-driving systems. While traditional SRS are predominantly text-based, AV requirements pose unique challenges as they often include visual elements such as images and diagrams. Although Large Language Models (LLMs) have enhanced traditional text-based requirements, Vision-Language Models (VLMs) remain largely unexplored for evaluating defects in visual elements. This paper investigates the few-shot performance of three large-scale VLMs on their ability to detect various types of ambiguities, inconsistencies, and incompleteness in visual traffic scenario images that could be used in AV requirements specifications. Using Soft prompting and Chain-of-Thought (CoT) prompting, we evaluated the effectiveness of GPT-4, GEMINI, and ClaudeAI in detecting six types of visual defects. GPT-4 achieved the highest overall performance among the evaluated models, with the highest F1-score of 0.63 in detecting Spatial Incompleteness. CoT prompting notably enhanced defect detection performance for both GEMINI and ClaudeAI across all defect types. While CoT prompting did not significantly improve GPT-4’s detection capabilities, it significantly enhanced the ability of all models to explain the reasoning behind the identified defects. Despite promising results, none of the models could fully automate the requirements validation process, primarily due to their lack of domain-specific knowledge. Nevertheless, our findings suggest that fine tuning the models and structured prompt design offer the potential to improve VLM precision in visual defect detection.","2169-3536","","10.1109/ACCESS.2025.3586554","Open Access Program from the American University of Sharjah; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11072138","Ambiguity;ClaudeAI;completeness;defects;GEMINI;GPT;inconsistency;vision language models (VLMs);requirements engineering;software engineering;software requirements specifications (SRS)","Visualization;Stakeholders;Software;Unified modeling language;Requirements engineering;Defect detection;Software engineering;Software development management;Safety;Complexity theory","","","","91","CCBY","7 Jul 2025","","","IEEE","IEEE Journals"
