"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"TabLinkLLM: An LLM-Based Approach for Entity Linking in Tabular Data","I. Jayawardene; R. Avogadro; A. Soylu; D. Roman","SINTEF AS, Oslo, Norway; SINTEF AS, Oslo, Norway; Kristiania University College, Oslo, Norway; SINTEF AS, Oslo, Norway",2024 IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),"5 May 2025","2024","","","206","214","Entity linking (EL) involves identifying references to entities in source data, which can be structured or unstructured, and associating them with their respective records in a structured knowledge base. This technique is beneficial when applied to tabular data, facilitating tasks such as data integration, business intelligence, and the construction of knowledge graphs. Current EL algorithms for tabular data often face challenges such as ambiguity, heterogeneity, and limited context. In this paper, we propose TabLinkLLM - a generic approach for tabular data entity linking using Large Language Models (LLMs), specifically optimized through prompt engineering, retrieval-augmented generation, and fine-tuning. Our experimental comparisons with leading EL models reveal that while our approach does not outperform specialized EL models in terms of performance, the broad knowledge base of LLMs proves advantageous in addressing scenarios that these specialized models cannot handle.","","979-8-3315-0494-6","10.1109/WI-IAT62293.2024.00035","National Research Foundation of Korea(grant numbers:RS-2023-00268071); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10973362","Entity linking;Tabular data;Large language models;Knowledge graphs","Training;Computational modeling;Large language models;Retrieval augmented generation;Knowledge based systems;Switches;Knowledge graphs;Prompt engineering;Intelligent agents;Faces","","1","","52","IEEE","5 May 2025","","","IEEE","IEEE Conferences"
"Knowledge Augmented Significant Language Model-Based Chatbot for Explainable Diabetes Mellitus Prediction","M. Elfayoumi; M. AbouElazm; O. Mohamed; T. Abuhmed; S. El-Sappagh","Faculty of Computer Science and Engineering Galala University, Egypt; Faculty of Computer Science and Engineering Galala University, Egypt; Faculty of Computer Science, Goldsmith, UOL, United Kingdom; College of Computing and Informatics, Sungkyunkwan University, South Korea; Faculty of Computer Science and Engineering Galala University, Egypt",2025 19th International Conference on Ubiquitous Information Management and Communication (IMCOM),"4 Feb 2025","2025","","","1","8","This study proposes an innovative diabetes prediction chatbot that utilizes large language models (LLMs) to determine the likelihood of diabetes based on specific patient inputs. Unlike conventional machine learning models and in addition to providing precise, individualized, robust prediction of diabetes augmented by the percentage of its confidence, this chatbot provides detailed text-based explanations for its individual predictions and enhances user's understanding by retrieving and presenting similar cases using case-based reasoning techniques. Utilizing key health indicators such as hypertension status, heart disease presence, smoking history, BMI, HbA1c level, and blood glucose levels, the chatbot not only predicts the presence of diabetes but also educates users about the underlying reasons for each prediction. The system's explanation module promotes transparency and trust in the predictive process. The proposed architecture integrates the retrieval augmented generation (RAG) technique with prompt engineering across multiple LLMs, including Llama 3.1, GPT- 3.5, and Gemma2. This approach augments the chatbot's responses with contextually relevant data from similar past cases, thereby enhancing both relevance and accuracy. Furthermore, RAG minimizes LLM hallucinations while enhancing them with up-to-date, precise, personalized medical information. The objective of this chatbot is to offer healthcare professionals and patients a dependable, educational instrument for early detection of diabetes supported by transparent AI principles. This will have a positive effect on preventative healthcare measures.","","979-8-3315-0781-7","10.1109/IMCOM64595.2025.10857525","National Research Foundation of Korea(grant numbers:2021R1A2C1011198); MSIT; IITP; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10857525","Large Language Models;Diabetes Prediction;Retrieval Augmented Generation;Chatbot;Explainable AI;Clinical Decision Support Systems","Technological innovation;Accuracy;Large language models;Computational modeling;Retrieval augmented generation;Medical services;Predictive models;Chatbots;Diabetes;Medical diagnostic imaging","","","","30","IEEE","4 Feb 2025","","","IEEE","IEEE Conferences"
"Edge-Preserving Consensus via Non-Recursive Filters: A Parallel System Design","L. Rong; Y. Kan; X. Xie; G. -P. Jiang; S. Xu","School of Automation and Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Automation and Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Institute of Advanced Technology, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Automation and Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Automation, Nanjing University of Science and Technology, Nanjing, China",IEEE Transactions on Circuits and Systems II: Express Briefs,"21 Dec 2022","2023","70","1","181","185","This brief studies the edge-preserving consensus problem in discrete-time multi-agent systems. An edge-based parallel system design method is proposed for designing the channel filters, which consist of the nominal elements and the masking elements. Firstly, the design criterions for the edge-preserving protocols are provided by discussing the edge sensitivity matrix of the stuided multi-agent system. It is shown that the design of the masking element is based on the single parameter of the nominal element and the  $\mathcal {H}_{\infty }$  norm of a collapsed system. Then, an algorithm for designing the heterogenous channel filters is provided, which is based on adopting a cascade realization of several subsystems.","1558-3791","","10.1109/TCSII.2022.3204942","Natural Science Foundation of Nanjing University of Posts and Telecommunications(grant numbers:NY220018,NY221083); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9881550","Multi-agent system;edge-preserving consensus;channel filter;edge sensitivity matrix","Eigenvalues and eigenfunctions;Telecommunications;Sensitivity;Privacy;Multi-agent systems;Consensus protocol;Transfer functions","","3","","21","IEEE","8 Sep 2022","","","IEEE","IEEE Journals"
"Foundation Models for Transportation Intelligence: ITS Convergence in TransVerse","C. Zhao; X. Dai; Y. Lv; Y. Tian; Y. Ren; F. -Y. Wang","University of Chinese Academy of Sciences, Beijing, China; CASIA, Beijing, China; CASIA, Beijing, China; Waytous Incorporation, Beijing, China; North Automatic Control Technology Institute, Taiyuan, China; Macau University of Science and Technology, Macao, China",IEEE Intelligent Systems,"14 Feb 2023","2022","37","6","77","82","Smart cities are our aspiration for a better life where transportation intelligence is indispensable. Recent technological advances in intelligent transportation systems have opened up new possibilities for smart mobility in smart cities. Here we present TengYun, a transportation foundation model designed and developed with parallel learning and federated intelligence for our transportation metaverse called TransVerse. TengYun enables decentralized/distributed autonomous organizations with decentralized/ distributed operations, as well as various federated technologies, from federated security, federated control, federated management, federated services, to federated ecology for transportation intelligence in smart cities. An example for a federation of transportation transformers is discussed for illustrating the operating procedure of TengYun.","1941-1294","","10.1109/MIS.2022.3221342","National Natural Science Foundation of China(grant numbers:U1811463); Science and Technology Development Fund; Macau SAR(grant numbers:0050/2020/A1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10044573","","Smart cities;Metaverse;Biological system modeling;Transportation;Organizations;Intelligent transportation systems;Ecology","","26","","20","IEEE","14 Feb 2023","","","IEEE","IEEE Magazines"
"Balancing Security and Efficiency in GAI-Driven Semantic Communication: Challenges, Solutions, and Future Paths","Q. Zhang; J. Shi; W. Zeng; X. Xu; Z. Guan; S. Li; Z. Qin","School of Cyber Science and Technology, Beihang University, China; School of Cyber Science and Technology, Beihang University, China; School of Cyber Science and Technology, Beihang University, China; School of Cyber Science and Technology, Beihang University, China; School of Cyber Science and Technology, Beihang University, China; State Key Laboratory of Media Convergence and Communication, Communication University of China, China; Department of Electronic Engineering, Tsinghua University, China",IEEE Network,"","2025","PP","99","1","1","The convergence of artificial intelligence (AI) and wireless communications has driven the emergence of semantic communication (SC), a paradigm that prioritizes context-aware semantic exchange over traditional bit-level transmission. Although enhancing efficiency and task-specific reliability, this advancing capability is accompanied by significant security challenges that remain underexplored. In this paper, we provide an overview of security challenges in SC systems, with a particular focus on the confidentiality, integrity, and availability of the wireless transmission and generative AI (GAI) models. To defend against risks of model confidentiality compromise and semantic feature leakage, we propose a solution integrating trusted execution environments (TEEs) for secure model inference and adversarial cryptography for the protection of semantics over realistic wireless channels. Test results show it achieves close-to-black-box attack resistance in model stealing effectiveness, and the BLEU scores of eavesdropping attackers are effectively reduced to below 0.1 across various SNR levels. Finally, we discuss potential open issues and solutions for enhancing the SC security, paving the way for future research in this critical area. The proposed framework demonstrates promising results in enhancing both model and data confidentiality, contributing to the development of secure SC systems for 6G networks.","1558-156X","","10.1109/MNET.2025.3578783","National Natural Science Foundation of China(grant numbers:62172025,62472019,T2425023); Open Research Project of the State Key Laboratory of Media Convergence and Communication(grant numbers:SKLMCC2023KF001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11030612","Data security;generative artificial intelligence;network security;semantic communications","Semantics;Security;Wireless communication;Data models;Training;Communication system security;Accuracy;Feature extraction;Wireless sensor networks;Eavesdropping","","","","","IEEE","11 Jun 2025","","","IEEE","IEEE Early Access Articles"
"Self-HWDebug: Automation of LLM Self-Instructing for Hardware Security Verification","M. Akyash; H. M. Kamali","Dept. of Electrical and Comp. Eng. (ECE), University of Central Florida, Orlando, US; Dept. of Electrical and Comp. Eng. (ECE), University of Central Florida, Orlando, US",2024 IEEE Computer Society Annual Symposium on VLSI (ISVLSI),"25 Sep 2024","2024","","","391","396","The rise of instruction-tuned Large Language Models (LLMs) marks a significant advancement in artificial intelligence (AI) (tailored to respond to specific prompts). Despite their popularity, applying such models to debug security vulnerabilities in hardware designs, i.e., register transfer language (RTL) modules, particularly at system-on-chip (SoC) level, presents considerable challenges. One of the main issues lies in the need for precisely designed instructions for pinpointing and mitigating the vulnerabilities, which requires substantial time and expertise from human experts. In response to this challenge, this paper proposes Self-HWDebug, an innovative framework that leverages LLMs to automatically create required debugging instructions. In Self-HWDebug, a set of already identified bugs from the most critical hardware common weakness enumeration (CWE) listings, along with mitigation resolutions, is provided to the framework, followed by prompting the LLMs to generate targeted instructions for such mitigation. The LLM-generated instructions are subsequently used as references to address vulnerabilities within the same CWE category but in totally different designs, effectively demonstrating the framework's ability to extend solutions across related security issues. Self-HWDebug significantly reduces human intervention by using the model's own output to guide debugging. Through comprehensive testing, Self-HWDebug proves not only to reduce experts' effort/time but also to even improve the Quality of the debugging process.","2159-3477","979-8-3503-5411-9","10.1109/ISVLSI61997.2024.00077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10682659","LLM;Hardware Security;Validation;CWE","Prevention and mitigation;Large language models;Hardware security;Computational modeling;Computer bugs;Debugging;Very large scale integration","","5","","25","IEEE","25 Sep 2024","","","IEEE","IEEE Conferences"
"Validation of LLM-Generated Object Co-Occurrence Information for Understanding Three-Dimensional Scenes","K. Gunji; K. Ohno; S. Kurita; K. Sakurada; R. Bezerra; S. Kojima; Y. Okada; M. Konyo; S. Tadokoro","Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; National Institute of Informatics, Tokyo, Japan; Graduate School of Informatics, Kyoto University, Kyoto, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan",IEEE Access,"17 Dec 2024","2024","12","","186573","186585","This study delves into verifying the applicability of object co-occurrence information generated by a large-scale language model (LLM) to enhance a robot’s spatial ability to understand objects in the real world. Co-occurrence information is crucial in enabling robots to perceive and navigate their surroundings. LLM can generate object co-occurrence information based on the learned representations acquired from the learning process. However, the challenge lies in determining whether the co-occurrence gleaned from linguistic data can effectively translate to real-world object relationships, a concept yet to be thoroughly examined. After providing category information about a specific situation, this paper compares and evaluates the co-occurrence degree (co-occurrence coefficient) output by gpt-4-turbo-2024-04-09 (GPT-4) against the object pair data from the ScanNet v2 dataset. The results revealed that GPT-4 achieved a high recall of 0.78 across various situation categories annotated by ScanNet v2, although its precision was relatively low at an average of 0.29. The root mean square error of the co-occurrence coefficient was 0.31. While GPT-4 tends to output slightly higher co-occurrence coefficients, it effectively captures the overall co-occurrence patterns observed in the ScanNet v2 dataset. GPT-4 produced co-occurrence information for more objects than those available in ScanNet v2 while covering co-occurrences among objects within ScanNet v2. These results demonstrate that integrating co-occurrence data from different sources could enhance the ability to recognize real-world objects and potentially strengthen robot intelligence.","2169-3536","","10.1109/ACCESS.2024.3514473","Innovation and Technology Commission of the Hong Kong Special Administrative Region (HKSAR) Government under the InnoHK initiative; Japan Society for the Promotion of Science (JSPS) KAKENHI(grant numbers:JP1268578); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10786984","Semantic scene understanding;large language models;co-occurrence validation;prompt engineering","Robots;Three-dimensional displays;Chatbots;Standards;Knowledge graphs;Semantics;Navigation;Market research;Data models;Data mining","","1","","28","CCBY","9 Dec 2024","","","IEEE","IEEE Journals"
"Automating Persona Generation: Leveraging ChatGPT-4 in Educational Digital Services","T. Wongabut; U. Ninrutsirikun; C. Arpnikanondt","School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; School of Information Technology, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand","2025 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering (ECTI DAMT & NCON)","15 Apr 2025","2025","","","549","554","This research provides a preliminary study on automating user persona generation via ChatGPT-4 with a case study on educational digital services. Data were collected from 40 undergraduate students at one of Thailand’s science and technology higher education institutes through questionnaires and semi-structured interviews, with participants grouped via K-means clustering based on similar responses. The study relied on ChatGPT-4 to generate personas based on empathy maps, jobs-to-be-done analysis, and Hofstede’s cultural dimensions. The validity of the generated personas was assessed using SHapley Additive exPlanations to identify key influencing features, revealing that integrating cultural contexts enhances persona specificity and relevance. The findings demonstrate that personas generated through this approach accurately reflect unique traits of target clusters, while significantly reducing the time and resources required. This study highlights a practical method for using ChatGPT-4 to generate personas, focusing on Thai science and tech undergraduates. It shows how tailored data collection improves ChatGPT’s understanding of specific user groups. Future research could expand sample sizes and explore broader contexts to enable generalization of the approach to become a framework that works across multiple target users and application contexts. Additionally, exploring methods like hierarchical K-means may improve clustering accuracy. Incorporating expert evaluations using the Persona Perception Scale could further ensure the real-world applicability.","2768-4644","979-8-3315-4327-3","10.1109/ECTIDAMTNCON64748.2025.10962020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962020","ChatGPT;Human-Computer Interaction;Large Language Models;Prompt Engineering;User Persona","Accuracy;Large language models;Education;Psychology;Focusing;Data collection;Cultural differences;Reliability;Prompt engineering;Interviews","","","","29","IEEE","15 Apr 2025","","","IEEE","IEEE Conferences"
"Using ChatGPT to Generate Gendered Language","S. Soundararajan; M. N. Jeyaraj; S. J. Delany","School of Computer Science, Technological University Dublin, Dublin, Ireland; School of Computer Science, Technological University Dublin, Dublin, Ireland; School of Computer Science, Technological University Dublin, Dublin, Ireland",2023 31st Irish Conference on Artificial Intelligence and Cognitive Science (AICS),"20 Mar 2024","2023","","","1","8","Gendered language is the use of words that denote an individual's gender. This can be explicit where the gender is evident in the actual word used, e.g. mother, she, man, but it can also be implicit where social roles or behaviours can signal an individual's gender - for example, expectations that women display communal traits (e.g., affectionate, caring, gentle) and men display agentic traits (e.g., assertive, competitive, decisive). The use of gendered language in NLP systems can perpetuate gender stereotypes and bias. This paper proposes an approach to generating gendered language datasets using ChatGPT which will provide data for data-driven approaches for gender stereotype detection and gender bias mitigation. The approach focuses on generating implicit gendered language that captures and reflects stereotypical characteristics or traits of a particular gender. This is done by engineering prompts to ChatGPT that use gender-coded words from gender-coded lexicons. The evaluation of the datasets generated shows good instances of English-language gendered sentences that can be identified as those that are consistent with gender stereotypes and those that are contradictory. The generated data also shows strong gender bias.","","979-8-3503-6021-9","10.1109/AICS60730.2023.10470830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10470830","natural language processing;machine learning;large language models;ChatGPT;gendered language;prompt engineering;zero-shot prompting","Natural languages;Chatbots;Cognitive science;Artificial intelligence","","","","68","IEEE","20 Mar 2024","","","IEEE","IEEE Conferences"
"Multi-Stage Retriever Model for Document Classification Using Fine Tuned Embedding Model","N. Amarnath; S. Tallam; P. Rasamsetty; D. Kumar","Infrrd.ai, Bengaluru, India; Infrrd.ai, Bengaluru, India; Infrrd.ai, San Jose, USA; Infrrd.ai, Bengaluru, India",2025 IEEE 15th Annual Computing and Communication Workshop and Conference (CCWC),"5 Mar 2025","2025","","","00209","00218","Accurate and efficient classification of business documents is essential for organizations to streamline operations and enhance data management. Traditional document classification methods, relying on manual feature extraction and annotation, often struggle with the diversity and complexity of business documents such as invoices, contracts, and financial reports. In this paper, we propose a novel approach that utilizes custom vector embeddings and predefined document classes to address these challenges. Our method leverages the semantic richness of vector embeddings to capture the inherent meanings and relationships within documents, enabling precise classification even in complex and nuanced contexts. By fine-tuning embedding models for retrieval tasks using a proprietary in-house dataset, we ensure the model's robustness and scalability across various document types. We demonstrate through extensive experiments that our approach achieves superior performance compared to traditional methods, offering a scalable, accurate, and interpretable solution for business document classification.","","979-8-3315-0769-5","10.1109/CCWC62904.2025.10903719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10903719","Document Classification;Large language models;Knowledge based systems;Prompt engineering;Vector Embeddings","Training;Accuracy;Annotations;Scalability;Knowledge based systems;Semantics;Organizations;Vectors;Robustness;Tuning","","","","17","IEEE","5 Mar 2025","","","IEEE","IEEE Conferences"
