"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Try-Then-Eval: Equipping an LLM-based Agent with a Two-Phase Mechanism to Solve Computer Tasks","D. Cao; P. Nguyen; V. Le; L. Nguyen; V. Nguyen","Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Computer Science, University of Information Technology, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam","2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20 Jan 2025","2024","","","1224","1229","Building an autonomous intelligent agent capable of carrying out web automation tasks from descriptions in natural language offers a wide range of applications, including software testing, virtual assistants, and task automation in general. However, recent studies addressing this problem often require manually constructing of prior human demonstrations. In this paper, we approach the problem by leveraging the idea of reinforcement learning (RL) with the two-phase mechanism to form an agent using LLMs for automating computer tasks without relying on human demonstrations. We evaluate our LLM-based agent using the MiniWob++ dataset of web-based application tasks, showing that our approach achieves 85% success rate without prior demonstrations. The results also demonstrate the agent's capability of self-improvement through training.","","978-1-6654-1020-5","10.1109/SMC54092.2024.10831260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10831260","","Training;Software testing;Automation;Virtual assistants;Supervised learning;Natural languages;Reinforcement learning;Planning;Intelligent agents;Cybernetics","","","","25","IEEE","20 Jan 2025","","","IEEE","IEEE Conferences"
"Research on efficient inference of large language model based on routing policy","P. Shan; W. Xi; Y. Zhang; D. Liu","State Key Laboratory of High-end Heavy-Load Robots Midea Group Co., Ltd, FoShan, China; State Key Laboratory of High-end Heavy-Load Robots Midea Group Co., Ltd, FoShan, China; State Key Laboratory of High-end Heavy-Load Robots Midea Group Co., Ltd, FoShan, China; State Key Laboratory of High-end Heavy-Load Robots Midea Group Co., Ltd, FoShan, China","2025 IEEE 7th International Conference on Communications, Information System and Computer Engineering (CISCE)","10 Jul 2025","2025","","","1","7","To solve the problem of balancing high cost and high performance in large language model (LLMs) inference scenarios, an adaptive routing strategy (MA-Router) with multi-modal attention mechanism is proposed in this paper. By constructing a hierarchical data enhancement framework and a two-channel attention routing network, fine-grained perception of problem complexity and optimization of dynamic model selection are realized. Firstly, a data enhancement method based on syntax tree reconstruction and knowledge graph extension is designed to effectively alleviate the sparsity and domain bias of training data. Secondly, a semantic-grammatical dual-modal feature extraction module is proposed, which uses DeBERTa-v3 to encode semantic information and capture dependency syntactic structure with graph neural network (GNN). Furthermore, the cross-attention mechanism is introduced to integrate multi-modal features, and the model capability-problem complexity bipartite graph is constructed for relational reasoning. Finally, hierarchical reinforcement learning Agent dynamically adjusts the routing threshold to realize the environment adaptive decision optimization. In the three benchmark tests of MMLU, MT-Bench and GSM8K, compared with the optimal baseline model RouteLLM, MA-Router reduced the call rate of strong model (GPT-4) by 32.7% (CPT(80%) to 26.15%), and the inference cost was reduced by 2.8 times. At the same time, the response quality of 95.2% was maintained (APGR=0.682). Ablation experiments show that syntactic feature channels and reinforcement learning modules contribute 14.2% and 29.3% performance gains, respectively. This research provides an efficient and scalable solution for multi-model collaborative reasoning system, which shows significant application value in real-time scenarios such as customer service dialogue and code generation.","2833-2423","979-8-3315-0161-7","10.1109/CISCE65916.2025.11065479","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11065479","Large language model;Routing policy;Efficient reasoning;Data preprocessing;Attention mechanism;Agent collaborative model","Adaptation models;Attention mechanisms;Large language models;Data enhancement;Collaboration;Syntactics;Routing;Cognition;Data models;Optimization","","","","24","IEEE","10 Jul 2025","","","IEEE","IEEE Conferences"
"AI SoC Design Challenges in the Foundation Model Era","Z. Chen; D. Huang; M. Wang; B. Yang; J. L. Shin; C. Hu; B. Li; R. Prabhakar; G. Deng; Y. Sheng; S. Fu; L. Yuan; T. Zhao; Y. Du; C. Liu; J. Yang; V. Shah; V. Srinivasan; S. Jairath","SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA; SambaNova Systems, Palo Alto, CA",2023 IEEE Custom Integrated Circuits Conference (CICC),"11 May 2023","2023","","","1","8","Despite its unprecedented prevalence, a foundation model’s exponentially growing training cost, dataset sizes, and model capacity hinder the democratization of modern AI technology and require novel system design solutions. In this paper, we review state-of-the-art (SOTA) challenges and methodologies in scaling AI system-on-chip (SoC) design to harness the power of the foundation model. We organize our discussions four-fold. First, we discuss AI SoC architecture design to enable high-performance training for foundation models. Second, we discuss challenges in managing foundation model training with dataflow accelerators. We show that data flow accelerators, a class of promising architectures removing execution bottlenecks through overlapping computation and data fetching, pose new challenges for hardware resource mapping and allocation. Third, we discuss challenges for exploiting parallelism encompassing multiple dimensions, e.g., tensor, model, and data-level parallelism. Mapping models over tensor and model dimensions enables large model training at the cost of introducing distributed and orchestrated gradient synchronization. Last, we discuss electrical and energy design trade-offs for implementing massive computation and memory units capturing computation and data locality on a dataflow accelerator. The solution to all four aspects lies at the intersection of system-aware machine learning algorithms, dataflow-driven software systems, and scalable hardware design.","2152-3630","979-8-3503-9948-6","10.1109/CICC57935.2023.10121242","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10121242","","Training;Tensors;Costs;Computational modeling;Computer architecture;Parallel processing;Hardware","","1","","47","IEEE","11 May 2023","","","IEEE","IEEE Conferences"
"Artificial Intelligence in Action: Real-World Applications and Innovations","A. Banafa",NA,Artificial Intelligence in Action: Real-World Applications and Innovations,"","2025","","","i","xxx","This comprehensive book dives deep into the current landscape of AI, exploring its fundamental principles, development challenges, potential risks, and the cutting-edge breakthroughs that are propelling it forward. Artificial intelligence (AI) is rapidly transforming industries and societies worldwide through groundbreaking innovations and real-world applications. Starting with the core concepts, the book examines the various types of AI systems, generative AI models, and the complexities of machine learning. It delves into the programming languages driving AI development, data pipelines, model creation and deployment processes, while shedding light on issues like AI hallucinations and the intricate path of machine unlearning. The book then showcases the remarkable real-world applications of AI across diverse domains. From preventing job displacement and promoting environmental sustainability, to enhancing disaster response, drone technology, and even nuclear energy innovation, it highlights how AI is tackling complex challenges and driving positive change. The book also explores the double-edged nature of AI, recognizing its tremendous potential while cautioning about the risks of misuse, unintended consequences, and the urgent need for responsible development practices. It examines the intersection of AI and fields like operating system design, warfare, and semiconductor technology, underscoring the wide-ranging implications of this transformative force. As the quest for artificial general intelligence (AGI) and superintelligent AI systems intensifies, the book delves into cutting-edge research, emerging trends, and the pursuit of multimodal, explainable, and causally aware AI systems. It explores the symbiotic relationship between AI and human creativity, the rise of user-friendly ""casual AI,"" and the potential of AI to tackle open-ended tasks. This is an essential guide for understanding the profound impact of AI on our world today and its potential to shape our future. From the frontiers of innovation to the challenges of responsible development, this book offers a comprehensive and insightful exploration of the remarkable real-world applications and innovations driving the AI revolution.","","9788770046190","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10948951.pdf&bkn=10948919&pdfType=chapter","","","","","","","","3 Apr 2025","","","River Publishers","River eBook Chapters"
"Integrating Sustainable Big AI: Quantum Anonymous Semantic Broadcast","S. Tariq; U. Khalid; B. E. Arfeto; T. Q. Duong; H. Shin","Kyung Hee University, Republic of Korea; Kyung Hee University, Republic of Korea; Kyung Hee University, Republic of Korea; Memorial University of Newfoundland, Canada; Kyung Hee University, Republic of Korea",IEEE Wireless Communications,"14 Jun 2024","2024","31","3","86","99","Semantic communication (SC) with native artificial intelligence (AI) is a context-centric framework that intelligently extracts task-specific semantics from source data and efficiently regenerates the intended meaning at the destination. Hence, this computing-intensive methodology enables goal-oriented communication by maintaining a high semantic quality of service with a low requirement for data transfer. Recently, the emergence of big-AI foundation models, such as the generative pre-trained transformer and diffusion models with zero-shot task generalization and native cross-modal learning capabilities, has brought a paradigm shift in designing AI-native frameworks for wireless networks. However, deploying big AI in wireless networks involves inherent challenges, such as large training parameters and computing requirements. To address these challenges, we use sustainability techniques, such as pruning and fine-tuning, to create sustainable (lightweight) models from big AI, which can reduce the resource consumption and environmental impact in computation-heavy SC systems while preserving or enhancing the task performance. Moreover, classical communication networks lack quantum-safe communication security and data privacy. In this article, we prototype a sustainable big AI-native quantum anonymous SC system. In this framework, we leverage big-AI models for semantic retrieval processing, that is, semantic extraction and recovery, and employ quantum anonymous communication protocols to broadcast semantics. We detail the underlying functionalities, sustainable practices, and potential challenges of integrating big AI into a quantum anonymous semantic broadcast system. We also formulate case studies demonstrating the sustainability and reliability of the envisioned framework. This work provides a sustainable and quantum-safe semantic communication framework by integrating big AI and quantum anonymous communication.","1558-0687","","10.1109/MWC.007.2300503","Korean government (MSIT)(grant numbers:NRF-2022R1A4A3033401,IITP-2024-RS-2023-00266615); Canada Excellence Research Chair (CERC)(grant numbers:CERC-2022-00109); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558817","","Training;Adaptation models;Protocols;Computational modeling;Wireless networks;Semantics;Security;Context awareness;Broadcasting;Quantum communication;Artificial intelligence;Information retrieval","","7","","15","IEEE","14 Jun 2024","","","IEEE","IEEE Magazines"
"MuJo: Multimodal Joint Feature Space Learning for Human Activity Recognition","S. G. Fritsch; C. Oguz; V. F. Rey; L. Ray; M. Kiefer-Emmanouilidis; P. Lukowicz","Embedded Intelligence, DFKI, Kaiserslautern, Germany; Multilinguality and Language Technology, DFKI, Saarbrücken, Germany; Embedded Intelligence, DFKI, Kaiserslautern, Germany; Embedded Intelligence, DFKI, Kaiserslautern, Germany; Embedded Intelligence, DFKI, Kaiserslautern, Germany; Embedded Intelligence, DFKI, Kaiserslautern, Germany",2025 IEEE International Conference on Pervasive Computing and Communications (PerCom),"3 Jun 2025","2025","","","1","12","Human activity recognition (HAR) is a long-standing problem in artificial intelligence with applications in a broad range of areas, including healthcare, sports and fitness, security, and more. The performance of HAR in real-world settings is strongly dependent on the type and quality of the input signal that can be acquired. Given an unobstructed, high-quality camera view of a scene, computer vision systems, in particular in conjunction with foundation models, can today fairly reliably distinguish complex activities. On the other hand, recognition using modalities such as wearable sensors (which are often more broadly available, e.g., in mobile phones and smartwatches) is a more difficult problem, as the signals often contain less information and labeled training data is more difficult to acquire. To alleviate the need for labeled data, we introduce our comprehensive Fitness Multimodal Activity Dataset (FiMAD) in this work, which can be used with the proposed pre-training method MuJo (Multimodal Joint Feature Space Learning) to enhance HAR performance across various modalities. FiMAD was created using YouTube fitness videos and contains parallel video, language, pose, and simulated IMU sensor data. MuJo utilizes this dataset to learn a joint feature space for these modalities. We show that classifiers pre-trained on FiMAD can increase the performance on real HAR datasets such as MM-Fit, MyoGym, MotionSense, and MHEALTH. For instance, on MM-Fit, we achieve a Macro F1-Score of up to 0.855 when fine-tuning on only 2% of the training data and 0.942 when utilizing the complete training set for classification tasks. We compare our approach with other self-supervised ones and show that, unlike them, ours consistently improves compared to the baseline network performance while also providing better data efficiency.","2474-249X","979-8-3315-3551-3","10.1109/PerCom64205.2025.00020","Ministry of Education; Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11018705","multimodal representation learning;human activity recognition;multimodal fitness dataset","Training;Representation learning;Video on demand;Training data;Human activity recognition;Web sites;Security;Wearable sensors;Videos;Sports","","1","","52","IEEE","3 Jun 2025","","","IEEE","IEEE Conferences"
"Coughprint: Distilled Cough Representations From Speech Foundation Model Embeddings","B. Laska; P. Xi; J. J. Valdés; B. Wallace; J. Green; R. Goubran; F. Knoefel","Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; National Research Council Canada, Ottawa, ON, Canada; National Research Council Canada, Ottawa, ON, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada",IEEE Transactions on Instrumentation and Measurement,"11 Jun 2025","2025","74","","1","10","Supportive smart home systems with integrated sensors capable of measuring cough frequency and severity can support independent living and aging in place by helping monitor the state of acute and chronic health conditions. Previously, we showed that embeddings from speech foundation models are effective cough representations for a range of cough measurement applications. While powerful, the large compute and memory requirements of these models prevents them from being deployed in embedded smart sensors. In this work, we use knowledge distillation to train edge-compute focused student models, making them feasible for the measurement, identification, and classification of cough sounds directly in the smart home. This embedded processing avoids the privacy and security concerns associated with transmission and storage of sensitive audio recordings in the cloud. We show that the student networks preserve the universal cough representation capabilities of the teacher, even generalizing to unseen classes such as speech, allowing the same network to be used for multiple downstream applications without any task-specific fine-tuning. A student network based on a 14-layer variant of ResNet achieved the highest aggregate quality score across the downstream evaluation tasks, even outperforming the foundation model teacher on certain tasks despite having over  $200\mathbf {\times }$  fewer parameters. Linear classification on the embeddings from the proposed student network achieves strong performance on a diverse set of cough measurement tasks, scoring 98.3% on cough/noncough discrimination, 90.3% on human sound classification, 94.8% on cougher verification, 84.4% on cougher identification, and 87.8% on wet/dry cough classification.","1557-9662","","10.1109/TIM.2025.3568985","National Research Council Canada through the Aging in Place Challenge Program(grant numbers:AiP-006-1); Accessibility Standards Canada/the Government of Canada.; Bruyère Health Research Institute Chair in Research in Technology for Aging in Place; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11024165","Aging in place;cough analysis;knowledge distillation;representation learning;smart home;speech foundation model","Foundation models;Monitoring;Representation learning;Speech recognition;Frequency measurement;Aging;Smart homes;Intelligent sensors;Training;Computational modeling","","","","50","Crown","6 Jun 2025","","","IEEE","IEEE Journals"
"Assessing Your Current State AI Ethics and Data Privacy","L. Pierson",Data-Mania,Data & AI Imperative: Designing Strategies for Exponential Growth,"","2024","","","215","234","<p>With respect to data projects and product development, one of the most often overlooked areas is that of artificial intelligence (AI) ethics and data privacy. Data‐first companies need to pay extra attention to current state provisions for data privacy and security. This requires the readers, the data strategist, to conduct a thorough assessment and identify gaps that need to be addressed immediately. The absence of roles like AI ethics officers or data stewards might indicate a lack of responsibility for ethical AI implementation. In reality, designing AI systems becomes vastly more complicated when we're working to address ethics and privacy issues that are inherent to building with foundation models. Model explainability is one of the hottest topics in the space. Developers are likely to argue that compliance is an unnecessary hindrance to progress.</p>","","9781394251971","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10982339.pdf&bkn=10964416&pdfType=chapter","","Law;Artificial intelligence;Data privacy;Ethics;Regulation;Companies;Reviews;Security;Interviews;Stakeholders","","","","","","2 May 2025","","","Wiley","Wiley AI eBook Chapters"
"ROK Defense M&S in the Age of Hyperscale AI: Concepts, Challenges, and Future Directions","Y. Lee; T. Park; Y. Kang; J. Kim; J. Kang","KAIST, South Korea; Center for Military Analysis and Planning, KIDA, South Korea; Center for Military Analysis and Planning, KIDA, South Korea; Center for Military Analysis and Planning, KIDA, South Korea; KAIST, South Korea",IEEE Internet of Things Magazine,"27 Feb 2025","2025","8","2","32","38","Integrating hyperscale AI into national defense M&S (Modeling and Simulation), under the expanding IoMDT (Internet of Military Defense Things) framework, is crucial for boosting strategic and operational readiness. We examine how IoMDT-driven hyperscale AI can provide high accuracy, speed, and the ability to simulate complex, interconnected battlefield scenarios in defense M&S. Countries like the United States and China are leading the adoption of these technologies, with varying levels of success. However, realizing the full potential of hyperscale AI requires overcoming challenges such as closed networks, sparse or “long-tail” data, complex decision-making processes, and a shortage of experts. Future directions highlight the need to adopt domestic foundation models, expand GPU/NPU investments, leverage large tech services, and employ open source solutions. These efforts will enhance national security, maintain a competitive edge, and spur broader technological and economic growth. With this blueprint, the Republic of Korea can strengthen its defense posture and stay ahead of emerging threats in modern warfare.","2576-3199","","10.1109/IOTM.001.2400157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10907847","","Economics;Heavily-tailed distribution;Foundation models;Decision making;Internet of Things;National security;Research and development;Open source software;Investment;Defense industry;Artificial intelligence;Modeling;Simulation","","","","12","IEEE","27 Feb 2025","","","IEEE","IEEE Magazines"
"Foundation Model-Based Federated Learning for Intrusion Detection in Drone-Aided Industrial IoT","S. Jiao; J. Wang; Z. Tong; Z. Wang; L. Tan; X. Zhang; K. I. Kostromitin","School of Cyber Science and Technology, Beihang University, Beijing, China; School of Cyber Science and Technology, Beihang University, Beijing, China; School of Cyber Science and Technology, Beihang University, Beijing, China; School of Electronic Information Engineering, Beihang University, Beijing, China; Shandong Computer Science Center, Qilu University of Technology, Jinan, China; School of Cyber Science and Technology, Beihang University, Beijing, China; Department of Physics of Nanoscale Systems, South Ural State University, Chelyabinsk, Russian",IEEE Internet of Things Journal,"","2025","PP","99","1","1","Drone networks are becoming increasingly significant in industrial Internet of Things (IIoT) applications. The limited resources of drones pose challenges in implementing robust security mechanisms that require substantial computation and power resources. Specifically, the inherent complexity of drone networks makes traditional intrusion detection systems (IDS) ineffective due to data imbalance and data scarcity. To address these challenges, this paper proposes a novel IDS framework that integrates conditional generative adversarial networks (CGANs) and utilizes the benefits from the systematic integration of foundation models within a federated learning (FL) paradigm. It leverages the CGANs to address the data issues ensures reliable performance and stable convergence against the foundation model. Moreover, our approach enhances data privacy relying on the differential privacy in FL and protects global model integrity through secure aggregation and updating. Simulation results show that the proposed framework achieve the accuracy rates of 91% and 99% on cyber and physical datasets, respectively. This framework achieves improvement ranging from 0.47% to 3.24% for cyber datasets and from 0.93% to 4.84% for physical datasets, which yields its superior performance in drone networks intrusion detection.","2327-4662","","10.1109/JIOT.2025.3597349","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11121664","Drone networks;industrial Internet of Things (IIoT);intrusion detection system (IDS);federated learning (FL);foundation model","Drones;Data models;Accuracy;Industrial Internet of Things;Training;Foundation models;Adaptation models;Intrusion detection;Computational modeling;Sampling methods","","","","","IEEE","11 Aug 2025","","","IEEE","IEEE Early Access Articles"
