"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Intelligent Querying System for Educational Statistics Using Pre-trained and Large Language Models","B. He; B. Yu; L. Song; Z. Liu; S. Chen; Q. Liu","Faculty of Artificial Intelligence in Education Central China Normal University, Wuhan, China; Education Management Information Center Ministry of Education, Beijing, China; Education Management Information Center Ministry of Education, Beijing, China; Education Management Information Center Ministry of Education, Beijing, China; Faculty of Artificial Intelligence in Education Central China Normal University, Wuhan, China; Wuhan Fiberhome Technical Services Co.,Ltd, Wuhan, China",2024 International Conference on Intelligent Education and Intelligent Research (IEIR),"14 Apr 2025","2024","","","1","8","Educational statistics play a crucial role in comprehending the current state of educational development and informing decision-making processes. However, traditional data querying systems, which heavily rely on precise SQL statements, often fail to adequately support non-expert users. To address these limitations, we propose an intelligent querying system that leverages a pre-trained language model and a large language model to facilitate natural language interactions for accessing educational statistical data. Our system consists of two main components: query element parsing and SQL statement generation. During the parsing phase, a fine-tuned PLM identifies and correlates relevant tables and elements from the database schema. In the subsequent generation phase, these matched tables and elements, along with the original query, are utilized by LLMs to generate SQL statements. This methodology improves the reliability of SQL generation while mitigating the complexities associated with prompt engineering and reducing the significant costs associated with LLM fine-tuning. The proposed system has been successfully implemented within relevant business units, demonstrating its practicality and effectiveness.","","979-8-3315-1982-7","10.1109/IEIR62538.2024.10959865","National Natural Science Foundation of China; Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959865","natural language to structured query language;educational statistics;query element parsing;SQL statements generation","Structured Query Language;Adaptation models;Accuracy;Databases;Terminology;Large language models;Scalability;Semantics;Vectors;Usability","","","","32","IEEE","14 Apr 2025","","","IEEE","IEEE Conferences"
"Enhancing Diagnostic Accuracy in Bangla: LLM Approaches to Gender Based Medical Specialty Prediction","R. I. Hemel; M. Asef; T. I. Tamiti","Electrical and Computer Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh; Electrical and Computer Engineering, Auburn University, Auburn, USA; Cyber Security Engineering, George Mason University, Fairfax, USA",2024 27th International Conference on Computer and Information Technology (ICCIT),"10 Jun 2025","2024","","","873","878","Question-answering (QA) is the most important form of communication and knowledge exchange. Medical QA, the first step of diagnosis, is used by medical professionals to find diseases experienced by patients. Recently, leveraging the transformer architecture, the latest machine learning models known as Large Language Models (LLMs) achieved state-of-the-art performance in various tasks including open- and closed-domain QA. LLMs can potentially revolutionize the overstretched healthcare systems of the least developing countries such as Bangladesh. In this paper, we have used various types of prompts to use the knowledge embedded in the billions of LLM parameters to find potential doctors based on the descriptions of the patient’s uneasiness. Then the LLMs outputs are parsed to suggest the relevant categories of doctors. The performance of the LLM was heavily dependent on the prompts, the size of the LLM, and portions of the medical data in the pre-training corpus. Based on our experimentation, GPT-4-Turbo demonstrated superior performance compared to other LLMs. Among open-source LLMs, Llama3-8b excelled in zero-shot prompting, while Mistral-7b showed better results in mixed prompting scenarios. However, Llama3-8b was the largest CO 2, resulting in a significant carbon footprint. In terms of balancing performance with considerations of time and accuracy, Qwen2-7b emerged as the most optimal among open-source models.","2474-9656","979-8-3315-1909-4","10.1109/ICCIT64611.2024.11022612","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022612","Medical Question-Answering (QA);LLMs;Specialist Recommendation;Prompt Engineering;Medical AI Applications","Measurement;Accuracy;Large language models;Prevention and mitigation;Medical specialties;Machine learning;Transformers;Prompt engineering;Medical diagnosis;Medical diagnostic imaging","","","","21","IEEE","10 Jun 2025","","","IEEE","IEEE Conferences"
"INTERTRANS: Leveraging Transitive Intermediate Translations to Enhance LLM-Based Code Translation","M. Macedo; Y. Tian; P. Nie; F. R. Cogo; B. Adams","School of Computing, Queen's University, Kingston, ON, Canada; School of Computing, Queen's University, Kingston, ON, Canada; Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada; Centre for Software Excellence, Huawei Canada, Kingston, ON, Canada; School of Computing, Queen's University, Kingston, ON, Canada",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","1153","1164","Code translation aims to convert a program from one programming language (PL) to another. This long-standing software engineering task is crucial for modernizing legacy systems, ensuring cross-platform compatibility, enhancing performance, and more. However, automating this process remains challenging due to many syntactic and semantic differences between PLs. Recent studies show that even advanced techniques such as large language models (LLMs), especially open-source LLMs, still struggle with the task. Currently, code LLMs are trained with source code from multiple programming languages, thus presenting multilingual capabilities. In this paper, we investigate whether such capabilities can be harnessed to enhance code translation. To achieve this goal, we introduce INTERTRANS, an LLM-based automated code translation approach that, in contrast to existing approaches, leverages intermediate translations to bridge the syntactic and semantic gaps between source and target PLs. INTERTRANS contains two stages. It first utilizes a novel Tree of Code Translation (ToCT) algorithm to plan transitive intermediate translation sequences between a given source and target PL, then validates them in a specific order. We evaluate INTERTRANS with three open LLMs on three benchmarks (i.e., CodeNet, HumanEval-X, and TransCoder) involving six PLs. Results show an absolute improvement of 18.3% to 43.3% in Computation Accuracy (CA) for INTERTRANS over Direct Translation with 10 attempts. The best-performing variant of INTERTRANS (with the Magicoder LLM) achieved an average CA of 87.3%-95.4% on three benchmarks.","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00236","Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2019-05071); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029964","automated code translation;large language models;LLM;tree of code translation;intermediate representation","Computer languages;Translation;Codes;Accuracy;Large language models;Semantics;Benchmark testing;Syntactics;Multilingual;Software engineering","","","","39","IEEE","23 Jun 2025","","","IEEE","IEEE Conferences"
"An AI Multi-Model Approach to DeFi Project Trust Scoring and Security","V. Mothukuri; R. M. Parizi; J. L. Massa; A. Yazdinejad","Decentralized Science Lab, College of Computing and Software Engineering, Kennesaw State University, USA; Decentralized Science Lab, College of Computing and Software Engineering, Kennesaw State University, USA; Decentralized Science Lab, College of Computing and Software Engineering, Kennesaw State University, USA; Cyber Science Lab, School of Computer Science, University of Guelph, Ontario, Canada",2024 IEEE International Conference on Blockchain (Blockchain),"18 Sep 2024","2024","","","19","28","Rampant scams plague decentralized finance (DeFi) projects, creating a DeFi credibility problem that limits the impact of DeFi advances in the availability and variety of financial services. This paper presents a novel solution to the DeFi credibility problem by developing an AI multi-model that generates TrustScore ratings for DeFi projects and clear explanations of the scores. We generate DeFi-project TrustScore by aggregating multiple factors that provide DeFi investors with a holistic view of DeFi project trustworthiness. To rate a DeFi project with a TrustS core, we combine the output of four AI pipelines that analyze smart contract code vulnerabilities, suspicious transactions, anomalous price changes to smart contracts, and social media scam sentiment. Applying four factors exponentially improves the trust-score accuracy over the single-factor approaches done historically. Two of the factors, anomalous price change, and social media sentiment, have not been used before to detect DeFi fraud. Furthermore, we enhanced the most critical factor, smart-contract code vulnerability detection, with the latest Large Language Models (LLMs). Our overall system is a multi-model composed of a TrustS core Explainer LLM that aggregates individual pipeline results, a fine-tuned GPT model to audit smart contract code, the Prophet forecasting tool, FinBERT tailored for financial Natural Language Processing (NLP), and XGBoost for classification. The proposed approach identifies a significant proportion of known fraudulent DeFi projects and generates an accurate and explained TrustScore. Thus, we address the DeFi credibility problem so that investors can make reliable decisions about DeFi projects.","2834-9946","979-8-3503-5159-0","10.1109/Blockchain62396.2024.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664378","DeFi;Decentralized Finance;Security;Scam Detection;Rug Pull;AI;LLMs;GPT","Codes;Accuracy;Social networking (online);Smart contracts;Pipelines;Finance;Decentralized applications","","1","","59","IEEE","18 Sep 2024","","","IEEE","IEEE Conferences"
"A Comprehensive Analysis of Unified Approaches for Revealing Code Clone Detection","P. V. Bhaskar; Geetika","School of Computer Science and Engineering, Lovely Professional University, Phagwara, India; School of Computer Science and Engineering, Lovely Professional University, Phagwara, India",2024 4th International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS),"13 Feb 2025","2024","","","946","953","Code clone detection can be crucial in software maintenance, because of clone occurrences have potential of causing errors, raise costs, or results in unsynchronized modify. Analyzing the limitation of the existing clone detection method, we found that while the token and AST thin methods have been rather successful at detecting simpler clone types, they are significantly inadequate when used for identifying Type III and Type IV clones. The latter are especially significant in cross-language cases in which mere conjunctions of syntactic predicates are insufficient. This paper introduces an enhanced method for code clone detection through combining token-based, abstract syntax tree based, program dependency graph based, and machine learning based clone detection methods in a single framework. In this paper, we developed a scalable approach using adaptive ensemble weighting and fine-tuned LLMs that improved the precision over all types of clones together with low FPs in both languages. The selective execution model of the proposed approach also improves resource utilization making it possible to work on large codebase. Experimental outcomes prove that the proposed approach has higher accuracy, precision, and less computation time compared with the state-of-the-art techniques for clone detection, which make it a valuable contribution for clone detection study.","","979-8-3315-2963-5","10.1109/ICUIS64676.2024.10866000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10866000","Code clone detection;multilayered framework;semantic clones;adaptive ensemble;large language models;cross-language detection;software maintenance","Software maintenance;Codes;Accuracy;Computational modeling;Scalability;Cloning;Syntactics;Ubiquitous computing;Real-time systems;Resource management","","","","20","IEEE","13 Feb 2025","","","IEEE","IEEE Conferences"
"Optimized Transformer Models: ℓ′ BERT with CNN-like Pruning and Quantization","M. H. Haider; S. Valarezo-Plaza; S. Muhsin; H. Zhang; S. -B. Ko",NA; NA; NA; NA; NA,2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","Optimizing techniques for neural network architectures aimed at the edge are complex and intricate, which makes them non-universal. Edge computing and artificial intelligence overlap to enhance data security by enabling data processing at the source, mitigating any risk during data transfer. As data security concerns are growing among world governments, AI on edge has become a highly relevant field of modern research. There is a strict need to harness the power of Convolutional Neural Networks (CNNs) and Transformer networks on resource-constrained edge devices. Although many pruning and quantization techniques have been proposed for CNNs, they may not be directly applied to transformers due to the different computation patterns. This paper will explore the implications of two fundamental techniques: pruning and quantization. We will conduct a comparative analysis to explore the applicability of optimization techniques in Transformers, originally designed for CNNs, for real-world edge deployment. Experimental results show that significant improvement in compression ratio can be achieved while the accuracy of the transformer models is maintained.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558045","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558045","Transformers;BERT;Natural Language Processing;Optimization Techniques;Model Compression;Quantization;Pruning;Compression Methods for Deep Learning","Quantization (signal);Sensitivity;Data security;Pipelines;Neural networks;Transformers;Convolutional neural networks","","1","","26","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"Deriving Domain Models From User Stories: Human vs. Machines","M. Bragilovski; A. T. Van Can; F. Dalpiaz; A. Sturm","Ben-Gurion University of the Negev, Israel; Utrecht University, The Netherlands; Utrecht University, The Netherlands; Ben-Gurion University of the Negev, Israel",2024 IEEE 32nd International Requirements Engineering Conference (RE),"21 Aug 2024","2024","","","31","42","Domain models play a crucial role in software development, as they provide means for communication among stakeholders, for eliciting requirements, and for representing the information structure behind a database scheme or at the basis of model-driven development. However, creating such models is a tedious activity and automated support may assist in obtaining an initial domain model that can later be enriched by human analysts. In this paper, we propose an experimental comparison of the effectiveness of various approaches for deriving domain models from a given set of user stories. We contrast human derivation with machine derivation; for the latter, we compare (i) the Visual Narrator: an existing rule-based NLP approach; (ii) a machine-learning classifier that we feature engineered; and (iii) a generative AI approach that we constructed via prompt engineering. Based on a benchmark dataset that consists of nine collections of user stories and corresponding domain models, the evaluation indicates that no approach matches human performance, although a tuned version of the machine learning approach comes close. To better understand the results, we qualitatively analyze them and identify differences in the types of false positives as well as other factors that affect performance.","2332-6441","979-8-3503-9511-2","10.1109/RE59067.2024.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10628499","Requirements Engineering;Domain Models;Machine Learning;Model Derivation;User Stories;Large Language Models","Analytical models;Visualization;Databases;Machine learning;Benchmark testing;Stakeholders;Requirements engineering","","1","","46","IEEE","21 Aug 2024","","","IEEE","IEEE Conferences"
"Anaphora Resolution in Software Requirements Engineering: A Comparison of Generative NLP Pipelines and Encoder-Based Models","S. Yildirim; G. Malik; M. Cevik; A. Başar","Data Science Lab, Toronto Metropolitan University, Istanbul Bilgi University, Toronto, Canada; Data Science Lab, Toronto Metropolitan University, Toronto, Canada; Data Science Lab, Toronto Metropolitan University, Toronto, Canada; Data Science Lab, Toronto Metropolitan University, Toronto, Canada",2024 34th International Conference on Collaborative Advances in Software and COmputiNg (CASCON),"17 Jan 2025","2024","","","1","6","In the field of requirements engineering (RE), anaphoric ambiguity can negatively impact the quality of requirements and could even threaten the success of a project. If different stakeholders like testers or customers interpret software requirements differently, the system might fail to pass the customer validation stage. On the other hand, a robust anaphora resolution model clarifies the writing process of requirements by accurately indicating the pronoun references. In this study, we exploited the power of generative NLP pipelines and compared their performance with the extractive Question Answering (or sequence labeling) technique. We conducted extensive numerical experiments including text-to-text pipelines and compared them with encoder-based models on two public requirements datasets. Our experiments revealed that a sufficiently large T5 model can yield better results than encoder-based models. We've utilized methods such as Lora to effectively address the complexity of training large language models. Our study indicated that the generative approach outperforms classification-based models for anaphora resolution tasks in Software Requirement texts.","","979-8-3315-0483-0","10.1109/CASCON62161.2024.10837905","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837905","Requirements Engineering;Ambiguity;Anaphora resolution;Transformers","Training;Adaptation models;Large language models;Computational modeling;Pipelines;Writing;Software;Numerical models;Requirements engineering;Stakeholders","","1","","20","IEEE","17 Jan 2025","","","IEEE","IEEE Conferences"
"AutoRed: Automated Attack Scenario Generation Framework for Red Teaming of LLMs","Z. Wang; M. A. Tayebi","School of Computing Science, Simon Fraser University, Burnaby, Canada; School of Computing Science, Simon Fraser University, Burnaby, Canada",2024 IEEE International Conference on Big Data (BigData),"16 Jan 2025","2024","","","2376","2383","Even though Large Language Models (LLMs) are highly beneficial, they pose significant security concerns, particularly in the realm of privacy protection. Sensitive information is often provided to LLMs during conversations and may be retained as in-context memory. This raises the risk of unintended data exposure. In the existing paradigm, a red team comprising human testers is tasked with generating input prompts (i.e., test cases) to provoke undesirable responses from LLMs. Yet, relying solely on human testers is both costly and time-intensive. This paper presents AutoRed, an innovative learning framework developed to automatically generate malicious attack scenarios for extracting sensitive information from LLMs. Our framework places particular emphasis on prompt injection—the process of injecting malicious prompts to extract conversation histories from LLMs to uncover private data. AutoRed comprises three key components: malicious prompt generator, sensitive information extractor, and stop point identifier. These components work together to enable prompt injection, ensuring a seamless process. Our extensive experimental evaluation, spanning diverse defense strategies and various LLMs, demonstrates the efficacy of AutoRed. This evaluation not only rigorously assesses the resilience of defense mechanisms but also measures the safety alignment of LLMs, thereby highlighting the potential of our automated framework as an efficient red teaming tool for identifying vulnerabilities and enhancing security within LLMs.","2573-2978","979-8-3503-6248-0","10.1109/BigData62323.2024.10825267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10825267","Large Language Model;Red Teaming;Prompt Injection;Reinforcement Learning;Supervised Fine-tuning","Privacy;Training data;Oral communication;Robustness;Security;Data mining;Scenario generation;Standards;Testing;Resilience","","","","31","IEEE","16 Jan 2025","","","IEEE","IEEE Conferences"
"Copilot-in-the-Loop: Fixing Code Smells in Copilot-Generated Python Code using Copilot","B. Zhang; P. Liang; Q. Feng; Y. Fu; Z. Li","School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Central China Normal University, Wuhan, China",2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"29 Nov 2024","2024","","","2230","2234","As one of the most popular dynamic languages, Python experiences a decrease in readability and maintainability when code smells are present. Recent advancements in Large Language Models have sparked growing interest in AI-enabled tools for both code generation and refactoring. GitHub Copilot is one such tool that has gained widespread usage. Copilot Chat, released in September 2023, functions as an interactive tool aimed at facilitating natural language-powered coding. However, limited attention has been given to understanding code smells in Copilot-generated Python code and Copilot Chat’s ability to fix the code smells. To this end, we built a dataset comprising 102 code smells in Copilot-generated Python code. Our aim is to first explore the occurrence of code smells in Copilot-generated Python code and then evaluate the effectiveness of Copilot Chat in fixing these code smells employing different prompts. The results show that 8 out of 10 types of code smells can be detected in Copilot-generated Python code, among which Multiply-Nested Container is the most common one. For these code smells, Copilot Chat achieves a highest fixing rate of 87.1%, showing promise in fixing Python code smells generated by Copilot itself. In addition, the effectiveness of Copilot Chat in fixing these smells can be improved by providing more detailed prompts.CCS CONCEPTS• Software and its engineering → Software maintenance tools.","2643-1572","979-8-4007-1248-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10764839","Code Smell;Code Quality;Code Refactoring;GitHub Copilot","Software maintenance;Codes;Large language models;Containers;Encoding;Python;Software engineering;Software development management","","","","34","","29 Nov 2024","","","IEEE","IEEE Conferences"
