"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"LLM-Aided Automatic Modeling for Security Protocol Verification","Z. Mao; J. Wang; J. Sun; S. Qin; J. Xiong","Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Singapore Management University, Singapore; Xidian University, China; East China Normal University, China",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","642","654","Symbolic protocol analysis serves as a pivotal technique for protocol design, security analysis, and the safeguarding of information assets. Several modern tools such as Tamarin and ProVerif have been proven successful in modeling and verifying real-world protocols, including complex protocols like TLS 1.3 and 5G AKA. However, developing formal models for protocol verification is a non-trivial task, which hinders the wide adoption of these powerful tools in practical protocol analysis. In this work, we aim to bridge the gap by developing an automatic method for generating symbolic protocol models using Large Language Models (LLMs) from protocol descriptions in natural language document. Although LLMs are powerful in various code generation tasks, it is shown to be ineffective in generating symbolic models (according to our empirical study). Therefore, rather than applying LLMs naively, we carefully decompose the symbolic protocol modeling task into several stages so that a series of formal models are incrementally developed towards generating the final correct symbolic model. Specifically, we apply LLMs for semantic parsing, enable lightweight manual interaction for disambiguation, and develop algorithms to transform the intermediate models for final symbolic model generation. To ensure the correctness of the generated symbolic model, each stage is designed based on a formal execution model and the model transformations are proven sound. To the best of our knowledge, this is the first work aiming to generate symbolic models for protocol verification from natural language documents. We also introduce a benchmark for symbolic protocol model generation, with 18 real-world security protocol's text description and their corresponding symbolic models. We then demonstrate the potential of our tool, which successfully generated correct models of moderate scale in 10 out of 18 cases. Our tool is released at [1].","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029741","Automatic modeling;Symbolic analysis;LLMs","Analytical models;Protocols;Codes;Large language models;Natural languages;Semantics;Transforms;Manuals;Security;Software engineering","","","","58","IEEE","23 Jun 2025","","","IEEE","IEEE Conferences"
"A Review on Multi-Agent Systems and JADE Applications in Microgrids","S. E. Eyimaya; N. Altin; A. Nasiri","Department of Electronics and Automation, TUSAS-Kazan Vocational School, GaziUniversity, Ankara, Turkey; Department of Electrical-Electronics Engineering, Faculty of Technology, Gazi University, Ankara, Turkey; Electrical Engineering Department, College of Engineering and Computing, University of South Carolina (USC), SC, USA",2024 12th International Conference on Smart Grid (icSmartGrid),"3 Jul 2024","2024","","","623","628","The microgrid systems include distributed energy resources such as photovoltaic systems, wind energy conversion systems, and synchronous generators, energy storage devices, and loads. In order to achieve a smooth operation of all these resources and energy sutainability, a proper control mechanism is needed that considers elements of the system and optimization goals. In this control mechanism, each unit’s situation is important and therefore, a communication system within the microgrid must be established. Thanks to this communication, units are aware of each other's situation and can determine actions. This communication is provided by agents assigned as message carriers between units in a microgrid. Multi-agent systems have emerged as a promising approach to realize and optimize energy management in microgrids. In this study, agent and multi-agent system structures used in microgrids are introduced and communication platforms are examined. Java Agent Development Environment (JADE), one of the platforms used to design multi-agent-based systems, is reviewed and its use in microgrids is described.","","979-8-3503-6161-2","10.1109/icSmartGrid61824.2024.10578156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10578156","Agent;JADE;microgrids;multi agent system","Reviews;Decentralized control;Microgrids;Synchronous generators;Distributed power generation;Smart grids;Energy management","","1","","40","IEEE","3 Jul 2024","","","IEEE","IEEE Conferences"
"Goal-Guided Generative Prompt Injection Attack on Large Language Models","C. Zhang; M. Jin; Q. Yu; C. Liu; H. Xue; X. Jin",Xi'an Jiaotong-Liverpool University; Xi'an Jiaotong-Liverpool University; University of Liverpool; Xi'an Jiaotong-Liverpool University; Xi'an Jiaotong-Liverpool University; Xi'an Jiaotong-Liverpool University,2024 IEEE International Conference on Data Mining (ICDM),"21 Feb 2025","2024","","","941","946","Current large language models (LLMs) provide a strong foundation for large-scale user-oriented natural language tasks. Numerous users can easily inject adversarial text or instructions through the user interface, thus causing LLM model security challenges. Although there is much research on prompt injection attacks, most black-box attacks use heuristic strategies. It is unclear how these heuristic strategies relate to the success rate of attacks and thus effectively improve model robustness. To solve this problem, we redefine the goal of the attack: to maximize the KL divergence between the conditional probabilities of the clean text and the adversarial text. Furthermore, we prove that maximizing the KL divergence is equivalent to maximizing the Mahalanobis distance between the embedded representation $x$ and $x^{\prime}$ of the clean text and the adversarial text when the conditional probability is a Gaussian distribution and gives a quantitative relationship on $x$ and $x^{\prime}$. Then we designed a simple and effective goal-guided generative prompt injection strategy (G2PIA) to find an injection text that satisfies specific constraints to achieve the optimal attack effect approximately. Notably, our attack method is a query-free black-box attack method with a low computational cost. Experimental results on seven LLM models and four datasets show the effectiveness of our attack method.","2374-8486","979-8-3315-0668-1","10.1109/ICDM59182.2024.00119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10884369","Prompt Injection;KL-divergence;LLM;Mahalanobis Distance","Large language models;Computational modeling;Natural languages;Closed box;Gaussian distribution;User interfaces;Linear programming;Robustness;Security;Data mining","","4","","32","IEEE","21 Feb 2025","","","IEEE","IEEE Conferences"
"ConnectGPT: Connect Large Language Models with Connected and Automated Vehicles","K. Tong; S. Solmaz","Virtual Vehicle Research GmbH, Graz, Austria; Virtual Vehicle Research GmbH, Graz, Austria",2024 IEEE Intelligent Vehicles Symposium (IV),"15 Jul 2024","2024","","","581","588","This paper explores the intersection of recent AI advancements and Intelligent Transportation Systems (ITS), specifically focusing on enhancing the capabilities of Connected and Automated Vehicles (CAVs) in dynamic traffic scenarios. While combinations of vehicular sensors and AI offer promising prospects for advanced environmental perception, challenges still persist in accurately identifying dangers during the transition to automated traffic. The ESRIUM project, funded by the EU Horizon 2020 Programme, aims to address these challenges by developing digital maps representing road deterioration and employing Vehicle-to-Everything (V2X) communication to generate infrastructure-assisted routing recommendations for CAVs. While the solutions for sending standardized safety messages and controlling enabled CAVs were demonstrated in the ESRIUM project, the solution for the automatic generation of Cooperative Intelligent Transport Systems (C-ITS) safety messages was not studied. In this paper, we propose a pipeline named ""ConnectGPT"", which connects Large Language Models (LLMs) with CAVs, utilizing GPT-4, to observe traffic conditions, identify conditions that can endanger the flow of traffic, and automate the generation of the corresponding standardized C-ITS messages, such as Decentralized Environmental Notification Message (DENM) about the actual safety problem. Practical experiments with ongoing development show potential for real-world applications, which can significantly improve traffic management efficiency and enhance the security of all traffic participants, marking a crucial advancement in the integration of AI tools in ITS.","2642-7214","979-8-3503-4881-1","10.1109/IV55156.2024.10588835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10588835","","Large language models;Roads;Pipelines;Focusing;Routing;Safety;Security","","3","","25","IEEE","15 Jul 2024","","","IEEE","IEEE Conferences"
"AI-Augmented Software Development: Boosting Efficiency and Quality","S. Pangavhane; G. Raktate; P. Pariane; K. Shelar; R. Wakchaure; J. N. Kale","Department of Computer Engineering, Sanjivani College of Engineering, Pune, India; Department of Computer Engineering, Sanjivani College of Engineering, Pune, India; Department of Computer Engineering, Sanjivani College of Engineering, Pune, India; Department of Computer Engineering, Sanjivani College of Engineering, Pune, India; Department of Computer Engineering, Sanjivani College of Engineering, Pune, India; Department of Computer Engineering, Sanjivani College of Engineering, Pune, India",2024 International Conference on Decision Aid Sciences and Applications (DASA),"17 Jan 2025","2024","","","1","5","Software developer's approaches to coding, testing, and deployment are changing due to the incorporation of Artificial Intelligence (AI) into software development. AI-Augmented Software Development Tools simplify repetitive activities, boost productivity, and lessen the cognitive load on developers by utilizing machine learning, natural language processing (NLP), and other AI techniques. These tools support several development phases, including DevOps optimization, testing automation, problem discovery, and code generation. For example, AI-driven systems find flaws and inefficiencies in the code, while AI-powered code generation tools like GitHub Copilot help with code suggestion and completion. Additionally, AI automates debugging and test case creation, ensuring the scalability and dependability of software systems. Artificial intelligence (AI) improves quality assurance in complex contexts such as microservices and APIs by maximizing test coverage and identifying abnormalities. Additionally, AI-powered assistants help guide engineers through code inspections, security checks, and performance optimization. Notwithstanding these advantages, there are drawbacks to using AI tools, such as privacy issues and an excessive reliance on automation. With continued development, these tools have the potential to not only expedite development but also redirect the developer's attention towards more complex problem resolution, thereby transforming software engineering methodologies. [7]","","979-8-3503-6910-6","10.1109/DASA63652.2024.10836523","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10836523","Artificial Intelligence (AI);Generative AI;Software Development;Machine Learning;Software Testing;APIs;Quality Assurance","Productivity;Codes;Automation;Software systems;Natural language processing;Encoding;Artificial intelligence;Optimization;Software development management;Software engineering","","1","","9","IEEE","17 Jan 2025","","","IEEE","IEEE Conferences"
"Effective Vulnerable Function Identification based on CVE Description Empowered by Large Language Models","Y. Wu; M. Wen; Z. Yu; X. Guo; H. Jin","National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Huazhong University of Science and Technology (HUST), Wuhan, China; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Huazhong University of Science and Technology (HUST), Wuhan, China; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Huazhong University of Science and Technology (HUST), Wuhan, China; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Huazhong University of Science and Technology (HUST), Wuhan, China; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Huazhong University of Science and Technology (HUST), Wuhan, China",2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"29 Nov 2024","2024","","","393","405","Open-source software (OSS) has profoundly transformed the software development paradigm by facilitating effortless code reuse. However, in recent years, there has been an alarming increase in disclosed vulnerabilities within OSS, posing significant security risks to downstream users. Therefore, analyzing existing vulnerabilities and precisely assessing their threats to downstream applications become pivotal. Plenty of efforts have been made recently towards this problem, such as vulnerability reachability analysis and vulnerability reproduction. The key to these tasks is identifying the vulnerable function (i.e., the function where the root cause of a vulnerability resides). However, public vulnerability datasets (e.g., NVD) rarely include this information as pinpointing the exact vulnerable functions remains to be a longstanding challenge.Existing methods mainly detect vulnerable functions based on vulnerability patches or Proof-of-Concept (PoC). However, such methods face significant limitations due to data availability and the requirement for extensive manual efforts, thus hindering scalability. To address this issue, we propose a novel approach VFFinder that localizes vulnerable functions based on Common Vulnerabilities and Exposures (CVE) descriptions and the corresponding source code utilizing Large Language Models (LLMs). Specifically, VFFinder adopts a customized in-context learning (ICL) approach based on CVE description patterns to enable LLM to extract key entities. It then performs priority matching with the source code to localize vulnerable functions. We assess the performance of VFFinder on 75 large open-source projects. The results demonstrate that VFFinder surpasses existing baselines significantly. Notably, the Top-1 and MRR metrics have been improved substantially, averaging 4.25X and 2.37X respectively. We also integrate VFFinder with Software Composition Analysis (SCA) tools, and the results show that our tool can reduce the false positive rates of existing SCA tools significantly.","2643-1572","979-8-4007-1248-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10765043","Vulnerability Analysis;Vulnerable Function;Large Language Model","Measurement;Codes;Large language models;Source coding;Scalability;Security;Reachability analysis;Open source software;Software engineering;Software development management","","1","","61","","29 Nov 2024","","","IEEE","IEEE Conferences"
"Security Risks Concerns of Generative AI in the IoT","H. Xu; Y. Li; O. Balogun; S. Wu; Y. Wang; Z. Cai","Kennesaw State University, USA; Georgia State University, USA; Georgia State University, USA; Kennesaw State University, USA; Georgia State University, USA; Georgia State University, USA",IEEE Internet of Things Magazine,"2 May 2024","2024","7","3","62","67","In an era where the Internet of Things (IoT) intersects increasingly with generative Artificial Intelligence (AI), this article scrutinizes the emergent security risks inherent in this integration. We explore how generative AI drives innovation in IoT and we analyze the potential for data breaches when using generative AI and the misuse of generative AI technologies in IoT ecosystems. These risks not only threaten the privacy and efficiency of IoT systems but also pose broader implications for trust and safety in AI-driven environments. The discussion in this article extends to strategic approaches for mitigating these risks, including the development of robust security protocols, the multi-layered security approaches, and the adoption of AI technological solutions. Through a comprehensive analysis, this article aims to shed light on the critical balance between embracing AI advancements and ensuring stringent security in IoT, providing insights into the future direction of these intertwined technologies.","2576-3199","","10.1109/IOTM.001.2400004","National Science Foundation(grant numbers:2413622,2244219,2231209,2315596,2146497); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10517500","","Privacy;Protocols;Generative AI;Ecosystems;Transforms;Safety;Artificial intelligence;Internet of Things;Risk management","","11","","15","IEEE","2 May 2024","","","IEEE","IEEE Magazines"
"Providing security for NFC-based payment systems using a management authentication server","A. Al-Haj; M. A. Al-Tameemi","Department of Computer Engineering, King Abdullah II Faculty of Engineering Princess Sumaya University for Technology, Amman, Jordan; Department of Computer Engineering, King Abdullah II Faculty of Engineering Princess Sumaya University for Technology, Amman, Jordan",2018 4th International Conference on Information Management (ICIM),"25 Jun 2018","2018","","","184","187","Recent models of mobile phones have been designed to offer many services such as mobile e-commerce, e-ticketing, e-payment, among many other services. Of a particular importance nowadays is the NFC-enabled mobiles in which the NFC technology allowed the integration of services from various applications into one single mobile. However, the EMV protocol, which is currently used to provide the required security for NFC-based payment systems, has two serious vulnerabilities between user payment devices and the merchants' point of sales which could lead to obvious risks for users. These two security vulnerabilities must be treated to secure NFC-based mobile payment transactions. In this paper a protocol is proposed to improve the security of EMV by adding a new security layer. The security provided by the protocol to EMV has been verified against major security attacks.","","978-1-5386-6147-5","10.1109/INFOMAN.2018.8392832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8392832","NFC-based payment systems;EMV protocol;mutual authentication;MAS","Protocols;Authentication;Servers;Cryptography;Mobile handsets;Banking","","5","","12","IEEE","25 Jun 2018","","","IEEE","IEEE Conferences"
"Adversarial Attacks on IoT Systems Leveraging Large Language Models","W. Shan; T. Long; Z. Zhou","School of information Engineering, China University of Geoscience (Beijing), Beijing, China; School of information Engineering, China University of Geoscience (Beijing), Beijing, China; School of information Engineering, China University of Geoscience (Beijing), Beijing, China","2024 International Conference on Identification, Information and Knowledge in the Internet of Things (IIKI)","17 Mar 2025","2024","","","154","159","Internet of Things (IoT) devices have revolutionized various sectors by providing enhanced connectivity and automated services. However, the integration of these devices into complex networks has introduced significant security challenges. Concurrently, advancements in Language Model (LLM) technologies, exemplified by large-scale models like GPT-4, have given rise to sophisticated cyber-attack strategies. With the widespread use of various large language models, these models may generate a large amount of offensive and socially detrimental content during their use. In response, the primary focus of model developers is to adjust alignment models to prevent the generation of harmful content. Meanwhile, adversarial attackers focus on achieving “jailbreaks” to bypass the alignment measures of model developers, thereby generating harmful content and testing the effectiveness of model alignment. The main attack methods currently include prompt injection, unsafe output handling, denial of service, and general adversarial attacks. We selected the Llama-2-7b large language model as the experimental test model and constructed IoT related issues to achieve the generation of harmful content and desired responses.","","979-8-3315-1063-3","10.1109/IIKI65561.2024.00035","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10917640","Large Language Model;The Internet of Things;Adversarial Attacks","Large language models;Complex networks;Internet of Things;Security;Cyberattack;Testing","","","","24","IEEE","17 Mar 2025","","","IEEE","IEEE Conferences"
"GPT-2 Modelleri Kullanarak Haber Özetinden Başlık ve Başlıktan Haber Özeti Üretimi Generation of Headline from News Summary and News Summary from Headline Using GPT-2 Models","E. Egriboz; M. F. Amasyalı","BİLGEM, TÜBİTAK, Kocaeli, Türkiye; Bilgisayar Mühendisliği Bölümü, Yıldız Teknik Üniversitesi, İstanbul, Türkiye",2024 Innovations in Intelligent Systems and Applications Conference (ASYU),"28 Nov 2024","2024","","","1","6","Generative Pre-trained Transformer 2 (GPT-2) has an important role among the generative language models used for next token prediction. Studies using GPT-2 models include tasks performed with text-based generative networks, such as text summarization, question answering, feature extraction, and prompt engineering. Fundamentally, prompt engineering and fine-tuning is the continued training of pre-trained models with appropriate textual input to generate the expected textual output from a large language model and evaluating it in terms of outputs. In our study to measure the understanding, interpretation, and meaningful text generation ability of GPT-2 models, large language models were used within the framework of prompt engineering and fine-tuning for the purpose of generating a news summary when its headline was given as input, and vice versa when news summary was given as input, to generate the headline. In our experiments, four GPT-2 language models ofdifferent sizes from the Cosmos Research Group of the Computer Engineering Department of Yildiz Technical University were used in various combinations with two different news datasets, with and without fine-tuning. Our experimental results show that generative models for generating headlines from news summaries and news summaries from headlines produce promising results.","2770-7946","979-8-3503-7943-3","10.1109/ASYU62119.2024.10756989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10756989","Turkish large language model;large language model;GPT-2;text generation;news text processing;summary;headline;text summarization;headline generation;prompt engineering","Training;Technological innovation;Computational modeling;Large language models;Text summarization;Predictive models;Transformers;Question answering (information retrieval);Prompt engineering;Intelligent systems","","","","0","IEEE","28 Nov 2024","","","IEEE","IEEE Conferences"
