"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Agent Architecture for Peer-to-Peer Electricity Trading based on Blockchain Technology","Y. Mezquita; A. S. Gazafroudi; J. M. Corchado; M. Shafie-Khah; H. Laaksonen; A. Kamišalić","BISITE Research Group, University of Salamanca, Salamanca, Spain; BISITE Research Group, University of Salamanca, Salamanca, Spain; School of Technology and Innovations, University of Vaasa, Vaasa, Finland; BISITE Research Group, University of Salamanca, Salamanca, Spain; School of Technology and Innovations, University of Vaasa, Vaasa, Finland; Faculty of Electrical Engineering and Computer Science, University of Maribor, Maribor, Slovenia","2019 XXVII International Conference on Information, Communication and Automation Technologies (ICAT)","23 Dec 2019","2019","","","1","6","The security of smart grids is put at risk due to their automation and remote access features. Blockchain technology can be used as a distributed ledger where data is stored and all the data transactions between the different entities of a smart grid are signed to protect them from such attacks. This paper proposes a multi-agent system (MAS) that combines smart contracts and blockchain to enable Peer-to-Peer electricity trading in a MicroGrid (MG) scenario, without the need for human intervention. The use of blockchain technology helps reduce transaction costs and allows to make micro transactions in the proposed market. Blockchain also improves the security of the platform because all the involved actors can be certain about the authorship of the information produced in the system. Finally, the use of a MAS and the possibility of negotiating between the agents helps obtain an optimal state in the system in which the costs of energy are minimal and the local production of energy is profitable.","2643-1858","978-1-7281-4543-3","10.1109/ICAT47117.2019.8938926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8938926","Blockchain;local electricity market;multi-agent system;peer-to-peer;smart grid","Automation;Smart contracts;Electricity supply industry;Power markets;Blockchains;Peer-to-peer computing;Smart grids;Security;Standards;Multi-agent systems","","21","","26","IEEE","23 Dec 2019","","","IEEE","IEEE Conferences"
"Communications in distributed smart grid control: Software-defined vs. legacy networks","N. Dorsch; F. Kurtz; C. Wietfeld","Communication Networks Institute, TU Dortmund University; Communication Networks Institute, TU Dortmund University; Communication Networks Institute, TU Dortmund University",2017 IEEE Conference on Energy Internet and Energy System Integration (EI2),"4 Jan 2018","2017","","","1","6","To deal with the challenges of increasingly fluctuating power flows in future energy systems, distributed control using a Multi-Agent System (MAS) is considered a promising solution. However, these agents require appropriate Information and Communication Technology (ICT) infrastructures to coordinate their actions. Software-Defined Networking (SDN) is a novel approach for dynamic and flexible configuration of communication networks, which enables integration of reliability and security enhancing measures, while optimizing network load and cost efficiency. In this work, the concept of SDN and traditional networking are compared regarding their applicability for establishing distributed power grid control. In particular, we discuss the aspects of security, reliability, transmission paradigms, topology detection and configuration effort. Using a typical transmission grid scenario, derived from the well-established New England Test System (NETS), we demonstrate the capabilities of SDN to improve significantly on the reliability of MAS communications, while incurring minimal administration overhead. Overall, our study indicates clear benefits of applying SDN for distributed power grid control.","","978-1-5386-1427-3","10.1109/EI2.2017.8245292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8245292","","Power grids;IP networks;Communication networks;Network topology;Topology;Substations;Power system reliability","","7","","24","IEEE","4 Jan 2018","","","IEEE","IEEE Conferences"
"AI Powered Transformative Post Generator for LinkedIn using LLM and Explicit Filter","V. Jain; Y. Goel; S. G; M. Uma","Department of Computational Intelligence, SRM Institute of Science and Technology, Kattankulathur, TamilNadu, India; Department of Computational Intelligence, SRM Institute of Science and Technology, Kattankulathur, TamilNadu, India; Department of Computational Intelligence, SRM Institute of Science and Technology, Kattankulathur, TamilNadu, India; Department of Computational Intelligence, SRM Institute of Science and Technology, Kattankulathur, TamilNadu, India","2023 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","19 Mar 2024","2023","","","1","7","This research paper presents an advanced LinkedIn post generator that utilizes cutting-edge Language Models (LLMs) to discern user intent and generate contextually relevant content. The system meticulously analyzes user input to craft professional and engaging LinkedIn posts. This tool has signifi- cant potential for individuals and businesses seeking to enhance content creation and maintain a consistent social media presence. Our paper encompasses natural language processing techniques, prompt engineering, and a user-friendly interface design. It includes an explicit content filter to ensure the production of appropriate and professional content in line with LinkedIn's standards. This paper provides a comprehensive overview of our development process, technology stack, user intent recognition methodology, and user interface design. We also discuss the practical applications, benefits, and implications of this tool for improving online presence and content creation efficiency within professional social media platforms. This research contributes to the growing field of AI-driven content generation in the context of professional networking platforms.","","979-8-3503-1920-0","10.1109/ICSES60034.2023.10465576","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10465576","LPG-LinkedIn Post Generator","Human computer interaction;Social networking (online);Intent recognition;Production;Generators;Natural language processing;Data models","","4","","10","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"A robust optimaiztion-based strategy for optimal power system protection considering uncertainties","Y. Xiang; L. Wang","Department of Electrical Engineering and Computer Science, University of Wisconsin-Milwaukee, Milwaukee, WI, USA; Department of Electrical Engineering and Computer Science, University of Wisconsin-Milwaukee, Milwaukee, WI, USA",2017 IEEE Power & Energy Society General Meeting,"1 Feb 2018","2017","","","1","5","Developing efficient strategies for defending electric power systems against attacks is a major concern, especially when uncertainties are involved. This paper addresses the allocation of the defensive resource to minimize the damage when there are uncertainties regarding the resource the attacker has. A Multiple-Attack-Scenario (MAS) defender-attacker-defender model is proposed by extending the conventional tri-level defender-attacker-defender model. The proposed model considers the uncertainties related to the offensive resource and the interactions involving the security personnel at the top-level, the attacker at the middle-level and the power system operator at the bottom-level. The Column-and-Constraint Generation (C&CG) algorithm is implemented by decomposing the MAS defender-attacker-defender model into an upper-level problem for the security personnel, and a lower-level problem for the attacker involving the optimal power flow analysis-based corrective power re-dispatch implemented by the power system operator. Case studies are performed based on the IEEE RTS79 system, and the results validate that the proposed method is able to minimize the damage when uncertainties are involved in the offensive resource. This work can offer meaningful insights into power system protection involving uncertainties in a cyber-physical environment.","1944-9933","978-1-5386-2212-4","10.1109/PESGM.2017.8274282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8274282","Robust optimization;power system protection;tri-level programming;Column-and-Constraint Generation method","Security;Personnel;Uncertainty;Optimization;Resource management;Load flow","","2","","15","IEEE","1 Feb 2018","","","IEEE","IEEE Conferences"
"Toward Imitating Visual Attention of Experts in Software Development Tasks","Y. Ikutani; N. Koganti; H. Hata; T. Kubo; K. Matsumoto","Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan",2019 IEEE/ACM 6th International Workshop on Eye Movements in Programming (EMIP),"12 Sep 2019","2019","","","33","36","Expert programmers' eye-movements during source code reading are valuable sources that are considered to be associated with their domain expertise. We advocate a vision of new intelligent systems incorporating expertise of experts for software development tasks, such as issue localization, comment generation, and code generation. We present a conceptual framework of neural autonomous agents based on imitation learning (IL), which enables agents to mimic the visual attention of an expert via his/her eye movement. In this framework, an autonomous agent is constructed as a context-based attention model that consists of encoder/decoder network and trained with state-action sequences generated by an experts' demonstration. Challenges to implement an IL-based autonomous agent specialized for software development task are discussed in this paper.","","978-1-7281-2243-4","10.1109/EMIP.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8834697","eye movement;imitation learning;neural autonomous model;attention","Task analysis;Visualization;Autonomous agents;Computer bugs;Electroencephalography;Neural networks","","2","","33","IEEE","12 Sep 2019","","","IEEE","IEEE Conferences"
"Multi-Text-Reading References Recommendation Method of Learning Traditional Chinese Literary Using Large Language Model AI Assistant","C. Feng; H. Chen","Department of Basic Education, Beijing Information Technology College, Beijing, China; Department of Mathematics, Nanjing University, Nanjing, China",2025 4th International Symposium on Computer Applications and Information Technology (ISCAIT),"3 Jun 2025","2025","","","1152","1155","Large Language Model (LLM) based AI assistants are being widely applied in the academic field of education. This article aims to address the difficulties encountered by vocational college students in learning classical Chinese literature, for they may easily lose their interest and motivation while dealing with such difficult grammar and semantics. Considering of our teaching objectives and educational intentions, based on the cultural and Interesting characteristics of classical Chinese historical biographical literature works, and exploiting advantages of multi-text-reading teaching and learning instructions, we use the ChatGPT-like LLM AI assistants’ abilities of natural language understanding, logical reasoning, and content generation to design variables, rules, and algorithms for a multi-text-reading reading literature recommendation model for teaching and learning of classical Chinese historical biographical literature works from seven dimensions. A chain prompt engineering template is also designed for the ChatGPT-like LLMs. The experimental results show that the recommendation model and template we designed have a high degree of fit with our teaching objectives.","","979-8-3315-4285-6","10.1109/ISCAIT64916.2025.11010329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11010329","LLM based AI assistant;Traditional Chinese Language Education;Historical Biographical Literary Works;Multi-Text-Reading","Biographies;Large language models;Biological system modeling;Education;Semantics;Natural language processing;Grammar;Prompt engineering;Information technology;Videos","","","","13","IEEE","3 Jun 2025","","","IEEE","IEEE Conferences"
"Multi-Agent Design for LLM-assisted Network Management","H. Zaid; P. Safari; B. Shariati; A. Jafari; M. Balanici; J. K. Fischer","Fraunhofer Institute for Telecommunication, Heinrich-Hertz-Institut, Einsteinufer 37, Berlin, Germany; Fraunhofer Institute for Telecommunication, Heinrich-Hertz-Institut, Einsteinufer 37, Berlin, Germany; Fraunhofer Institute for Telecommunication, Heinrich-Hertz-Institut, Einsteinufer 37, Berlin, Germany; Fraunhofer Institute for Telecommunication, Heinrich-Hertz-Institut, Einsteinufer 37, Berlin, Germany; Fraunhofer Institute for Telecommunication, Heinrich-Hertz-Institut, Einsteinufer 37, Berlin, Germany; Fraunhofer Institute for Telecommunication, Heinrich-Hertz-Institut, Einsteinufer 37, Berlin, Germany",2025 Optical Fiber Communications Conference and Exhibition (OFC),"4 Jul 2025","2025","","","1","3","We propose a network automation solution using pre-trained LLMs and advanced prompt engineering that ensures NDA confidentiality compliance. Our method achieves a 96.7% success rate in executing user intent into network operations without model fine-tuning.","","978-1-55752-737-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11046468","","Optical fibers;Data privacy;Codes;Automation;Accuracy;Optical fiber networks;Proposals;Prompt engineering;Standards;Monitoring","","","","10","","4 Jul 2025","","","IEEE","IEEE Conferences"
"Resilient Bipartite Consensus for Multi-agent Networks with Antagonistic Interactions","H. Liu; M. Xu; Y. Wu; N. Zheng; Y. Chen; M. Z. A. Bhuiyan","School of Computer Science and Technology, Hangzhou Dianzi University, China; School of Cyberspace, Hangzhou Dianzi University, China; School of Cyberspace, Hangzhou Dianzi University, China; School of Computer Science and Technology, Hangzhou Dianzi University, China; School of Cyberspace, Hangzhou Dianzi University, China; Fordham University, New York, NY, US","2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ 12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)","6 Sep 2018","2018","","","1262","1269","This paper addresses the problem of resilient bipartite consensus for multi-agent networks in the presence of misbehaving nodes. The bipartite consensus problem was first studied by C. Altafini, and has been extensively studied in recent years. The interaction representing the communication between two agents is characterized by edge weights in a signed directed graph where the positive weight of an edge implies cooperation between the two agents while a negative one corresponds to antagonism. Resilient consensus problems without antagonistic interactions have been exhaustively studied, while the security problem of bipartite consensus, to the best of our knowledge, has not been studied yet. In this paper, we extend the resilient consensus problem to the case when antagonistic interactions exist. The developed results which are applicable for multi-agent systems with continuous-time dynamics shows that all normal nodes reach resilient bipartite consensus if the associated signed digraph is structurally balanced and has sufficient connectivity in terms of robustness. Numerical examples are provided to illustrate our results.","2324-9013","978-1-5386-4388-4","10.1109/TrustCom/BigDataSE.2018.00174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456043","Bipartite consensus, signed graph, resilient consensus, antagonistic interactions, malicious attack","Robustness;Security;Multi-agent systems;Heuristic algorithms;Network topology;Resilience;Conferences","","5","","33","IEEE","6 Sep 2018","","","IEEE","IEEE Conferences"
"Analyzing the Scaling Characteristics of Transformer Feed-Forward Networks for the Trillion-Parameter Era and Beyond","T. Kim; H. -J. Lee","Dept. of ECE, ISRC, Seoul National University, Seoul, Republic of Korea; Dept. of ECE, ISRC, Seoul National University, Seoul, Republic of Korea","2024 International Conference on Electronics, Information, and Communication (ICEIC)","19 Mar 2024","2024","","","1","2","Many transformers-based tasks such as language translation, question answering and code generation have shown increasingly high task quality over the recent years. This has been made possible by unprecedented model size, i.e., the number of parameters that consisting each DNN model. Until recently, much research has been centered on optimizing the attention module, whose cost increases quadratically to sequence length, and the cost of the feed-forward network has been relatively less explored. To this end, this paper analyzes the cost profile of large transformer models with regard to embedding size and suggests optimization directions.","2767-7699","979-8-3503-7188-8","10.1109/ICEIC61013.2024.10457210","Institute of Information & communications Technology Planning & Evaluation (IITP); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10457210","Transformers;large language model (LLM);feed-forward network;scaling","Analytical models;Costs;Quantization (signal);Codes;Computational modeling;Memory management;Transformers","","","","5","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Hardware Co-Simulation of Adaptive Noise Cancellation System using LMS and Leaky LMS Algorithms","D. K. Gupta; V. K. Gupta; M. Chandra; A. N. Mishra; P. K. Srivastava","Department of Electronics & Communication Engineering, Krishna Engineering College, Ghaziabad, India; Department of electronics & Communication Engineering, Inderprastha Engineering College, Ghaziabad, India; Birla Institute of Technology, Ranchi, India; Department of Electronics & Communication Engineering, Krishna Engineering College, Ghaziabad, India; Department of Electronics & Communication Engineering, Krishna Engineering College, Ghaziabad, India",2019 4th International Conference on Internet of Things: Smart Innovation and Usages (IoT-SIU),"29 Jul 2019","2019","","","1","6","This paper presents the Adaptive filtering technique used for audio quality enhancement by minimizing noise present into the speech signal. Here, the adaptive noise cancellation system is implemented on FPGA using Xilinx system generator (XSG). The two basic adaptive algorithms least mean square (LMS) and Leaky least mean square (LLMS) has been implemented to minimize the noise present into the speech signal. Various performance parameters used in ANC system design have been analyzed and compared. These parameters are SNR improvement, Mean Square Error (MSE), convergence behavior and hardware resources utilization. Result shows that LLMS algorithm performed best compared to LMS algorithm at the cost of hardware resource utilization.","","978-1-7281-1253-4","10.1109/IoT-SIU.2019.8777658","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8777658","Adaptive Filter;Adaptive Noise Cancellation (ANC);Field Programmable Gate Array (FPGA);Least Mean Square (LMS);Mean Square Error (MSE);Signal to Noise Ratio (SNR);Xilinx System Generator (XSG)","Adaptive filters;Hardware;Filtering algorithms;Signal to noise ratio;Convergence;Noise cancellation;Mathematical model","","7","","9","IEEE","29 Jul 2019","","","IEEE","IEEE Conferences"
