"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Using LLMs for Security Advisory Investigations: How Far are We?","B. F. Abdullah; Y. S. Nugroho; B. Reid; R. G. Kula; K. Shimari; K. Matsumoto","Informatics Engineering, Universitas Muhammadiyah Surakarta, Surakarta, Indonesia; Informatics Engineering, Universitas Muhammadiyah Surakarta, Surakarta, Indonesia; Information Science, Nara Institute of Science and Technology, Nara, Japan; Graduate School of IST, University of Osaka, Osaka, Japan; Information Science, Nara Institute of Science and Technology, Nara, Japan; Information Science, Nara Institute of Science and Technology, Nara, Japan","2025 International Conference on Smart Computing, IoT and Machine Learning (SIML)","22 Jul 2025","2025","","","1","6","Large Language Models (LLMs) are increasingly used in software security, but their trustworthiness in generating accurate vulnerability advisories remains uncertain. This study investigates the ability of ChatGPT to (1) generate plausible security advisories from CVE-IDs, (2) differentiate real from fake CVE-IDs, and (3) extract CVE-IDs from advisory descriptions. Using a curated dataset of 100 real and 100 fake CVE-IDs, we manually analyzed the credibility and consistency of the model's outputs. The results show that ChatGPT generated plausible security advisories for 96 % of given input real CVE-IDs and $\mathbf{9 7 \%}$ of given input fake CVE-IDs, demonstrating a limitation in differentiating between real and fake IDs. Furthermore, when these generated advisories were reintroduced to ChatGPT to identify their original CVE-ID, the model produced a fake CVEID in 6% of cases from real advisories. These findings highlight both the strengths and limitations of ChatGPT in cybersecurity applications. While the model demonstrates potential for automating advisory generation, its inability to reliably authenticate CVE-IDs or maintain consistency upon re-evaluation underscores the risks associated with its deployment in critical security tasks. Our study emphasizes the importance of using LLMs with caution in cybersecurity workflows and suggests the need for further improvements in their design to improve reliability and applicability in security advisory generation.","","979-8-3315-2278-0","10.1109/SIML65326.2025.11080876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080876","advisory;chatgpt;cve id;security;vulnerability","Training;Accuracy;Large language models;Refining;Machine learning;Chatbots;Reliability engineering;Software;Prompt engineering;Computer security","","","","25","IEEE","22 Jul 2025","","","IEEE","IEEE Conferences"
"On the Quest for Foundation Generative-AI Models for Anomaly Detection in Time-Series Data","G. G. González; P. Casas; E. Martínez; A. Fernández","IIE-FING, Universidad de la República, Montevideo, Uruguay; AIT - Austrian Institute of Technology, Vienna, Austria; IIE-FING, Universidad de la República, Montevideo, Uruguay; IIE-FING, Universidad de la República, Montevideo, Uruguay",2024 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),"20 Aug 2024","2024","","","252","260","Network security data generally consists of hundreds of counters periodically collected in the form of time-series, resulting in a complex-to-analyze multivariate time-series (MTS) process. We investigate a novel approach to time-series modeling, inspired by the successes of large pre-trained foundation models. We introduce FAE (Foundation Auto-Encoders), a foundation generative-AI model for anomaly detection in time-series data, based on Variational Auto-Encoders (VAEs). By foundation, we mean a model pre-trained on massive amounts of time-series data which can learn complex temporal patterns useful for accurate modeling, forecasting, and detection of anomalies on previously unseen datasets. Based on the DC-VAE architecture originally designed for multivariate anomaly detection, FAE leverages VAEs and Dilated Convolutional Neural Networks (DCNNs) to build a generic model for univariate time-series modeling, which could eventually perform properly in out-of-the-box, zero-shot anomaly detection applications. We introduce the main concepts and ideas of this foundation model, and present some preliminary results in a multi-dimensional network monitoring dataset, collected from an operational mobile Internet Service Provider (ISP). This work represents a significant step forward in the development of foundation generative-AI models for anomaly detection in time-series analysis, with applications spanning cybersecurity, network management, and beyond.","2768-0657","979-8-3503-6729-4","10.1109/EuroSPW61312.2024.00034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10628756","Multivariate Time-Series Data;Anomaly Detection;Generative AI;VAE;Foundation Models","Web and internet services;Time series analysis;Predictive models;Network security;Data models;Convolutional neural networks;Forecasting","","","","44","IEEE","20 Aug 2024","","","IEEE","IEEE Conferences"
"ChemAI: Empowering Robots to Automate Chemical Experiments with Large Language Models","Y. Lin; Z. Wang; L. Zhang; C. Zhang; X. Hei","School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology",2025 11th International Conference on Computing and Artificial Intelligence (ICCAI),"11 Aug 2025","2025","","","369","373","Chemical experimentation remains fundamental to material discovery and compound synthesis, yet conventional methods face critical limitations. Manual laboratory workflows require repetitive operations that prolong research timelines, while robotic automation platforms inadvertently shift the burden to chemists through complex programming requirements. Existing systems also struggle to adapt to novel experimental designs, constraining scientific innovation. To bridge these gaps, we present a large language model (LLM)-driven robotic framework that redefines automated experimentation. Our system interprets natural language instructions through advanced LLM processing, dynamically integrates real-time environmental data, and autonomously generates executable code utilizing a modular action library. A self-correcting validation mechanism ensures operational precision, systematically resolving execution errors through iterative feedback. Empirical validation across two benchmark experiments including the iodine clock reaction kinetics and the salt purification demonstrates transformative advantages: 1) intuitive interaction; 2) extended workflow handling efficiency gain in multi-step protocols; 3) adaptive code generation. This paradigm shift may enable chemists to focus on hypothesis-driven research rather than procedural implementation, establishing a scalable infrastructure for next-generation autonomous laboratories.","","979-8-3315-2491-3","10.1109/ICCAI66501.2025.00064","Huazhong University of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11106165","Chemical Experimentation;Robotic Automation;Large Language Model;ChemAI;ChemAPI","Technological innovation;Salt;Codes;Automation;Large language models;Natural languages;Libraries;Compounds;Chemicals;Robots","","","","6","IEEE","11 Aug 2025","","","IEEE","IEEE Conferences"
"Identifying and Mitigating the Security Risks of Generative AI","C. Barrett; B. Boyd; E. Bursztein; N. Carlini; B. Chen; J. Choi; A. Roy Chowdhury; M. Christodorescu; A. Datta; S. Feizi; K. Fisher; T. Hashimoto; D. Hendrycks; S. Jha; D. Kang; F. Kerschbaum; E. Mitchell; J. Mitchell; Z. Ramzan; K. Shams; D. Song; A. Taly; D. Yang",NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,Identifying and Mitigating the Security Risks of Generative AI,"","2024","","","","","Every major technical invention resurfaces the dual-use dilemma — the new technology has the potential to be used for good as well as for harm. Generative AI (GenAI) techniques, such as large language models (LLMs) and diffusion models, have shown remarkable capabilities (e.g., in-context learning, code-completion, and text-to-image generation and editing). However, GenAI can be used just as well by attackers to generate new attacks and increase the velocity and efficacy of existing attacks. This monograph reports the findings of a workshop held at Google (co-organized by Stanford University and the University of Wisconsin-Madison) on the dual-use dilemma posed by GenAI. This work is not meant to be comprehensive, but is rather an attempt to synthesize some of the interesting findings from the workshop. Short-term and long-term goals for the community on this topic are discussed. This work should provide both a launching point for a discussion on this important topic, as well as interesting problems that the research community can work to address.","","9781638283133","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10410240.pdf&bkn=10410239&pdfType=book","Privacy and Security","","","","","","","22 Jan 2024","","","now","Now Foundations and Trends Books"
"Developing a User-Friendly Conversational AI Assistant for University Using Ollama and LLama3","J. Gohil; H. L.Shifare; M. Shukla","Faculty of Computer Applications, Marwadi University, Rajkot, India; Department of AI, ML and DS Marwadi University, Rajkot, India; Department of AI, ML and DS Marwadi University, Rajkot, India","2025 International Conference on Data Science, Agents & Artificial Intelligence (ICDSAAI)","29 May 2025","2025","","","1","5","This paper presents the development and implementation of an AI-driven chatbot for a university, designed to assist students and parents by providing accurate and instant information about the university. The chatbot leverages advanced LLM technologies, specifically LLama3, integrated with Ollama, to ensure high-quality natural language processing. Using LangChain, the system processes user queries by combining them with a structured prompt template, generating precise responses, and storing interactions in a database for future reference. The architecture includes modules like login, signup, and chat, ensuring a user-friendly interface. The chatbot's capability to reliably give precise responses was evaluated both manually and with volunteers in actual situations. This project showcases the uniqueness of utilizing Ollama and LLama3, which distinguishes it from conventional solutions by providing incredibly trustworthy and relevant replies. The chatbot enhances the user experience and acts as an efficient virtual assistant for the university by bridging the gap between user inquiries and institutional resources.","","979-8-3315-3755-5","10.1109/ICDSAAI65575.2025.11011878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11011878","Chatbot;Prompt Engineering;Ollama;University Chatbot;Large Language Model","Accuracy;Databases;Virtual assistants;Large language models;Chatbots;User experience;Reliability;Prompt engineering","","","","10","IEEE","29 May 2025","","","IEEE","IEEE Conferences"
"DynaMentA: Dynamic Prompt Engineering and Weighted Transformer Architecture for Mental Health Classification Using Social Media Data","A. Kumar; A. Sharma; S. R. Sangwan","School of Computing, Goldsmiths, London, U.K.; Department of Computer Science and Engineering, Punjab, India; Department of Computer Science and Engineering, Artificial Intelligence and Machine Learning, Greater Noida, Uttar Pradesh, India",IEEE Transactions on Computational Social Systems,"","2025","PP","99","1","11","Mental health classification is inherently challenging, requiring models to capture complex emotional and linguistic patterns. Although large language models (LLMs) such as ChatGPT, Mental-Alpaca, and MentaLLaMA show promise, they are not trained on clinically grounded data and often overlook subtle psychological cues. Their predictions tend to overemphasize emotional intensity, while failing to capture contextually relevant indicators that are critical for accurate mental health assessment. This article introduces dynamic prompt engineering and weighted transformer architecture dynamic prompt engineering and weighted transformer architecture for mental health classification (DynaMentA), a novel dual-layer transformer framework that integrates the strengths of BioGPT and decoding-enhanced BERT with disentangled attention (DeBERTa) to address these challenges. BioGPT captures fine-grained biomedical indicators, while DeBERTa provides context-aware disambiguation. The ensemble mechanism dynamically weights their outputs, guided by a simulated feedback loop that refines the predictions during training. Unlike previous studies that treat classification statically, DynaMentA incorporates dynamic prompt engineering to better align with evolving linguistic and emotional signals. Evaluated on three benchmark datasets, DepSeverity, suicide versus depression classification natural language (SDCNL), and Dreaddit, DynaMentA achieves precision of 92.6%, 91.9% F1-score, and 0.94 AUC-ROC, consistently outperforming the existing benchmark, including general-purpose LLMs and domain-specific mental health models. This scalable and interpretable framework establishes a state-of-the-art methodology for computational mental health analysis in high-stakes applications, such as suicide risk assessment and crisis intervention and early detection of severe depressive episodes.","2329-924X","","10.1109/TCSS.2025.3569400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11024027","Artificial intelligence (AI) in mental health;deep learning for social systems;mental health classification;social media data analysis;weighted transformer models","Mental health;Transformers;Biological system modeling;Linguistics;Prompt engineering;Computer architecture;Adaptation models;Depression;Computational modeling;Social networking (online)","","","","","IEEE","4 Jun 2025","","","IEEE","IEEE Early Access Articles"
"Exploring Testing Methods for Large Language Models","T. Elvira; T. T. Procko; L. Vonderhaar; O. Ochoa","Department of Electrical Engineering & Computer Science, Embry-Riddle Aeronautical University, Daytona Beach, Florida; Department of Electrical Engineering & Computer Science, Embry-Riddle Aeronautical University, Daytona Beach, Florida; Department of Electrical Engineering & Computer Science, Embry-Riddle Aeronautical University, Daytona Beach, Florida; Department of Electrical Engineering & Computer Science, Embry-Riddle Aeronautical University, Daytona Beach, Florida",2024 International Conference on Machine Learning and Applications (ICMLA),"4 Mar 2025","2024","","","1152","1157","Large Language Models (LLMs) are extensive aggregations of human language, designed to understand and generate sophisticated text. LLMs are becoming ubiquitous in a range of applications, from social media to code generation. With their immense size, LLMs face scalability challenges, making testing methods particularly difficult to implement effectively. Traditional machine learning and software testing methods, derived and adapted for LLMs, test these models to a point; however, they still struggle to accurately capture the full complexity of model behavior. This paper aims to capture the current efforts and techniques in testing LLMs, specifically focusing on stress testing, mutation testing, regression testing, metamorphic testing, and adversarial testing. This survey focuses on how traditional testing methods must be adapted to fit the needs of LLMs. Furthermore, while this area is fairly novel, there are still gaps in the literature that have been identified for future research.","1946-0759","979-8-3503-7488-9","10.1109/ICMLA61862.2024.00177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10903339","Large Language Model;Testing;Stress testing;Mutation testing;Regression testing;Metamorphic testing;Penetration testing","Surveys;Software testing;Adaptation models;Social networking (online);Large language models;Machine learning;Complexity theory;Stress;Testing;Systematic literature review","","","","39","IEEE","4 Mar 2025","","","IEEE","IEEE Conferences"
"Performance Analysis and Impacts of NLP and Chatbot Systems","G. N. Bikir; M. Ak; H. T. Ünal; Ö. U. Vurgun; A. F. Mendi; M. A. Nacar","Ürün Mühendisi HAVELSAN, Ankara, Türkiye; Ürün Müdürü HAVELSAN, Ankara, Türkiye; Mühendis HAVELSAN, Ankara, Türkiye; HAVELSAN, Ankara, Türkiye; HAVELSAN, Ankara, Türkiye; Genel Müdür HAVELSAN, Ankara, Türkiye","2025 7th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)","2 Jun 2025","2025","","","1","6","The integration of artificial intelligence (AI) technologies into digital transformation processes in Turkey plays a significant role in the dissemination of high-tech products. Large Language Models (LLMs) and Natural Language Processing (NLP) techniques are supported by innovative solutions developed by HAVELSAN. During this process, Turkey's AI development capacity is increasing, and its competitiveness is being strengthened. HAVELSAN addresses public and private sector demands by developing national products, aiming for an 18.79% resource saving in enterprise content management and a 34.46% reduction in information access time through digital assistants. The solutions safeguard user data in compliance with international ISO 27001 and GDPR standards. The proliferation of high-tech products has increased the number of AI-based solutions by 48.27%, and patented solutions have boosted the success rate of technological projects by 40.12%. National AI products have expanded their domestic market share by 30%, revitalizing the local ecosystem while playing a significant role in entering international markets. These advancements strengthen Turkey's position as a regional leader in artificial intelligence and facilitate the achievement of its future technological goals.","2996-4393","979-8-3315-1088-6","10.1109/ICHORA65333.2025.11017071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11017071","Artificial Intelligence;Large Language Models;Natural Language Processing;Enterprise Management;Data Security","Content management;Large language models;ISO Standards;Digital transformation;Data security;Ecosystems;Performance analysis;Standards;Robots;Optimization","","","","0","IEEE","2 Jun 2025","","","IEEE","IEEE Conferences"
"Evaluation of Static Analysis and Transformer-Based LLMs for IoT Firmware Security","A. Al-Zuraiqi; D. Greer","Queen's University Belfast, Belfast, United Kingdom; Queen's University Belfast, Belfast, United Kingdom",2025 21st International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),"5 Aug 2025","2025","","","389","396","The widespread adoption of Internet of Things (IoT) devices has heightened the need for robust firmware security measures. Static analysis tools, such as the Firmware Analysis and Comparison Tool (FACT), automatically detect vulnerabilities using predefined rules and signatures. However, these rules must be manually updated over time to remain effective. In parallel, transformer-based Large Language Models (LLMs) can capture contextual relationships within code and metadata, enabling the detection of novel threats without predefined signatures. This paper presents a comprehensive comparison of these two approaches by detailing independent research environments, curated datasets, and performance metrics including detection accuracy, scalability, energy consumption, and environmental impact. FACT achieved a detection accuracy of 93%, effectively identifying well-documented vulnerabilities, while LLMs demonstrated a slightly higher accuracy of 96%, leveraging contextual reasoning to uncover novel threats. Additionally, the energy consumption analysis revealed that FACT operates with lower power requirements, whereas LLMs, despite higher energy usage, can be powered entirely by renewable energy sources. The ease of deployment and maintenance for both systems was evaluated, highlighting FACT's straightforward setup versus LLMs' more complex infrastructure needs. The results underscore the complementary roles of static analysis and LLMs in addressing both well-documented and emerging IoT vulnerabilities, providing valuable insights for practitioners seeking to secure diverse firmware ecosystems sustainably and efficiently.","2325-2944","979-8-3315-4372-3","10.1109/DCOSS-IoT65416.2025.00069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11096232","IoT Firmware Security;Static Analysis;Transformer-Based Models;Vulnerability Detection;Energy Efficiency","Energy consumption;Renewable energy sources;Accuracy;Scalability;Static analysis;Transformers;Smart systems;Internet of Things;Security;Microprogramming","","","","33","IEEE","5 Aug 2025","","","IEEE","IEEE Conferences"
"Harnessing the Power of LLMs in Source Code Vulnerability Detection","A. A. Mahyari",AIVault Inc. IHMC,MILCOM 2024 - 2024 IEEE Military Communications Conference (MILCOM),"6 Dec 2024","2024","","","251","256","Software vulnerabilities, caused by unintentional flaws in source code, are a primary root cause of cyberattacks. Static analysis of source code has been widely used to detect these unintentional defects introduced by software developers. Large Language Models (LLMs) have demonstrated human-like conversational abilities due to their capacity to capture complex patterns in sequential data, such as natural languages. In this paper, we harness LLMs’ capabilities to analyze source code and detect known vulnerabilities. To ensure the proposed vulnerability detection method is universal across multiple programming languages, we convert source code to LLVM IR and train LLMs on these intermediate representations. We conduct extensive experiments on various LLM architectures and compare their accuracy. Our comprehensive experiments on real-world and synthetic codes from NVD and SARD demonstrate high accuracy in identifying source code vulnerabilities.","2155-7586","979-8-3503-7423-0","10.1109/MILCOM61039.2024.10774025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10774025","vulnerability detection;source code;security;program analysis;deep learning","Military communication;Computer languages;Vocabulary;Accuracy;Source coding;Large language models;Natural languages;Computer architecture;Static analysis;Software","","5","","25","IEEE","6 Dec 2024","","","IEEE","IEEE Conferences"
