"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"SMART: Serverless Module Analysis and Recognition Technique for Managed Applications","A. Ashkenazi; E. Grolman; A. Elyashar; D. Mimran; O. Brodt; Y. Elovici; A. Shabtai","Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Israel; Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Israel; Cyber Labs@BGU, Ben-Gurion University of the Negev, Israel; Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Israel; Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Israel; Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Israel; Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Israel","2024 IEEE 24th International Symposium on Cluster, Cloud and Internet Computing (CCGrid)","8 Oct 2024","2024","","","442","452","Serverless Function-as-a-Service (FaaS) environments enable developers to build and run cloud applications without the need to manage the underlying servers and computing infrastructure, allowing them to focus on implementing the application logic. Such environments contain numerous functions and dynamic resources, e.g., APIs and databases, making it challenging to gain insight and context of internal events i.e., recognize modules. Module in a serverless application is a set of functions and resources, that represents a functional unit that shares logical context. This paper presents SMART, a method for automatic analysis and recognition of modules for managed serverless applications. The proposed method creates an event-based graph by analyzing the standard serverless logs that document events involving the application’s functions and resources and utilizes well-known community detection algorithms (such as Louvain), with graph centrality metrics (such as degree centrality) to recognize the modules. SMART enables high-level visibility of the application’s structure and logical context which can facilitate security analysis and contribute to improved decision-making of incident response handlers, who typically do not have direct access to the application’s design and code, which can lead to challenges in fully understanding the system’s intricacies. We focused on the popular Amazon Web Services (AWS) Lambda serverless computing platform and evaluated the proposed method on three different demo applications (Airline Booking, VOD, and E-commerce). We compared SMART’s performance to four overlapping community detection algorithms and showed that it outperformed them in the task of module recognition, with a maximum improvement of 61% on the omega index metric compared to the Speaker-Listener Label Propagation algorithm. In addition, we demonstrate that the use of large language models (LLMs) with the knowledge gained by SMART can enrich security analysis insights.","2993-2114","979-8-3503-9566-2","10.1109/CCGrid59990.2024.00057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10701367","Serverless computing;Function-as-a-Service;Security analysis;Incident response;Serverless activity logs;Serverless application architecture","Measurement;Web services;Serverless computing;Computer architecture;Security;Indexes;Electronic commerce;Detection algorithms;Standards;Airline industry","","2","","30","IEEE","8 Oct 2024","","","IEEE","IEEE Conferences"
"Dark Watchdog: A Novel RAG-Driven System for Real-Time Detection and Analysis of Data Leaks on Dark Web Forums","S. -L. Hung; C. -K. Chen; K. Furumoto; T. Takahashi; H. -M. Sun","Institue of Information Security, National Tsing Hua University, Hsinchu, Taiwan; CyCraft Technology CyCraft Technology, Taiwan; Cybersecurity Research Institute, National Institute of Information and Communications Technology, Tokyo, Japan; Cybersecurity Research Institute, National Institute of Information and Communications Technology, Tokyo, Japan; Departmant of Computer Science, National Tsing Hua University, Hsinchu, Taiwan",2024 Annual Computer Security Applications Conference Workshops (ACSAC Workshops),"18 Mar 2025","2024","","","11","19","Personal data breaches have become increasingly common, making the dark web a key marketplace for trading stolen information, often without the immediate awareness of affected organizations. To address this challenge, we introduce Dark Watchdog, a novel system that actively monitors dark web forums and employs a specially fine-tuned BERT classification model to categorize transaction posts into five distinct types of breaches with high accuracy. Dark Watchdog uniquely integrates retrieval-augmented generation (RAG) to efficiently vectorize and analyze dark web data, allowing cyber security analysts to access the latest intelligence on data leaks while preserving privacy by minimizing data exposure to large language models (LLMs). This approach not only improves detection precision but also optimizes computational resources by reducing token usage. Dark Watchdog offers an innovative and practical solution for real-time dark web monitoring, enabling timely insights into ongoing data leak incidents and enhancing the overall effectiveness of cyber security efforts.","","979-8-3315-3281-9","10.1109/ACSACW65225.2024.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10917873","Dark web;cyber security;Tor;BERT;Classification;Retrieval-augmented generation;RAG;Large language model;LLM;Privacy","Data privacy;Privacy;Dark Web;Large language models;Conferences;Retrieval augmented generation;Organizations;Real-time systems;Computer crime;Monitoring","","","","19","IEEE","18 Mar 2025","","","IEEE","IEEE Conferences"
"LLMGraph: Label-Free Detection Against APTs in Edge Networks Via LLM and GCN","T. Yu; G. Liu; C. Wang; Y. Yang","Key Laboratory of Intelligent Sensing System and Security (Ministry of Education), School of Artificial Intelligence, Hubei University, Wuhan, China; Hubei Key Laboratory of Internet of Intelligence, School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; Hubei Key Laboratory of Internet of Intelligence, School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; Key Laboratory of Intelligent Sensing System and Security (Ministry of Education), School of Artificial Intelligence, Hubei University, Wuhan, China",IEEE Transactions on Dependable and Secure Computing,"","2025","PP","99","1","16","In the growing trend of remote working, millions of edge networks (e.g., homes or branch offices) are increasingly threatened by Advanced Persistent Threats (APTs), because of the weakened segmentation between business and non-business devices in remote working environment. Despite the fact that numerous APT detection mechanisms have been proposed, all of them are struggling to handle the complex structure, the massive scale and the diverse topology of edge networks. Can recent machine-learning advances tackle these APT detection pain points in edge networks? The GNNs (Graph Neural Networks) seems to be suited to capture the complex structure, but its adjacency matrix fails to capture key network flow context. Additionally, GNNs require extensive manual labeling, which is not scalable. LLMs (Large Language Models) have the potential to provide automatic labeling for the GNNs, but they lack the supplementary security context needed for effective labeling. To address these gaps, we present LLMGraph, which incorporates extended GCNs (Graph Convolutional Networks) and domain-specific RAG (Retrieval-Augmented Generation) pipeline to achieve label-free detection against APTs in edge networks. LLMGraph's extended GCNs model can capture network flow context and direction. LLMGraph's domain-specific RAG pipeline can supplement key security contexts, including device vulnerability and network flow, for effective labeling. Additionally, LLMGraph provides an LLM aggregator to augment and merge the diverse topology of the edge networks. Compared to the state-of-the-art mechanisms, LLMGraph proves effective and scalable, improving the F1-score by at least 46.9%, and the training time for 1 million edge networks is within 1000 s.","1941-0018","","10.1109/TDSC.2025.3596092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11113355","APT Detection;GCN;LLM;network security","Image edge detection;Labeling;Training;Security;Business;Topology;Retrieval augmented generation;Network topology;Cameras;Pain","","","","","IEEE","5 Aug 2025","","","IEEE","IEEE Early Access Articles"
"LLM-Based Automated Mitigation and Assurance Case Generation Against Threats to AI Systems","Y. Fujiwara; T. Tuchida; R. Miyata; H. Washizaki; N. Ubayashi","Waseda University, Tokyo, Japan; Waseda University, Tokyo, Japan; Waseda University, Tokyo, Japan; Waseda University, Tokyo, Japan; Waseda University, Tokyo, Japan",2025 IEEE Conference on Artificial Intelligence (CAI),"7 Jul 2025","2025","","","906","911","Artificial intelligence (AI)-integrated systems face unique threats, vulnerabilities, and risks compared to conventional systems. Consequently, implementing security measures for AI systems in organizations is paramount. However, the security database, Adversarial Threat Landscape for Artificial-Intelligence Systems (ATLAS) has deficiencies in addressing and mitigating these concerns. Furthermore, while the application of large language models (LLMs) presents promising prospects in this field, thorough evaluations of their effectiveness have yet to be performed. In this study, we propose an LLM-based fully automated method for generating mitigations against AI systems threats and validating these mitigations using assurance cases. Furthermore, it presents innovative automated techniques for generating assurance cases, encompassing the dynamic collection of evidence, validation of effectiveness through these data, and solution nodes structured based on Toulmin's theory. We validated it using the method on 46 entries in ATLAS, producing mitigations and their corresponding assurance cases. To explore the potential superiority of the proposed method, we evaluated the mitigations based on information theory and assessed the assurance cases based on their completeness. The results indicate that the proposed method has the potential to generate more risk-specific mitigations, while the completeness of the produced assurance cases improved by up to 88.4% through each step of the proposed method.","","979-8-3315-2400-5","10.1109/CAI64502.2025.00160","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050665","AI;LLM;assurance case;security","Databases;Prevention and mitigation;Large language models;Organizations;Security;Reliability;Artificial intelligence;Faces;Information theory","","","","15","IEEE","7 Jul 2025","","","IEEE","IEEE Conferences"
"Toward Trustworthy Governance of AI-Generated Content (AIGC): A Blockchain-Driven Regulatory Framework for Secure Digital Ecosystems","F. Yang; M. Z. Abedin; Y. Qiao; L. Ye","School of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Department of Accounting and Finance, School of Management, Swansea University, Swansea, U.K.; School of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Xi'an Institute of Electromechanical Information Technology, Xi'an, China",IEEE Transactions on Engineering Management,"17 Oct 2024","2024","71","","14945","14962","Digital platforms are experiencing a growing presence of generative artificial intelligence (AI) content, raising concerns due to the prevalence of misinformation that disrupts market integrity. Consequently, the development of effective regulatory measures for overseeing generative AI content becomes imperative. This necessitates the establishment of mechanisms to detect and filter out inaccuracies, ensuring compliance with regulatory requirements. In addition, collaboration among experts, regulators, and AI developers is essential to encourage responsible AI deployment on digital platforms. Successful governance hinges on principles of transparency, accountability, and proactive risk management to navigate the evolving generative AI on digital platforms. Therefore, in order to address the security issues currently faced by artificial intelligence generated content (AIGC), this article first proposes a method of efficient cache mechanism for AIGC content. The secure method of determining the identity of AIGC content owners is proposed based on blockchain technology. Subsequently, it suggests mechanisms for access control and data encryption for generated content within a blockchain environment. Finally, it presents an efficient data supervision mechanism tailored to the AIGC environment. The methods outlined in this article aim to enhance security from three perspectives: protection of content creators' identities, safeguarding data security, and ensuring effective data supervision within the AIGC framework. The experimental results further confirm that our proposed method not only ensures the security of the AIGC framework but also provides an efficient data analysis and supervision solution for digital platforms.","1558-0040","","10.1109/TEM.2024.3472292","Natural Science Basic Research Program of Shaanxi(grant numbers:2023-JC-YB-490); Research Fund of Guangxi Key Lab of Multisource Information Mining & Security(grant numbers:MIMS24-06); Fundamental Research Funds for the Central Universities, JLU(grant numbers:93K172024K12); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10703091","Artificial intelligence generated content (AIGC) regulation;blockchain governance;consensus mechanism;data security;data traceability","Security;Generative AI;Artificial intelligence;Regulation;Data privacy;Blockchains;Engineering management;Data security;Data models;Reliability","","8","","38","IEEE","3 Oct 2024","","","IEEE","IEEE Journals"
"Advancing Reversible Data Hiding using GAN-Enhanced Steganography and Cryptography Synergy","M. K. S; V. K. D; M. G; A. M. C; A. M; V. T","Biomedical Engineering, Vinayaka Mission's Kirupananda Variyar Engineering College, Vinayaka Mission's Research Foundation (Deemed to be University), Salem, Tamil Nadu, India; Biomedical Engineering, Vinayaka Mission's Kirupananda Variyar Engineering College, Vinayaka Mission's Research Foundation (Deemed to be University), Salem, Tamil Nadu, India; Biomedical Engineering, Vinayaka Mission's Kirupananda Variyar Engineering College, Vinayaka Mission's Research Foundation (Deemed to be University), Salem, Tamil Nadu, India; Biomedical Engineering, Vinayaka Mission's Kirupananda Variyar Engineering College, Vinayaka Mission's Research Foundation (Deemed to be University), Salem, Tamil Nadu, India; Computer Science and Engineering, SRM Institute of Science and Technology Ramapuram, Chennai, Tamil Nadu, India; Biomedical Engineering, Vinayaka Mission's Kirupananda Variyar Engineering College, Vinayaka Mission's Research Foundation (Deemed to be University), Salem, Tamil Nadu, India",2024 4th International Conference on Sustainable Expert Systems (ICSES),"3 Dec 2024","2024","","","371","375","In today's world, data security and privacy remain as significant challenges. Reversible data hiding (RDH) is a technique used to embed data into cover media in a manner that allows both the embedded data and the original media to be recovered. Unlike traditional data hiding techniques, which permanently alter the cover media, RDH ensures that the original content can be restored exactly as it was before embedding. The concept of RDH relies on the fact that the embedded data does not cause irreversible distortion or permanent damage to the cover media. In addition to this feature, it is crucial to enhance the data security of hidden information. This paper introduces a methodology that combines Generative Adversarial Networks (GANs) with steganography and cryptography techniques to advance reversible data hiding and enhance data security. By integrating Generative AI -enhanced steganography, the paper aims to embed data within cover images in a reversible manner, ensuring that the original media can be recovered with improved image quality compared to the original image. Furthermore, the integration of cryptography techniques ensures the integrity and confidentiality of the concealed data, making it resistant to unauthorized access and detection. The synergy between Generative AI -driven steganography and cryptography in RDH helps sustain key elements of reversible data hiding, including reversibility, embedding capacity, and data security. Enhancing performance can be applied in various fields such as medical imaging, forensics, intellectual property protection, secure communications, and military applications.","","979-8-3315-4036-4","10.1109/ICSES63445.2024.10763116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10763116","Reversible Data Hiding (RDH);Generative Artificial Intelligence;Generative Adversarial Networks (GAN);Steganography;Data Security","Military communication;Steganography;Visualization;Generative AI;Intellectual property;Media;Generative adversarial networks;Image restoration;Protection;Immune system","","","","20","IEEE","3 Dec 2024","","","IEEE","IEEE Conferences"
"A New Intrusion Detection Model Transformer_KAN","Y. Ji; L. Guo; T. Hu; J. Wei","School of Communication and Artificial Intelligence, School of Integrated Circuits, Nanjing Institute of Technology, Nanjing, China; School of Communication and Artificial Intelligence, School of Integrated Circuits, Nanjing Institute of Technology, Nanjing, China; School of Communication and Artificial Intelligence, School of Integrated Circuits, Nanjing Institute of Technology, Nanjing, China; School of Communication and Artificial Intelligence, School of Integrated Circuits, Nanjing Institute of Technology, Nanjing, China",2024 7th International Conference on Data Science and Information Technology (DSIT),"18 Feb 2025","2024","","","1","5","With the rapid development of network technology, the type and scale of network cyberattacks are also evolving, and the network security problem is becoming increasingly serious. In this paper, we propose a new intrusion detection model, Transformer_KAN, which combines the advantages of the KAN and Transformer models to efficiently handle large-scale and multi-dimensional network traffic data. In this model, the univariate spline function of the KAN model is used instead of the linear weights in the traditional MLP, which fully uses of the nonlinear correlation between features and improves the feature representation capability. In addition, with the powerful sequence modeling capability of the Transformer model, the potential dependencies in the time series are effectively captured to improve the system’s ability to identify complex attack patterns. To verify the performance of the new model, we tested it on the CIC-IDS2017 dataset. Results show that the Transformer_KAN model achieves significant improvement in the accuracy rate, loss value, and other metrics compared with the traditional machine learning and a single deep learning model, and especially performs excellently in detecting a few classes of attack samples. The proposed model provides an efficient and widely applicable solution for the development of IDS.","","979-8-3503-8409-3","10.1109/DSIT61374.2024.10881441","Nanjing Institute of Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10881441","intrusion detection model;deep learning;KAN;Transformer;network security","Deep learning;Adaptation models;Accuracy;Time series analysis;Telecommunication traffic;Network security;Transformers;Data models;Reliability;Splines (mathematics)","","","","12","IEEE","18 Feb 2025","","","IEEE","IEEE Conferences"
"A Mask Optimization Method for Automated Vulnerability Repair","J. Li; Y. Lei; F. Qin","University of Electronic Science and Technology of China, Chengdu, China; Chengdu Development Center of Science and Technology, China Academy of Engineering Physics, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China",2025 4th International Symposium on Computer Applications and Information Technology (ISCAIT),"3 Jun 2025","2025","","","1784","1787","In recent years, automated vulnerability repair methods, particularly those based on Transformer models, have been increasingly applied to address software security challenges. These methods often employ masking techniques to focus on attack-prone code areas. Inspired by Vision Transformers in object detection, this paper introduces a mask optimization solution. It integrates masks into the decoder’s cross-attention mechanism, allowing the model to focus on key vulnerability segments. Additionally, the mask is applied to the encoder’s self-attention, enhancing feature representation. The proposed method demonstrates improvements over approaches such as VulRepair and VQM.","","979-8-3315-4285-6","10.1109/ISCAIT64916.2025.11010430","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11010430","automated vulnerability repair;software security;transformer","Codes;Optimization methods;Object detection;Maintenance engineering;Transformers;Software;Graph neural networks;Decoding;Security;Information technology","","","","12","IEEE","3 Jun 2025","","","IEEE","IEEE Conferences"
"Advancing Deep-Learning in NLP: From Network Logs to Text Classification","L. R. Ónozó; B. Gyires-Tóth","Department of Telecommunications and Artificial Intelligence, Budapest University of Technology and Economics, Budapest, Hungary; Department of Telecommunications and Artificial Intelligence, Budapest University of Technology and Economics, Budapest, Hungary",NOMS 2025-2025 IEEE Network Operations and Management Symposium,"15 Jul 2025","2025","","","1","4","This PhD Symposium Paper explores deep-learning based sequential modeling methods for textual data by investigating two applications: network security log analysis and financial forecasting. The network log analysis was performed using a hybrid approach that combines traditional pattern matching and transformer architectures. This method successfully identified common log patterns and achieved high accuracy in classifying new log types. For economic forecasting, economic news articles and retail data are used; transformer models demonstrated superior performance in sentiment analysis and item classification. Sentiment indices showed predictive power during economic downturns. These findings suggest that the integration of novel methods with traditional approaches can lead to improved models and robust applications that bridge qualitative and quantitative data.","2374-9709","979-8-3315-3163-8","10.1109/NOMS57970.2025.11073620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11073620","NLP;Deep Learning;Machine learning;Artifi-cial Intelligence;Network Security;Log Analysis;Macroeconomic Forecasting;LLM","Analytical models;Sentiment analysis;Biological system modeling;Text categorization;Predictive models;Network security;Transformers;Data models;Macroeconomics;Pattern matching","","","","17","IEEE","15 Jul 2025","","","IEEE","IEEE Conferences"
"A Survey of Human-Object Interaction Detection With Deep Learning","G. Han; J. Zhao; L. Zhang; F. Deng","Department of Automation, Beijing Institute of Technology, Beijing, China; National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Department of Automation, Beijing Institute of Technology, Beijing, China; Department of Automation, Beijing Institute of Technology, Beijing, China",IEEE Transactions on Emerging Topics in Computational Intelligence,"23 Jan 2025","2025","9","1","3","26","Human-object interaction (HOI) detection has attracted significant attention due to its wide applications, including human-robot interactions, security monitoring, automatic sports commentary, etc. HOI detection aims to detect humans, objects, and their interactions in a given image or video, so it needs a higher-level semantic understanding of the image than regular object recognition or detection tasks. It is also more challenging technically because of some unique difficulties, such as multi-object interactions, long-tail distribution of interaction categories, etc. Currently, deep learning methods have achieved great performance in HOI detection, but there are few reviews describing the recent advance of deep learning-based HOI detection. Moreover, the current stage-based category of HOI detection methods is causing confusion in community discussion and beginner learning. To fill this gap, this paper summarizes, categorizes, and compares methods using deep learning for HOI detection over the last nine years. Firstly, we summarize the pipeline of HOI detection methods. Then, we divide existing methods into three categories (two-stage, one-stage, and transformer-based), distinguish them in formulas and schematics, and qualitatively compare their advantages and disadvantages. After that, we review each category of methods in detail, focusing on HOI detection methods for images. Moreover, we explore the development process of using foundation models for HOI detection. We also quantitatively compare the performance of existing methods on public HOI datasets. At last, we point out the future research direction of HOI detection.","2471-285X","","10.1109/TETCI.2024.3518613","Key Program of National Natural Science Foundation of China(grant numbers:61933002); National Science Fund for Distinguished Young Scholars of China(grant numbers:62025301); National Natural Science Foundation of China Basic Science Center Program(grant numbers:62088101); China Postdoctoral Science Foundation(grant numbers:BX20220186,2023M741965); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10816567","Deep learning;visual relationship detection;human-object interaction;foundation models;attention mechanism;GNN;transformer","Transformers;Feature extraction;Reviews;Foundation models;Visualization;Object recognition;Pipelines;Surveys;Semantics;Heavily-tailed distribution","","","","210","IEEE","26 Dec 2024","","","IEEE","IEEE Journals"
