"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic Commit Message Generation: A Critical Review and Directions for Future Work","Y. Zhang; Z. Qiu; K. -J. Stol; W. Zhu; J. Zhu; Y. Tian; H. Liu","School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Lero, the Science Foundation Ireland Research Centre for Software and the School of Computer Science and IT, University College Cork, Cork, Ireland; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Institute of Software, Chinese Academy of Sciences, and University of Chinese Academy of Sciences, Beijing, China; Tmall Technology Co., Zhejiang, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China",IEEE Transactions on Software Engineering,"17 Apr 2024","2024","50","4","816","835","Commit messages are critical for code comprehension and software maintenance. Writing a high-quality message requires skill and effort. To support developers and reduce their effort on this task, several approaches have been proposed to automatically generate commit messages. Despite the promising performance reported, we have identified three significant and prevalent threats in these automated approaches: 1) the datasets used to train and evaluate these approaches contain a considerable amount of ‘noise’; 2) current approaches only consider commits of a limited diff size; and 3) current approaches can only generate the subject of a commit message, not the message body. The first limitation may let the models ‘learn’ inappropriate messages in the training stage, and also lead to inflated performance results in their evaluation. The other two threats can considerably weaken the practical usability of these approaches. Further, with the rapid emergence of large language models (LLMs) that show superior performance in many software engineering tasks, it is worth asking: can LLMs address the challenge of long diffs and whole message generation? This article first reports the results of an empirical study to assess the impact of these three threats on the performance of the state-of-the-art auto generators of commit messages. We collected commit data of the Top 1,000 most-starred Java projects in GitHub and systematically removed noisy commits with bot-submitted and meaningless messages. We then compared the performance of four approaches representative of the state-of-the-art before and after the removal of noisy messages, or with different lengths of commit diffs. We also conducted a qualitative survey with developers to investigate their perspectives on simply generating message subjects. Finally, we evaluate the performance of two representative LLMs, namely UniXcoder and ChatGPT, in generating more practical commit messages. The results demonstrate that generating commit messages is of great practical value, considerable work is needed to mature the current state-of-the-art, and LLMs can be an avenue worth trying to address the current limitations. Our analyses provide insights for future work to achieve better performance in practice.","1939-3520","","10.1109/TSE.2024.3364675","National Natural Science Foundation of China(grant numbers:62141209,62202048,62232003); Science Foundation Ireland(grant numbers:13/RC/2094-P2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10433002","Commit-based software development;open collaboration;commit message generation;benchmark","Codes;Chatbots;Task analysis;Noise measurement;Machine translation;Information retrieval;Software maintenance","","20","","79","CCBYNCND","12 Feb 2024","","","IEEE","IEEE Journals"
"BAIT: Large Language Model Backdoor Scanning by Inverting Attack Target","G. Shen; S. Cheng; Z. Zhang; G. Tao; K. Zhang; H. Guo; L. Yan; X. Jin; S. An; S. Ma; X. Zhang","Purdue University, USA; Purdue University, USA; Purdue University, USA; University of Utah, USA; Purdue University, USA; Purdue University, USA; Purdue University, USA; Purdue University, USA; Purdue University, USA; University of Massachusetts at Amherst, USA; Purdue University, USA",2025 IEEE Symposium on Security and Privacy (SP),"16 Jun 2025","2025","","","1676","1694","Recent literature has shown that LLMs are vulnerable to backdoor attacks, where malicious attackers inject a secret token sequence (i.e., trigger) into training prompts and enforce their responses to include a specific target sequence. Unlike discriminative NLP models, which have a finite output space (e.g., those in sentiment analysis), LLMs are generative models, and their output space grows exponentially with the length of response, thereby posing significant challenges to existing backdoor detection techniques, such as trigger inversion. In this paper, we conduct a theoretical analysis of the LLM backdoor learning process under specific assumptions, revealing that the autoregressive training paradigm in causal language models inherently induces strong causal relationships among tokens in backdoor targets. We hence develop a novel LLM backdoor scanning technique, BAIT (Large Language Model Backdoor ScAnning by Inverting Attack Target). Instead of inverting back-door triggers like in existing scanning techniques for non-LLMs, BAIT determines if a model is backdoored by inverting back-door targets, leveraging the exceptionally strong causal relations among target tokens. BAIT substantially reduces the search space and effectively identifies backdoors without requiring any prior knowledge about triggers or targets. The search-based nature also enables BAIT to scan LLMs with only the black-box access. Evaluations on 153 LLMs with 8 architectures across 6 distinct attack types demonstrate that our method outperforms 5 baselines. Its superior performance allows us to rank at the top of the leaderboard in the LLM round of the TrojAI competition (a multi-year, multi-round backdoor scanning competition).","2375-1207","979-8-3315-2236-0","10.1109/SP61157.2025.00103","National Science Foundation(grant numbers:SHF-1901242,SHF-1910300,Proto-OKN 2333736,IIS-2416835); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11023440","ai security;backdoor scanning;large language model","Training;Analytical models;Sentiment analysis;Privacy;Large language models;Closed box;Security","","1","","73","IEEE","16 Jun 2025","","","IEEE","IEEE Conferences"
"FVEval: Understanding Language Model Capabilities in Formal Verification of Digital Hardware","M. Kang; M. Liu; G. B. Hamad; S. M. Suhaib; H. Ren","University of California, Berkeley, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA","2025 Design, Automation & Test in Europe Conference (DATE)","21 May 2025","2025","","","1","6","The remarkable reasoning and code generation capabilities of large language models (LLMs) have spurred significant interest in applying LLMs to enable task automation in digital chip design. In particular, recent work has investigated early ideas of applying these models to formal verification (FV), an approach to verifying hardware implementations that can provide strong guarantees of confidence but demands significant amounts of human effort. While the value of LLM-driven automation is evident, our understanding of model performance, however, has been hindered by the lack of holistic evaluation. In response, we present FVEval, the first comprehensive benchmark and evaluation framework for characterizing LLM performance in tasks pertaining to FV. The benchmark consists of three sub-tasks that measure LLM capabilities at different levels-from the generation of SystemVerilog assertions (SVA) given natural language descriptions to reasoning about the design RTL and suggesting assertions directly without additional human input. As test instances, we present both collections of expert-written verification collateral and methodologies to scalably generate synthetic examples aligned with industrial FV workflows. A wide range of existing LLMs, both proprietary and open-source, are evaluated against FVEval, based on which we investigate where today's LLMs stand and how we might further enable their application toward improving productivity in digital FV. Our benchmark and evaluation code is available at https://github.com/NVlabs/FVEval.","1558-1101","978-3-9826741-0-0","10.23919/DATE64628.2025.10992720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10992720","","Measurement;Productivity;Codes;Automation;Benchmark testing;Syntactics;Hardware;Cognition;Formal verification;Context modeling","","1","","27","","21 May 2025","","","IEEE","IEEE Conferences"
"Can ChatGPT Serve as a Multi-Criteria Decision Maker? A Novel Approach to Supplier Evaluation","X. Wang; X. Wu","Beihang University, Beijing, China; Peking University, Beijing, China","ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","18 Mar 2024","2024","","","10281","10285","Multi-Criteria Decision Making (MCDM) has found extensive applications across various domains such as business, engineering, education, and academia, with supplier evaluation being a quintessential task among them. Traditional MCDM models typically gather quantitative and qualitative data through methods like questionnaire surveys administered to industry experts. Subsequently, experts proficient in MCDM techniques employ methods like the Analytic Hierarchy Process (AHP) and Fuzzy Comprehensive Evaluation (FCE) to conduct objective and scientific evaluations of suppliers. However, with the advent of large language models (LLMs) like ChatGPT, these models are now capable of assisting or even replacing human experts in tasks such as writing, consulting, and code generation. Bridging these two paradigms, this paper introduces a novel expert-level supplier evaluation method based on ChatGPT. Initially, a supplier dataset was collected and organized, followed by evaluations using traditional MCDM models to obtain expert assessment results. Thereafter, the ChatGPT model was employed to generate evaluations for this supplier dataset, which were then compared with the expert evaluations from the previous step. The final results indicate that the supplier evaluations based on the ChatGPT model closely align with those of human experts, underscoring the capability of ChatGPT to serve as a Multi-Criteria Decision Maker. Furthermore, this method proves to be faster and more cost-effective.","2379-190X","979-8-3503-4485-1","10.1109/ICASSP48485.2024.10447204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10447204","ChatGPT;LLM;Multi-Criteria Decision Making;Supplier Evaluation","Surveys;Industries;Writing;Signal processing;Chatbots;Data models;MCDM","","4","","28","IEEE","18 Mar 2024","","","IEEE","IEEE Conferences"
"Designing Silicon Brains Using LLM: Leveraging ChatGPT for Automated Description of a Spiking Neuron Array","M. Tomlinson; J. Li; A. Andreou","Department of ECE, Johns Hopkins University, Baltimore, MD; Department of ECE, Johns Hopkins University, Baltimore, MD; Department of ECE, Johns Hopkins University, Baltimore, MD",2024 Argentine Conference on Electronics (CAE),"5 Apr 2024","2024","","","154","159","Large language models (LLMs) have made head-lines for synthesizing correct-sounding responses to a variety of prompts, including code generation. In this paper, we present the prompts used to guide ChatGPT4 to produce a synthesizable and functional verilog description for the entirety of a programmable Spiking Neuron Array ASIC. This design flow showcases the current state of using ChatGPT4 for natural language driven hardware design. The AI-generated design was verified in simu-lation using handcrafted testbenches and has been submitted for fabrication in Skywater 130nm through Tiny Tapeout 5 using an open-source EDA flow.","2836-1024","979-8-3503-0508-1","10.1109/CAE59785.2024.10487167","NSF(grant numbers:2020624); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10487167","","Fabrication;Electric potential;Codes;Natural languages;Neurons;Computer bugs;Chatbots","","4","","11","IEEE","5 Apr 2024","","","IEEE","IEEE Conferences"
"On the Taxonomy of Developers’ Discussion Topics with ChatGPT","E. Sagdic; A. Bayram; M. R. Islam","Lamar University, Beaumont, Texas, USA; Lamar University, Beaumont, Texas, USA; Lamar University, Beaumont, Texas, USA",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),"18 Jun 2024","2024","","","197","201","Large language models (LLMs) like ChatGPT can generate text for various prompts. With exceptional reasoning capabilities, ChatGPT (particularly the GPT-4 model) has achieved widespread adoption across many tasks - from creative writing to domain-specific inquiries, code generation, and more. This research analyzed the DevGPT dataset to determine common topics posed by developers interacting with ChatGPT. The DevGPT dataset comprises ChatGPT interactions from GitHub issues, pull requests and discussions. By employing a mixed-methods approach combining unsupervised semantic modeling and expert qualitative analysis we categorize the topics developers discuss when interacting with ChatGPT.Our approach reveals 17 topics within seven categories, with over 25% of prompts focused on advanced programming guidance. Additional areas of significant query volume include DevOps workflows, SQL, databases, and specialized domains, such as localization, streaming media, and image processing. This research effectively illuminates core topics and dependencies that motivate developers to leverage ChatGPT. The taxonomy classification further clarifies critical areas to better customize AI tools for aligning with workflows and needs within software engineering contexts.CCS CONCEPTS• Software and its engineering → Programming teams.","2574-3864","979-8-4007-0587-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555669","DevGPT;ChatGPT;Software Engineering;Topic Taxonomy","Analytical models;DevOps;Taxonomy;Semantics;Programming;Chatbots;Software","","","","32","","18 Jun 2024","","","IEEE","IEEE Conferences"
"An LLM-assisted Analog IC Design Tool with Automatic Topology Selection and Circuit Sizing","A. Nguyen; C. -N. J. Liu","EECS International Graduate Program, Institute of Electronics, National Yang-Ming Chiao Tung University, Hsinchu City, Taiwan, R.O.C.; EECS International Graduate Program, Institute of Electronics, National Yang-Ming Chiao Tung University, Hsinchu City, Taiwan, R.O.C.","2025 21st International Conference on Synthesis, Modeling, Analysis and Simulation Methods, and Applications to Circuits Design (SMACD)","29 Jul 2025","2025","","","1","4","Recently, Large Language Models (LLMs) have gained a rising interest in different domains, including code generation for digital IC design. However, building an effective LLM for analog IC design is challenging because a valid analog circuit cannot be constructed by just randomly combining some codes. In this paper, an LLM-assisted analog IC design tool is presented to support from automatic topology selection to circuit sizing in a conversational manner. This tool allows designers to express their requirements through natural language rather than being restricted by a fixed template, which decreases the learning curve of using such an automation tool. In order to meet users’ intentions, a subsequent ANN-based sizing process is invoked to further refine the ""nearest"" circuit obtained from the LLM without tedious iterations. Compared with previous works, the proposed LLM-assisted tool is more efficient and convenient while generating reliable analog designs to meet users’ requirements. Our experiments show that the tool can generate workable circuits with short execution time.","2575-4890","979-8-3315-2395-4","10.1109/SMACD65553.2025.11091899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11091899","LLM;Zero-shot-CoT prompting;kNN search;automatic circuit sizing;ANN;circuit topology selection","Circuit topology;Codes;Large language models;Natural languages;Reliability engineering;Design tools;Topology;Circuit synthesis;Integrated circuit modeling;Engines","","","","15","IEEE","29 Jul 2025","","","IEEE","IEEE Conferences"
"LLM4GV: An LLM-Based Flexible Performance-Aware Framework for GEMM Verilog Generation","D. Zou; G. Zhang; K. Sun; Z. Wen; M. Wang; Z. Wang","Nanjing University, Nanjing, China; Nanjing University, Nanjing, China; Sun Yat-sen University, Shenzhen, China; Sun Yat-sen University, Shenzhen, China; Sun Yat-sen University, Shenzhen, China; Nanjing University, Nanjing, China","2025 Design, Automation & Test in Europe Conference (DATE)","21 May 2025","2025","","","1","2","Advancements in AI have increased the demand for specialized AI accelerators, with design for general matrix multiplication (GEMM) module being crucial but time-consuming. While large language models (LLMs) show promise for automating GEMM design, challenges arise from GEMM's vast design space and performance requirements. Existing LLM-based frameworks for RTL code generation often lack flexibility and performance awareness. To overcome the challenges, we propose LLM4GV, a multi-agent LLM-based framework that integrates hardware optimization techniques (HOTs) and performance modeling, improving correctness and performance of the generated code over prior works.","1558-1101","978-3-9826741-0-0","10.23919/DATE64628.2025.10992751","National Key R&D Program of China(grant numbers:2022YFB4400600); National Natural Science Foundation of China(grant numbers:62404256); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10992751","","Codes;Automation;Large language models;Europe;AI accelerators;Benchmark testing;Hardware;Hardware design languages;Optimization","","","","6","","21 May 2025","","","IEEE","IEEE Conferences"
"Neuro-Symbolic Program Synthesis for Multi-Hop Natural Language Navigation","W. English; D. Simon; R. Ahmed; S. Jha; R. Ewetz","ECE, University of Florida, Gainesville, Florida, USA; ECE, University of Florida, Gainesville, Florida, USA; ECE, University of Central Florida, Orlando, Florida, USA; CEC, Florida International University, Miami, Florida, USA; ECE, University of Florida, Gainesville, Florida, USA",2024 International Conference on Assured Autonomy (ICAA),"27 Nov 2024","2024","","","114","117","Solving navigation problems from natural language descriptions is essential for advancing humanrobot interaction and enhancing the usability of autonomous systems. Symbolic approaches to path planning excel in well defined environments but cannot cope with the ambiguity of natural language inputs. On the other hand, neural solutions centered on large language models (LLMs) can parse free-form natural language but lack the reasoning capabilities for solving complex multihop path planning problems. In this paper, we propose a neuro-symbolic framework based on program synthesis for multi-hop natural language navigation called NSPS. The framework uses an LLM to parse the problem definition in natural language, a graph of the environment, and an API of a graph library. Next, the code generation capabilities of the LLM are used to synthesize a program for path planning and verification. The path planning program is executed to generate a solution path that is checked by the verification program. A selfcorrection loop is used to fix both syntax and value errors. The framework is evaluated using 600 multihop navigation tasks with 1 to 10 hops. Compared with neural approaches, the NSPS framework improves the success rate and path efficiency by an average of 64.3% and 19.4% across all tasks, respectively.","","979-8-3315-2101-1","10.1109/ICAA64256.2024.00027","U.S. Department of Energy; Office of Science; Office of Science; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10765960","Neuro-Symbolic AI;Navigation;LLM;Spatial Reasoning;Path Planning","Navigation;Large language models;Natural languages;Human-robot interaction;Syntactics;Path planning;Libraries;Cognition;Planning;Usability","","","","19","IEEE","27 Nov 2024","","","IEEE","IEEE Conferences"
"DSML4JaCaMo: A Modelling tool for Multi-agent Programming with JaCaMo","B. Karaduman; B. T. Tezel; G. Kardas; M. Challenger","Department of Computer Science, University of Antwerp and Flanders Make, Antwerp, Belgium; Department of Computer Science, University of Antwerp and Flanders Make, Antwerp, Belgium; International Computer Institute, Ege University, Izmir, Türkiye; Department of Computer Science, University of Antwerp and Flanders Make, Antwerp, Belgium",2024 19th Conference on Computer Science and Intelligence Systems (FedCSIS),"4 Nov 2024","2024","","","637","642","This paper introduces a domain-specific modelling language (DSML) called DSML4JaCaMo to develop belief-desire-intention (BDI) agents. The DSML’s design covers aspects of Jason, Cartago, and Moise from viewpoints that follow the meta-modelling approach. In this way, the DSML4JaCaMo enables graphical modelling of JaCaMo’s multi-agent systems (MASs), providing comprehensive support for defining agents’ beliefs, desires, and intentions (BDI) using Jason, specifying artifacts and their operations with Cartago, and outlining organizational structures and norms via Moise. The DSML’s operational semantics ensure seamless integration of these components, facilitating automatic code generation and artifact construction for creating a JaCaMo-based system. The graphical syntax contributes to ease of use, making it accessible for novice and experienced developers. This work aims to enhance the JaCaMo ecosystem by offering a model-driven approach to provide abstraction on MAS development as well as facilitating design and implementation.","","978-83-969601-6-0","10.15439/2024F6157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10736036","","Codes;Systematics;Biological system modeling;Semantics;Ecosystems;Syntactics;Programming;Complexity theory;Usability;Multi-agent systems","","","","28","","4 Nov 2024","","","IEEE","IEEE Conferences"
