"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Swarm Characteristics Classification Using Neural Networks","D. W. Peltier; I. Kaminer; A. H. Clark; M. Orescanin","Department of Mechanical & Aerospace Engineering, Naval Postgraduate School, Monterey, CA, USA; Department of Mechanical & Aerospace Engineering, Naval Postgraduate School, Monterey, CA, USA; Department of Mechanical & Aerospace Engineering, Naval Postgraduate School, Monterey, CA, USA; Department of Mechanical & Aerospace Engineering, Naval Postgraduate School, Monterey, CA, USA",IEEE Transactions on Aerospace and Electronic Systems,"10 Feb 2025","2025","61","1","389","400","Understanding the characteristics of swarming autonomous agents is critical for defense and security applications. This article presents a study on using supervised neural network time series classification (NN TSC) to predict key attributes and tactics of swarming autonomous agents for military contexts. Specifically, NN TSC is applied to infer two binary attributes—communication and proportional navigation—which combine to define four mutually exclusive swarm tactics. We identify a gap in literature on using NNs for swarm classification and demonstrate the effectiveness of NN TSC in rapidly deducing intelligence about attacking swarms to inform counter-maneuvers. Through simulated swarm-versus-swarm engagements, we evaluate NN TSC performance in terms of observation window requirements, noise robustness, and scalability to swarm size. Key findings show NNs can predict swarm behaviors with 97% accuracy using short observation windows of 20 time steps, while also demonstrating graceful degradation down to 80% accuracy under 50% noise, as well as excellent scalability to swarm sizes from 10 to 100 agents. These capabilities are promising for real-time decision-making support in defense scenarios by rapidly inferring insights about swarm behavior.","1557-9603","","10.1109/TAES.2024.3447615","Office of Naval Research Science of Autonomy Program(grant numbers:N0001424WX01651); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10643723","Fleet coordination;onboard intelligence;swarms;UAV interactions","Artificial neural networks;Navigation;Mathematical models;Accuracy;Vectors;Trajectory;Real-time systems","","","","23","USGov","22 Aug 2024","","","IEEE","IEEE Journals"
"Exploring the Potential Implications of AI-generated Content in Social Engineering Attacks","Y. Alahmed; R. Abadla; M. J. A. Ansari","Faculty of Engineering, Al Ain University, Abu Dhabi, U.A.E; Faculty of Engineering, Al Ain University, Abu Dhabi, U.A.E; School of Business, University of Central Lancashire Preston, UK","2024 International Conference on Multimedia Computing, Networking and Applications (MCNA)","9 Oct 2024","2024","","","64","73","The evolution of artificial intelligence (AI) and machine learning presents both utility and security implications for our digital interactions. This study focuses on the transformative role of generative AI in social engineering attacks, specifically examining three pillars where it significantly amplifies their impact: advanced targeting and personification, genuine content creation, and automated attack infrastructure. The analysis forms a conceptual model named the generative AI social engineering framework. The research delves into human implications and measures to counter social engineering attacks, blending theoretical analysis with practical insights through case studies. Ethical considerations surrounding AI in malicious activities are discussed, emphasizing the importance of safe AI development, and various articles were reviewed to highlight social engineering attacks as a common threat. Two studies were conducted: a user testing study with 48 participants from diverse occupations and social engineering awareness, and an exploratory study collecting qualitative data from 40 social engineering attack victims. The user testing study revealed universal acceptance of the AI-based tool, irrespective of participants’ occupations. Victim themes included reasons for falling prey to attacks, methods, prevention advice, and detection. The research concludes by highlighting AI-generated content as a key factor fueling social engineering attacks and bridging the gap between AI development and cybersecurity practices, highlighting the need for interdisciplinary approaches to address evolving challenges.","","979-8-3503-5473-7","10.1109/MCNA63144.2024.10703950","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10703950","Machine learning;Chatbot;social engineering;Artificial intelligence;Phishing;ChatGPT","Generative AI;Social networking (online);Phishing;Prevention and mitigation;Psychology;Message services;Real-time systems;Electronic mail;Artificial intelligence;Testing","","7","","31","IEEE","9 Oct 2024","","","IEEE","IEEE Conferences"
"5 Natural Language Processing","T. Mariprasath; K. R. Cheepati; M. Rivera",NA; NA; NA,"Practical Guide to Machine Learning, NLP, and Generative AI: Libraries, Algorithms, and Applications","","2025","","","93","120","This is an essential resource for beginners and experienced practitioners in machine learning. This comprehensive guide covers a broad spectrum of machine learning topics, starting with an in-depth exploration of popular machine learning libraries. Readers will gain a thorough understanding of Scikit-learn, TensorFlow, PyTorch, Keras, and other pivotal libraries like XGBoost, LightGBM, and CatBoost, which are integral for efficient model development and deployment. The book delves into various neural network architectures, providing readers with a solid foundation in understanding and applying these models. Beginning with the basics of the Perceptron and its application in digit classification, it progresses to more complex structures such as multilayer perceptrons for financial forecasting, radial basis function networks for air quality prediction, and convolutional neural networks (CNNs) for image classification. Additionally, the book covers recurrent neural networks (RNNs) and their variants like long short-term memory (LSTM) and gated recurrent units (GRUs), which are crucial for time-series analysis and sequential data applications. Supervised machine learning algorithms are meticulously explained, with practical examples to illustrate their application. The book covers logistic regression and its use in predicting sports outcomes, decision trees for plant classification, random forests for traffic prediction, and support vector machines for house price prediction. Gradient boosting machines and their applications in genomics, AdaBoost for bioinformatics data classification, and extreme gradient boosting (XGBoost) for churn prediction are also discussed, providing readers with a robust toolkit for various predictive tasks. Unsupervised learning algorithms are another significant focus of the book, introducing readers to techniques for uncovering hidden patterns in data. Hierarchical clustering for gene expression data analysis, principal component analysis (PCA) for climate predictions, and singular value decomposition (SVD) for signal denoising are thoroughly explained. The book also explores applications like robot navigation and network security, demonstrating the versatility of these techniques. Natural language processing (NLP) is comprehensively covered, highlighting its fundamental concepts and various applications. The book discusses the overview of NLP, its fundamental concepts, and its diverse applications such as chatbots, virtual assistants, clinical NLP applications, and social media analytics. Detailed sections on text pre-processing, syntactic analysis, machine translation, text classification, named entity recognition, and sentiment analysis equip readers with the knowledge to build sophisticated NLP models. The final chapters of the book explore generative AI, including generative adversarial networks (GANs) for image generation, variational autoencoders for vibrational encoder training, and autoregressive models for time series forecasting. It also delves into Markov chain models for text generation, Boltzmann machines for pattern recognition, and deep belief networks for financial forecasting. Special attention is given to the application of recurrent neural networks (RNNs) for generation tasks, such as wind power plant predictions and battery range prediction, showcasing the practical implementations of generative AI in various fields.","","9788770046527","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10850588.pdf&bkn=10850512&pdfType=chapter","","","","","","","","22 Jan 2025","","","River Publishers","River eBook Chapters"
"3 Supervised Machine Learning","T. Mariprasath; K. R. Cheepati; M. Rivera",NA; NA; NA,"Practical Guide to Machine Learning, NLP, and Generative AI: Libraries, Algorithms, and Applications","","2025","","","43","70","This is an essential resource for beginners and experienced practitioners in machine learning. This comprehensive guide covers a broad spectrum of machine learning topics, starting with an in-depth exploration of popular machine learning libraries. Readers will gain a thorough understanding of Scikit-learn, TensorFlow, PyTorch, Keras, and other pivotal libraries like XGBoost, LightGBM, and CatBoost, which are integral for efficient model development and deployment. The book delves into various neural network architectures, providing readers with a solid foundation in understanding and applying these models. Beginning with the basics of the Perceptron and its application in digit classification, it progresses to more complex structures such as multilayer perceptrons for financial forecasting, radial basis function networks for air quality prediction, and convolutional neural networks (CNNs) for image classification. Additionally, the book covers recurrent neural networks (RNNs) and their variants like long short-term memory (LSTM) and gated recurrent units (GRUs), which are crucial for time-series analysis and sequential data applications. Supervised machine learning algorithms are meticulously explained, with practical examples to illustrate their application. The book covers logistic regression and its use in predicting sports outcomes, decision trees for plant classification, random forests for traffic prediction, and support vector machines for house price prediction. Gradient boosting machines and their applications in genomics, AdaBoost for bioinformatics data classification, and extreme gradient boosting (XGBoost) for churn prediction are also discussed, providing readers with a robust toolkit for various predictive tasks. Unsupervised learning algorithms are another significant focus of the book, introducing readers to techniques for uncovering hidden patterns in data. Hierarchical clustering for gene expression data analysis, principal component analysis (PCA) for climate predictions, and singular value decomposition (SVD) for signal denoising are thoroughly explained. The book also explores applications like robot navigation and network security, demonstrating the versatility of these techniques. Natural language processing (NLP) is comprehensively covered, highlighting its fundamental concepts and various applications. The book discusses the overview of NLP, its fundamental concepts, and its diverse applications such as chatbots, virtual assistants, clinical NLP applications, and social media analytics. Detailed sections on text pre-processing, syntactic analysis, machine translation, text classification, named entity recognition, and sentiment analysis equip readers with the knowledge to build sophisticated NLP models. The final chapters of the book explore generative AI, including generative adversarial networks (GANs) for image generation, variational autoencoders for vibrational encoder training, and autoregressive models for time series forecasting. It also delves into Markov chain models for text generation, Boltzmann machines for pattern recognition, and deep belief networks for financial forecasting. Special attention is given to the application of recurrent neural networks (RNNs) for generation tasks, such as wind power plant predictions and battery range prediction, showcasing the practical implementations of generative AI in various fields.","","9788770046527","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10850540.pdf&bkn=10850512&pdfType=chapter","","","","","","","","22 Jan 2025","","","River Publishers","River eBook Chapters"
"4 Unsupervised Machine Learning","T. Mariprasath; K. R. Cheepati; M. Rivera",NA; NA; NA,"Practical Guide to Machine Learning, NLP, and Generative AI: Libraries, Algorithms, and Applications","","2025","","","71","92","This is an essential resource for beginners and experienced practitioners in machine learning. This comprehensive guide covers a broad spectrum of machine learning topics, starting with an in-depth exploration of popular machine learning libraries. Readers will gain a thorough understanding of Scikit-learn, TensorFlow, PyTorch, Keras, and other pivotal libraries like XGBoost, LightGBM, and CatBoost, which are integral for efficient model development and deployment. The book delves into various neural network architectures, providing readers with a solid foundation in understanding and applying these models. Beginning with the basics of the Perceptron and its application in digit classification, it progresses to more complex structures such as multilayer perceptrons for financial forecasting, radial basis function networks for air quality prediction, and convolutional neural networks (CNNs) for image classification. Additionally, the book covers recurrent neural networks (RNNs) and their variants like long short-term memory (LSTM) and gated recurrent units (GRUs), which are crucial for time-series analysis and sequential data applications. Supervised machine learning algorithms are meticulously explained, with practical examples to illustrate their application. The book covers logistic regression and its use in predicting sports outcomes, decision trees for plant classification, random forests for traffic prediction, and support vector machines for house price prediction. Gradient boosting machines and their applications in genomics, AdaBoost for bioinformatics data classification, and extreme gradient boosting (XGBoost) for churn prediction are also discussed, providing readers with a robust toolkit for various predictive tasks. Unsupervised learning algorithms are another significant focus of the book, introducing readers to techniques for uncovering hidden patterns in data. Hierarchical clustering for gene expression data analysis, principal component analysis (PCA) for climate predictions, and singular value decomposition (SVD) for signal denoising are thoroughly explained. The book also explores applications like robot navigation and network security, demonstrating the versatility of these techniques. Natural language processing (NLP) is comprehensively covered, highlighting its fundamental concepts and various applications. The book discusses the overview of NLP, its fundamental concepts, and its diverse applications such as chatbots, virtual assistants, clinical NLP applications, and social media analytics. Detailed sections on text pre-processing, syntactic analysis, machine translation, text classification, named entity recognition, and sentiment analysis equip readers with the knowledge to build sophisticated NLP models. The final chapters of the book explore generative AI, including generative adversarial networks (GANs) for image generation, variational autoencoders for vibrational encoder training, and autoregressive models for time series forecasting. It also delves into Markov chain models for text generation, Boltzmann machines for pattern recognition, and deep belief networks for financial forecasting. Special attention is given to the application of recurrent neural networks (RNNs) for generation tasks, such as wind power plant predictions and battery range prediction, showcasing the practical implementations of generative AI in various fields.","","9788770046527","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10850577.pdf&bkn=10850512&pdfType=chapter","","","","","","","","22 Jan 2025","","","River Publishers","River eBook Chapters"
"THE FUTURE OF AI AND INNOVATION","M. Lewrick; O. Hatamleh",Stanford University; NASA,AI and Innovation: How to Transform Your Business and Outpace the Competition with Generative AI,"","2025","","","206","245","Summary <p>AI algorithms are increasingly adept at complex tasks like strategic planning, creative content generation, and basic reasoning. This enables AI to shift from a tool of automation and analysis to an integrated partner in nearly every aspect of our daily lives. In addition, generative AI will become the standard for general and robust reasoning and integrated fact‐checking. The dominant players from OpenAI, Anthropic, Alphabet, Microsoft, Meta, Amazon, and IBM will continue pursuing their strategies toward the best generative AI. The high‐impact transformational trends are related mainly to the ability of AI to augment the capabilities of the design thinking and innovation teams. We can anticipate a world where AI‐driven personalized medical treatments become the norm, autonomous vehicles dominate transportation networks, and AI‐guided sustainable farming practices revolutionize agriculture and ensure food security.</p>","","9781394254996","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10951842.pdf&bkn=10950198&pdfType=chapter","","","","","","","","8 Apr 2025","","","Wiley","Wiley AI eBook Chapters"
"A First-Principles Based Risk Assessment Framework and the IEEE P3396 Standard","R. J. Tong; M. Cortês; J. A. DeFalco; M. Underwood; J. Zalewski","IEEE Artificial Intelligence Standards Committee (AISC), Richard; IEEE P3395 Working Group, Institute of Astrophysics and Space Sciences, University of Lisbon, Portugal; IEEE Artificial Intelligence Standards Committee, University of New Haven; IEEE P3396 Working Group; IEEE P3395 Working Group, Florida Gulf Coast University, United States",2025 IEEE Conference on Artificial Intelligence (CAI),"7 Jul 2025","2025","","","1588","1595","Generative Artificial Intelligence (AI) is enabling unprecedented automation in content creation and decision support, but it also raises novel risks. This paper presents a first-principles risk assessment framework underlying the IEEE P3396 Recommended Practice for AI Risk, Safety, Trustworthiness, and Responsibility. We distinguish between process risks (risks arising from how AI systems are built or operated) and outcome risks (risks manifest in the AI system's outputs and their real-world effects), arguing that generative AI governance should prioritize outcome risks. Central to our approach is an information-centric ontology that classifies AI-generated outputs into four fundamen-tal categories: (1) Perception-level information, (2) Knowledge-level information, (3) Decision/Action plan information, and (4) Control tokens (access or resource directives). This classification allows systematic identification of harms and more precise attribution of responsibility to stakeholders (developers, deployers, users, regulators) based on the nature of the information produced. We illustrate how each information type entails distinct outcome risks (e.g, deception, misinformation, unsafe recommendations, security breaches) and requires tailored risk metrics and mitigations. By grounding the framework in the essence of information, human agency, and cognition, we align risk evaluation with how AI outputs influence human understanding and action. The result is a principled approach to AI risk that supports clear accountability and targeted safeguards, in contrast to broad application-based risk categorizations. We include example tables mapping information types to risks and responsibilities. This work aims to inform the IEEE P3396 Recommended Practice and broader AI governance with a rigorous, first-principles foundation for assessing generative AI risks while enabling responsible innovation.","","979-8-3315-2400-5","10.1109/CAI64502.2025.00237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050553","Risk;Information Categorization;AI Agency;Human Agency;GenAl","Ethics;Technological innovation;Regulators;Generative AI;Standards organizations;Organizations;Cognition;Stakeholders;Security;Fake news","","","","23","IEEE","7 Jul 2025","","","IEEE","IEEE Conferences"
"2 Neural Networks","T. Mariprasath; K. R. Cheepati; M. Rivera",NA; NA; NA,"Practical Guide to Machine Learning, NLP, and Generative AI: Libraries, Algorithms, and Applications","","2025","","","11","42","This is an essential resource for beginners and experienced practitioners in machine learning. This comprehensive guide covers a broad spectrum of machine learning topics, starting with an in-depth exploration of popular machine learning libraries. Readers will gain a thorough understanding of Scikit-learn, TensorFlow, PyTorch, Keras, and other pivotal libraries like XGBoost, LightGBM, and CatBoost, which are integral for efficient model development and deployment. The book delves into various neural network architectures, providing readers with a solid foundation in understanding and applying these models. Beginning with the basics of the Perceptron and its application in digit classification, it progresses to more complex structures such as multilayer perceptrons for financial forecasting, radial basis function networks for air quality prediction, and convolutional neural networks (CNNs) for image classification. Additionally, the book covers recurrent neural networks (RNNs) and their variants like long short-term memory (LSTM) and gated recurrent units (GRUs), which are crucial for time-series analysis and sequential data applications. Supervised machine learning algorithms are meticulously explained, with practical examples to illustrate their application. The book covers logistic regression and its use in predicting sports outcomes, decision trees for plant classification, random forests for traffic prediction, and support vector machines for house price prediction. Gradient boosting machines and their applications in genomics, AdaBoost for bioinformatics data classification, and extreme gradient boosting (XGBoost) for churn prediction are also discussed, providing readers with a robust toolkit for various predictive tasks. Unsupervised learning algorithms are another significant focus of the book, introducing readers to techniques for uncovering hidden patterns in data. Hierarchical clustering for gene expression data analysis, principal component analysis (PCA) for climate predictions, and singular value decomposition (SVD) for signal denoising are thoroughly explained. The book also explores applications like robot navigation and network security, demonstrating the versatility of these techniques. Natural language processing (NLP) is comprehensively covered, highlighting its fundamental concepts and various applications. The book discusses the overview of NLP, its fundamental concepts, and its diverse applications such as chatbots, virtual assistants, clinical NLP applications, and social media analytics. Detailed sections on text pre-processing, syntactic analysis, machine translation, text classification, named entity recognition, and sentiment analysis equip readers with the knowledge to build sophisticated NLP models. The final chapters of the book explore generative AI, including generative adversarial networks (GANs) for image generation, variational autoencoders for vibrational encoder training, and autoregressive models for time series forecasting. It also delves into Markov chain models for text generation, Boltzmann machines for pattern recognition, and deep belief networks for financial forecasting. Special attention is given to the application of recurrent neural networks (RNNs) for generation tasks, such as wind power plant predictions and battery range prediction, showcasing the practical implementations of generative AI in various fields.","","9788770046527","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10850537.pdf&bkn=10850512&pdfType=chapter","","","","","","","","22 Jan 2025","","","River Publishers","River eBook Chapters"
"Communication Infrastructure and Cloud Computing in Robotic Vessel as-a-Service Application","C. Delea; E. Coccolo; S. F. Covarrubias; F. Campagnaro; F. Favaro; R. Francescon; V. Schneider; J. Oeffner; M. Zorzi","Fraunhofer Center for Maritime Logistics and Service, Hamburg, Germany; Department of Information Engineering, University of Padova, Padova, Italy; Fraunhofer Center for Maritime Logistics and Service, Hamburg, Germany; Department of Information Engineering, University of Padova, Padova, Italy; Department of Information Engineering, University of Padova, Padova, Italy; Wireless and More srl, Padova, Italy; Fraunhofer Center for Maritime Logistics and Service, Hamburg, Germany; Fraunhofer Center for Maritime Logistics and Service, Hamburg, Germany; Department of Information Engineering, University of Padova, Padova, Italy",Global Oceans 2020: Singapore – U.S. Gulf Coast,"9 Apr 2021","2020","","","1","7","The current trend in robotics is to enhance robustness against uncertainties through complex modern control methods, applied to either single- or multi-agent systems. While indeed these approaches provide noticeable performance improvements, their implementation requires, among others, enclosed environments, where the operator has full access to the control systems of the robot during execution. With constant improvement of the Internet of Things, real-time systems needed different software architectures and communication systems to enable their remote operation, with the same degree of flexibility when operating the systems in-situ. The paradigm shifted towards cloud computing, which moved the computational effort needed for various real-time processing algorithms on the server-sided application and focused on having lightweight interfaces between components, with the exception of the lower-level control loops, which remained within the processing units of the robotic systems. This paper describes the software architecture and communication system for a state-of-the-art service to enable, support and monitor different robotics applications. The case study presents all features of a small-sized but scalable robotics application, having multiple challenges when building a service oriented platform: autonomous robots, over- and underwater long-distance communication, sensor fusion and command and control of multiple users. The goal is to create a centralised cloud computing environment, with decentralised microservices and redundant resources, supporting a plethora of port-specific operations conducted with the help of waterborne robotics with different equipment configurations, that can be remotely operated and monitored in real time over cross-platform, lightweight applications.","0197-7385","978-1-7281-5446-6","10.1109/IEEECONF38699.2020.9389285","German Federal Ministry of Economy (BMWi) and ERA-NET Cofund MarTERA(grant numbers:728053); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9389285","","Cloud computing;Software architecture;Communication systems;Robot sensing systems;Real-time systems;Robots;Monitoring","","3","","27","IEEE","9 Apr 2021","","","IEEE","IEEE Conferences"
"HMAS: enabling seamless collaboration between drones, quadruped robots, and human operators with efficient spatial awareness","A. Saint-Jore; Y. . -Q. Song; L. Ciarletta","LORIA, CNRS, Université de Lorraine, Nancy, France; LORIA, CNRS, Université de Lorraine, Nancy, France; LORIA, CNRS, Université de Lorraine, Nancy, France","2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)","29 May 2024","2023","","","2503","2510","Heterogeneous robots equipped with multi-modal sensors (e.g., UAV, wheeled and legged terrestrial robots) provide rich and complementary functions that may help human operators to accomplish complex tasks in unknown environments. However, seamlessly integrating heterogeneous agents and making them interact and collaborate still arise challenging issues. In this paper, we define a ROS 2 based software architecture that allows to build incarnated heterogeneous multi-agent systems (HMAS) in a generic way. We showcase its effectiveness through a scenario integrating aerial drones, quadruped robots, and human operators (see https://youtu.be/iOtCCticGuk). In addition, agent spatial awareness in unknown outdoor environments is a critical step for realizing autonomous individual movements, interactions, and collaborations. Through intensive experimental measurements, RTK-GPS is shown to be a suitable solution for achieving the required locating accuracy.","2324-9013","979-8-3503-8199-3","10.1109/TrustCom60117.2023.00351","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10538797","Multi-Agent System;Collaborative Robots;Middleware;Robot Operating System 2;Geolocation;RTK GPS;Autonomous","Legged locomotion;Software architecture;Collaboration;Systems architecture;Robot sensing systems;Quadrupedal robots;Task analysis","","2","","20","IEEE","29 May 2024","","","IEEE","IEEE Conferences"
