"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"SiJesi: Large Language Model Chatbot with Augmented Retrieval Approach Generation and Prompt Engineering","H. S. Rosari; Girinoto; R. Novita Yasa; N. Qomariasih; R. Anindya Wijayanti","Crypto Software Engineering, Politeknik Siber dan Sandi Negara, Bogor, Indonesia; Crypto Software Engineering, Politeknik Siber dan Sandi Negara, Bogor, Indonesia; Crypto Software Engineering, Politeknik Siber dan Sandi Negara, Bogor, Indonesia; Crypto Software Engineering, Politeknik Siber dan Sandi Negara, Bogor, Indonesia; Crypto Software Engineering, Politeknik Siber dan Sandi Negara, Bogor, Indonesia","2024 International Conference on Computer Engineering, Network, and Intelligent Multimedia (CENIM)","19 Feb 2025","2024","","","1","6","This research designs a chatbot based on Large Language Models (LLM) for cyber incident consultation, utilizing the Retrieval Augmented Generation (RAG) approach, integrated with GPT and prompt engineering techniques. The goal is to improve public cybersecurity awareness, especially in areas with low awareness, by enhancing community consultation services through automation. The chatbot addresses security concerns by examining measures against prompt injection attacks to ensure reliability. The research follows the Waterfall System Development Life Cycle methodology. Results show that LLM chatbots using RAG and prompt engineering generate more accurate responses compared to human-based answers and GPT 3.5, achieving a top score of 35.26% in A/B testing. Additionally, the chatbot received a high satisfaction score of 86.47% in User Acceptance Testing. These findings are expected to contribute to increased cybersecurity awareness and the development of innovative, secure chatbot technology for public services.","","979-8-3503-6880-2","10.1109/CENIM64038.2024.10882696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10882696","Large Language Model;Retrieval Augmented Generation;Generative Pre-training Transformer;Prompt Engineering","Surveys;Large language models;Retrieval augmented generation;Chatbots;Transformers;Portable document format;Prompt engineering;Reliability;Computer security;Testing","","","","16","IEEE","19 Feb 2025","","","IEEE","IEEE Conferences"
"Implementing Literature-based Discovery (LBD) with ChatGPT","A. Nedbaylo; D. Hristovski","Faculty of Public Administration, University of Ljubljana, Ljubljana, Slovenia; Faculty of Public Administration, University of Ljubljana, Ljubljana, Slovenia",2024 47th MIPRO ICT and Electronics Convention (MIPRO),"28 Jun 2024","2024","","","120","125","Literature-based discovery (LBD) is a methodology for generating research hypotheses by identifying hidden connections within the scientific literature. While its application has been predominantly in the field of biomedicine, particularly through the use of Medline, the largest freely available biomedical bibliographic database, traditional LBD methodologies have relied heavily on rule-based approaches. These include utilizing co-occurrences among biomedical concepts or extracting semantic relations through natural language processing (NLP) methods. This study ventures into novel territory by exploring the use of advanced tools like ChatGPT for LBD, with a focus on leveraging prompt engineering to enhance hypothesis generation. We employed Large Language Models (LLMs) such as GPT-3.5 and GPT-4 to simulate the discovery of relationships between medical concepts. The study specifically examines the effectiveness of these models in autonomously replicating well-established medical correlations and generating potentially novel hypotheses. Our preliminary findings suggest that while LLMs show promise in generating hypotheses that occasionally deviate from established medical knowledge, challenges persist in consistently directing these models to produce truly innovative and less-explored connections. The study highlights the potential of LLMs in enriching the LBD process, yet also underscores the need for cautious evaluation and further research to optimize their application in this domain.","2623-8764","979-8-3503-8250-1","10.1109/MIPRO60963.2024.10569439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10569439","Literature-based discovery;Large Language Models;Knowledge Extraction;Hidden Knowledge Connections;Prompt Engineering;Discovery Patterns","Knowledge engineering;Electric potential;Semantics;Refining;Training data;Migraine;Information services","","2","","20","IEEE","28 Jun 2024","","","IEEE","IEEE Conferences"
"PerfCodeGen: Improving Performance of LLM Generated Code with Execution Feedback","Y. Peng; A. D. Gotmare; M. R. Lyu; C. Xiong; S. Savarese; D. Sahoo","The Chinese University of Hong Kong, Hong Kong, China; Salesforce Research, Singapore; The Chinese University of Hong Kong, Hong Kong, China; Salesforce Research, Singapore; Salesforce Research, Singapore; Salesforce Research, Singapore",2025 IEEE/ACM Second International Conference on AI Foundation Models and Software Engineering (Forge),"2 Jul 2025","2025","","","1","13","Large Language Models (LLMs) are widely adopted for assisting in software development tasks, yet their performance evaluations have narrowly focused on the functional correctness of generated code. Human programmers, however, expect AI assistants to generate not only correct but also optimally efficient code. We propose PerfCodeGen, a training-free framework that enhances the performance of LLM-generated code by incorporating feedback based on runtime during test case execution into the self-refinement iterations. With PerfCodeGen, we achieve speedups for a significantly higher proportion of problems compared to using the base LLM with sophisticated prompting techniques. Applied to open-weight language models like Phi-3-mini, PerfCodeGen achieves code optimization rates comparable to naive prompting of powerful closed models like GPT-4. We achieve state-of-the-art code optimization on benchmarks such as HumanEval, MBPP, and APPS, frequently surpassing the ground truth reference solutions with PerfCodeGen using GPT-3.5 and GPT-4. Additionally, we demonstrate the effectiveness of our approach in enhancing code quality across a range of open-weight LLMs of varying sizes including Phi-3-mini (3.8B), Llama 3 8B, Mixtral 8x7B (13B active), Command R (35B), and Llama 3 70B. PerfCodeGen’s effectiveness at generating performant code underscores the importance of integrating execution feedback into the code generation process, highlighting a path forward for more robust and reliable AI-driven software development.","","979-8-3315-0211-9","10.1109/Forge66646.2025.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11052794","Large Language Models;Code Generation;Efficient Code;Runtime Efficiency;Code Optimization","Codes;Runtime;Large language models;Benchmark testing;Programming;Reliability engineering;Software reliability;Optimization;Software development management;Python","","","","64","IEEE","2 Jul 2025","","","IEEE","IEEE Conferences"
"Prompting in the Wild: An Empirical Study of Prompt Evolution in Software Repositories","M. Tafreshipour; A. Imani; E. Huang; E. S. d. Almeida; T. Zimmermann; I. Ahmed","University of California, Irvine, Irvine, USA; University of California, Irvine, Irvine, USA; University of California, Irvine, Irvine, USA; Federal University of Bahia (UFBA), Brazil; University of California, Irvine, Irvine, USA; University of California, Irvine, Irvine, USA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","686","698","The adoption of Large Language Models (LLMs) is reshaping software development as developers integrate these LLMs into their applications. In such applications, prompts serve as the primary means of interacting with LLMs. Despite the widespread use of LLM-integrated applications, there is limited understanding of how developers manage and evolve prompts. This study presents the first empirical analysis of prompt evolution in LLM-integrated software development. We analyzed 1,262 prompt changes across 243 GitHub repositories to investigate the patterns and frequencies of prompt changes, their relationship with code changes, documentation practices, and their impact on system behavior. Our findings show that developers primarily evolve prompts through additions and modifications, with most changes occurring during feature development. We identified key challenges in prompt engineering: only $21.9 \%$ of prompt changes are documented in commit messages, changes can introduce logical inconsistencies, and misalignment often occurs between prompt changes and LLM responses. These insights emphasize the need for specialized testing frameworks, automated validation tools, and improved documentation practices to enhance the reliability of LLM-integrated applications.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025760","Large Language Models;Prompt Engineering;Empirical Software Engineering","Systematics;Large language models;Documentation;Software;Software reliability;Prompt engineering;Data mining;Software development management;Testing;Software engineering","","","","58","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"ChatGPT for PLC/DCS Control Logic Generation","H. Koziolek; S. Gruener; V. Ashiwal","ABB Research, Ladenburg, Germany; ABB Research, Ladenburg, Germany; ABB Research, Ladenburg, Germany",2023 IEEE 28th International Conference on Emerging Technologies and Factory Automation (ETFA),"12 Oct 2023","2023","","","1","8","Large language models (LLMs) providing generative AI have become popular to support software engineers in creating, summarizing, optimizing, and documenting source code. It is still unknown how LLMs can support control engineers using typical control programming languages in programming tasks. Researchers have explored GitHub CoPilot or DeepMind AlphaCode for source code generation but did not yet tackle control logic programming. A key contribution of this paper is an exploratory study, for which we created 100 LLM prompts in 10 representative categories to analyze control logic generation for of PLCs and DCS from natural language. We tested the prompts by generating answers with ChatGPT using the GPT-4 LLM. It generated syntactically correct IEC 61131-3 Structured Text code in many cases and demonstrated useful reasoning skills that could boost control engineer productivity. Our prompt collection is the basis for a more formal LLM benchmark to test and compare such models for control logic generation.","1946-0759","979-8-3503-3991-8","10.1109/ETFA54631.2023.10275411","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10275411","Generative AI;Large Language Models;Automation engineering;Control Logic Generation;IEC 61131-3;Structured Text;Control engineering;Benchmark","Productivity;Logic programming;Source coding;Natural languages;Chatbots;Software;Task analysis","","21","","21","IEEE","12 Oct 2023","","","IEEE","IEEE Conferences"
"Generating P4 Dataplanes Using LLMs","M. -V. Dumitru; V. -A. Bădoiu; A. M. Gherghescu; C. Raiciu",University Politehnica of Bucharest; University Politehnica of Bucharest; University Politehnica of Bucharest; University Politehnica of Bucharest,2024 IEEE 25th International Conference on High Performance Switching and Routing (HPSR),"20 Aug 2024","2024","","","31","36","Large Language Models (LLMs) have recently become the source of impressive results in code generation, but there are still areas left neglected. Virtually all small and mediumsized LLMs are unable to produce code in P4, the most popular language for programmable dataplanes. Automatically generating dataplane code carries the promise of flexible networks that can quickly adapt to their specific conditions at the lowest level. P4 is structurally simpler than general-purpose languages, but also offers a much smaller corpus of existing programs, thus setting up interesting challenges for deep-learning based code generation. In this paper, we set out to investigate the extent to which current State-of-the-Art LLMs can produce P4 code and we push these boundaries by experimenting with finetuning to produce code generators that are open, robust and use low resources (1B-3B parameters). To evaluate the quality of the generated code, we have developed a novel benchmark for P4 auto-completion tasks. Our results show that fine-tuned models using the specialized dataset outperform ChatGPT 4 and Gemini Ultra, both in terms of compilability and alignment.","2325-5609","979-8-3503-6385-2","10.1109/HPSR62440.2024.10635926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10635926","P4;programmable dataplanes;LLM;code generation","Training;Codes;Large language models;Buildings;Switches;Programming;Routing","","3","","36","IEEE","20 Aug 2024","","","IEEE","IEEE Conferences"
"Generative AI for Smart Contracts in Real Estate Business","W. Zhao; L. Pobbathi; S. Ramprasath; M. Patibandla","University of North Texas, Denton, TX, U.S.A.; University of North Texas, Denton, TX, U.S.A.; University of North Texas, Denton, TX, U.S.A.; University of North Texas, Denton, TX, U.S.A.",2024 11th International Conference on Dependable Systems and Their Applications (DSA),"1 Jan 2025","2024","","","49","59","The rapid advancements in Generative AI have opened new possibilities for automating complex processes, such as the generation of smart contracts within the real estate industry. This paper presents a comprehensive review of existing literature and research on the application of Gen AI in creating smart contracts, with a focus on ensuring correctness, fairness, and data privacy. We explore the methodologies employed in using large language models (LLMs) like GPT-4 to develop smart contract requirements that are not only precise but also adaptable to the evolving needs of stakeholders in real estate transactions. Additionally, we discuss the critical role of human oversight in refining AI-generated specifications to meet regulatory and ethical standards, thereby enhancing the reliability and transparency of automated contracts. Through this analysis, we highlight the potential of Gen AI to revolutionize the real estate industry by streamlining the creation of smart contracts, reducing the risk of human error, and ensuring that transactions are secure, fair, and compliant with privacy regulations.","2767-6684","979-8-3315-3239-0","10.1109/DSA63982.2024.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10818322","Generative AI;smart contracts;blockchain;real estate;requirements specification;automation;security;transparency","Data privacy;Generative AI;Smart contracts;Refining;Real estate industry;Regulation;Security;Reliability;Standards;Testing","","","","31","IEEE","1 Jan 2025","","","IEEE","IEEE Conferences"
"Intelligent Automation for Accelerating the Repair of Software Build Failures","G. Sun","Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada",2025 IEEE/ACM 47th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),"13 Jun 2025","2025","","","205","207","Society has an insatiable hunger for software. It keeps our planes in the air, our cars on the road, and even guides surgical procedures. Yet as software enriches more and more aspects of our lives, its complexity (and that of its maintenance) presents an ever-growing challenge. To manage the development of complex software, build systems are widely adopted to perform routine checks after code submissions. The build system lies at the core of the software delivery process, responsible for transforming source code (pseudo-English machine instructions) into release-ready software that users can install or interact with. While build systems provide numerous benefits, the rapid pace of modern software development generates heavy workloads for them to process. Executing builds requires substantial computing resources and energy, and when a build fails, the consequences ripple throughout the development process. Failures not only block others from validating their work, but also necessitate repeated executions, incurring more resource consumption. In a case study of a software organization, 18% of builds failed, with an average of 56 minutes spent resolving each failure. Such inefficiencies contribute to wasted computing resources and energy and hinder productivity, emphasizing the need for more cost-effective solutions. This proposal aims to develop automated methods for repairing build failures by addressing four key areas: (1) compilation errors, (2) dependency-induced errors, (3) test execution errors, and (4) a comprehensive solution that integrates these aspects. The approach involves parsing and analyzing build action traces to identify root causes, cataloging and exploiting patterns of reusable build fixes to enable rapid resolution, and leveraging machine learning approaches, such as the fine-tuning and prompting of large language models, to assist developers in reimplementing failed test cases. These innovations will streamline the build repair process, reducing delays and improving overall development efficiency.","2574-1934","979-8-3315-3683-1","10.1109/ICSE-Companion66252.2025.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11024452","build system;automated program repair","Productivity;Technological innovation;Source coding;Roads;Surgery;Maintenance engineering;Software;Proposals;Software engineering;Software development management","","","","24","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Software Engineering Educational Experience in Building an Intelligent Tutoring System","Z. Fan; Y. Noller; A. Dandekar; A. Roychoudhury","National University of Singapore, Singapore; Ruhr University Bochum, Germany; National University of Singapore, Singapore; National University of Singapore, Singapore",2025 IEEE/ACM 37th International Conference on Software Engineering Education and Training (CSEE&T),"12 Jun 2025","2025","","","75","86","The growing number of students enrolling in Computer Science (CS) programmes is pushing CS educators to their limits. This poses significant challenges to computing education, particularly the teaching of introductory programming and advanced software engineering (SE) courses. First-year programming courses often face overwhelming enrollments, including interdisciplinary students who are not CS majors. The high teacher-to-student ratio makes it challenging to provide timely and highquality feedback. Meanwhile, software engineering education comes with inherent difficulties like acquiring industry partners and the dilemma that such software projects are often under or over-specified and one-time efforts within one team or one course. To address these challenges, we designed a novel foundational SE course. This SE course envisions building a full-fledged Intelligent Tutoring System (ITS) of Programming Assignments to provide automated, real-time feedback for novice students in programming courses over multiple years. Each year, SE students contribute to specific short-running SE projects that improve the existing ITS implementation, while at the same time, we can deploy the ITS for usage by students for learning programming. This project setup builds awareness among SE students about their contribution to a “to-be-deployed” software project. In this multi-year teaching effort, we have incrementally built an ITS that is now deployed in various programming courses. This paper discusses the Intelligent Tutoring System architecture, our teaching concept in the SE course, our experience with the built ITS, and our view of future computing education.","2832-7578","979-8-3315-3709-8","10.1109/CSEET66350.2025.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11024295","computer science education;software engineering;CS-1;automated program repair;large language models;intelligent tutoring","Industries;Large language models;Education;Buildings;Systems architecture;Maintenance engineering;Software;Real-time systems;Programming profession;Software engineering","","","","36","IEEE","12 Jun 2025","","","IEEE","IEEE Conferences"
"HaVen: Hallucination-Mitigated LLM for Verilog Code Generation Aligned with HDL Engineers","Y. Yang; F. Teng; P. Liu; M. Qi; C. Lv; J. Li; X. Zhang; Z. He","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Software Technology, Zhejiang University, Ningbo, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Independent Researcher; School of Software Technology, Zhejiang University, Ningbo, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","2025 Design, Automation & Test in Europe Conference (DATE)","21 May 2025","2025","","","1","7","Recently, the use of large language models (LLMs) for Verilog code generation has attracted great research interest to enable hardware design automation. However, previous works have shown a gap between the ability of LLMs and the practical demands of hardware description language (HDL) engineering. This gap includes differences in how engineers phrase questions and hallucinations in the code generated. To address these chal-lenges, we introduce Haven, a novel LLM framework designed to mitigate hallucinations and align Verilog code generation with the practices of HDL engineers. Haven tackles hallucination issues by proposing a comprehensive taxonomy and employing a chain-of-thought (CoT) mechanism to translate symbolic modalities (e.g. truth tables, state diagrams, etc.) into accurate natural language descriptions. Furthermore, Haven bridges this gap by using a data augmentation strategy. It synthesizes high-quality instruction-code pairs that match real HDL engineering practices. Our experiments demonstrate that Haven significantly improves the correctness of Verilog code generation, outperforming state-of-the-art LLM-based Verilog generation methods on VerilogEval and RTLLM benchmark. Haven is publicly available at https://github.com/Intelli2ent-Computing-Research-Group/HaVen.","1558-1101","978-3-9826741-0-0","10.23919/DATE64628.2025.10993072","National Key R&D Program of China(grant numbers:2022YFB4500200); National Natural Science Foundation of China(grant numbers:62102257); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10993072","Verilog Code Generation;LLM","Bridges;Codes;Translation;Design automation;Large language models;Taxonomy;Europe;Data augmentation;Hardware;Hardware design languages","","1","","34","","21 May 2025","","","IEEE","IEEE Conferences"
